sal_pay_ID,st_ID,pay_period,base_amount,bonus_amount,deduction_amount,payment_date
13954,1,2024-01,7206.31,0.00,792.69,2024-01-25
13955,3,2024-01,2603.74,0.00,286.41,2024-01-25
13956,4,2024-01,2264.04,0.00,249.04,2024-01-25
13957,5,2024-01,3265.68,0.00,359.22,2024-01-25
13958,6,2024-01,2620.57,0.00,288.26,2024-01-25
13959,8,2024-01,2341.41,0.00,257.56,2024-01-25
13960,10,2024-01,2560.58,0.00,281.66,2024-01-25
13961,11,2024-01,4453.28,0.00,489.86,2024-01-25
13962,12,2024-01,3211.38,0.00,353.25,2024-01-25
13963,13,2024-01,4738.93,0.00,521.28,2024-01-25
13964,14,2024-01,4458.12,0.00,490.39,2024-01-25
13965,15,2024-01,2740.61,0.00,301.47,2024-01-25
13966,16,2024-01,3214.08,0.00,353.55,2024-01-25
13967,17,2024-01,2310.11,0.00,254.11,2024-01-25
13968,18,2024-01,2648.59,0.00,291.34,2024-01-25
13969,19,2024-01,2649.39,0.00,291.43,2024-01-25
13970,20,2024-01,2421.26,0.00,266.34,2024-01-25
13971,22,2024-01,2556.79,0.00,281.25,2024-01-25
13972,24,2024-01,7174.59,0.00,789.20,2024-01-25
13973,25,2024-01,4788.35,0.00,526.72,2024-01-25
13974,26,2024-01,2912.49,0.00,320.37,2024-01-25
13975,28,2024-01,4740.82,0.00,521.49,2024-01-25
13976,29,2024-01,2370.17,0.00,260.72,2024-01-25
13977,30,2024-01,3020.25,0.00,332.23,2024-01-25
13978,31,2024-01,2427.65,0.00,267.04,2024-01-25
13979,32,2024-01,2561.78,0.00,281.80,2024-01-25
13980,33,2024-01,3014.87,0.00,331.64,2024-01-25
13981,35,2024-01,2809.92,0.00,309.09,2024-01-25
13982,36,2024-01,2753.90,0.00,302.93,2024-01-25
13983,37,2024-01,3105.46,0.00,341.60,2024-01-25
13984,38,2024-01,4749.28,0.00,522.42,2024-01-25
13985,39,2024-01,2657.03,0.00,292.27,2024-01-25
13986,41,2024-01,2783.27,0.00,306.16,2024-01-25
13987,43,2024-01,2603.69,0.00,286.41,2024-01-25
13988,44,2024-01,2771.53,0.00,304.87,2024-01-25
13989,45,2024-01,2248.78,0.00,247.37,2024-01-25
13990,46,2024-01,2682.83,0.00,295.11,2024-01-25
13991,48,2024-01,2538.06,0.00,279.19,2024-01-25
13992,49,2024-01,7613.05,0.00,837.44,2024-01-25
13993,50,2024-01,2909.74,0.00,320.07,2024-01-25
13994,51,2024-01,2375.13,0.00,261.26,2024-01-25
13995,52,2024-01,2639.98,0.00,290.40,2024-01-25
13996,53,2024-01,2807.39,0.00,308.81,2024-01-25
13997,55,2024-01,2347.11,0.00,258.18,2024-01-25
13998,56,2024-01,4230.23,0.00,465.33,2024-01-25
13999,57,2024-01,2467.32,0.00,271.41,2024-01-25
14000,59,2024-01,2737.67,0.00,301.14,2024-01-25
14001,60,2024-01,3001.09,0.00,330.12,2024-01-25
14002,61,2024-01,4368.28,0.00,480.51,2024-01-25
14003,62,2024-01,3098.35,0.00,340.82,2024-01-25
14004,63,2024-01,2387.50,0.00,262.62,2024-01-25
14005,64,2024-01,2478.55,0.00,272.64,2024-01-25
14006,66,2024-01,2337.17,0.00,257.09,2024-01-25
14007,68,2024-01,6971.62,0.00,766.88,2024-01-25
14008,69,2024-01,4299.12,0.00,472.90,2024-01-25
14009,70,2024-01,2509.26,0.00,276.02,2024-01-25
14010,71,2024-01,2608.86,0.00,286.97,2024-01-25
14011,72,2024-01,4180.36,0.00,459.84,2024-01-25
14012,73,2024-01,2992.25,0.00,329.15,2024-01-25
14013,75,2024-01,2273.42,0.00,250.08,2024-01-25
14014,77,2024-01,3044.55,0.00,334.90,2024-01-25
14015,78,2024-01,2755.06,0.00,303.06,2024-01-25
14016,80,2024-01,2440.48,0.00,268.45,2024-01-25
14017,81,2024-01,2685.99,0.00,295.46,2024-01-25
14018,82,2024-01,2753.40,0.00,302.87,2024-01-25
14019,83,2024-01,2604.81,0.00,286.53,2024-01-25
14020,84,2024-01,6765.29,0.00,744.18,2024-01-25
14021,86,2024-01,2649.00,0.00,291.39,2024-01-25
14022,87,2024-01,2699.25,0.00,296.92,2024-01-25
14023,88,2024-01,4458.09,0.00,490.39,2024-01-25
14024,89,2024-01,2459.14,0.00,270.51,2024-01-25
14025,90,2024-01,2310.33,0.00,254.14,2024-01-25
14026,91,2024-01,4860.94,0.00,534.70,2024-01-25
14027,92,2024-01,2224.81,0.00,244.73,2024-01-25
14028,93,2024-01,2693.52,0.00,296.29,2024-01-25
14029,94,2024-01,3023.19,0.00,332.55,2024-01-25
14030,95,2024-01,2486.51,0.00,273.52,2024-01-25
14031,96,2024-01,2412.06,0.00,265.33,2024-01-25
14032,97,2024-01,6933.90,0.00,762.73,2024-01-25
14033,98,2024-01,2501.95,0.00,275.21,2024-01-25
14034,99,2024-01,3105.26,0.00,341.58,2024-01-25
14035,100,2024-01,2630.94,0.00,289.40,2024-01-25
14036,101,2024-01,4492.73,0.00,494.20,2024-01-25
14037,103,2024-01,2825.91,0.00,310.85,2024-01-25
14038,104,2024-01,4468.33,0.00,491.52,2024-01-25
14039,105,2024-01,2418.77,0.00,266.06,2024-01-25
14040,106,2024-01,3040.58,0.00,334.46,2024-01-25
14041,107,2024-01,2685.35,0.00,295.39,2024-01-25
14042,108,2024-01,2468.82,0.00,271.57,2024-01-25
14043,110,2024-01,2452.21,0.00,269.74,2024-01-25
14044,111,2024-01,2297.62,0.00,252.74,2024-01-25
14045,112,2024-01,2647.91,0.00,291.27,2024-01-25
14046,113,2024-01,2516.12,0.00,276.77,2024-01-25
14047,114,2024-01,2240.37,0.00,246.44,2024-01-25
14048,115,2024-01,7522.10,0.00,827.43,2024-01-25
14049,116,2024-01,2414.64,0.00,265.61,2024-01-25
14050,117,2024-01,2374.28,0.00,261.17,2024-01-25
14051,118,2024-01,2403.74,0.00,264.41,2024-01-25
14052,119,2024-01,2274.18,0.00,250.16,2024-01-25
14053,120,2024-01,4630.10,0.00,509.31,2024-01-25
14054,121,2024-01,4733.36,0.00,520.67,2024-01-25
14055,122,2024-01,2320.79,0.00,255.29,2024-01-25
14056,123,2024-01,2892.60,0.00,318.19,2024-01-25
14057,124,2024-01,2436.26,0.00,267.99,2024-01-25
14058,125,2024-01,3335.06,0.00,366.86,2024-01-25
14059,126,2024-01,3265.78,0.00,359.24,2024-01-25
14060,127,2024-01,3338.14,0.00,367.20,2024-01-25
14061,128,2024-01,2529.69,0.00,278.27,2024-01-25
14062,129,2024-01,2509.59,0.00,276.05,2024-01-25
14063,130,2024-01,2311.86,0.00,254.30,2024-01-25
14064,131,2024-01,2408.54,0.00,264.94,2024-01-25
14065,132,2024-01,7153.24,0.00,786.86,2024-01-25
14066,133,2024-01,2398.01,0.00,263.78,2024-01-25
14067,135,2024-01,3201.96,0.00,352.22,2024-01-25
14068,136,2024-01,2820.36,0.00,310.24,2024-01-25
14069,137,2024-01,2318.38,0.00,255.02,2024-01-25
14070,138,2024-01,2881.24,0.00,316.94,2024-01-25
14071,139,2024-01,2276.18,0.00,250.38,2024-01-25
14072,140,2024-01,2440.90,0.00,268.50,2024-01-25
14073,141,2024-01,4584.92,0.00,504.34,2024-01-25
14074,142,2024-01,2267.41,0.00,249.42,2024-01-25
14075,144,2024-01,4940.82,0.00,543.49,2024-01-25
14076,145,2024-01,2792.73,0.00,307.20,2024-01-25
14077,146,2024-01,2722.54,0.00,299.48,2024-01-25
14078,147,2024-01,2517.11,0.00,276.88,2024-01-25
14079,148,2024-01,2526.98,0.00,277.97,2024-01-25
14080,149,2024-01,7339.06,0.00,807.30,2024-01-25
14081,150,2024-01,2553.02,0.00,280.83,2024-01-25
14082,151,2024-01,2595.83,0.00,285.54,2024-01-25
14083,152,2024-01,2444.38,0.00,268.88,2024-01-25
14084,153,2024-01,2836.42,0.00,312.01,2024-01-25
14085,154,2024-01,2979.60,0.00,327.76,2024-01-25
14086,157,2024-01,2761.94,0.00,303.81,2024-01-25
14087,158,2024-01,4207.01,0.00,462.77,2024-01-25
14088,159,2024-01,2243.51,0.00,246.79,2024-01-25
14089,160,2024-01,2324.39,0.00,255.68,2024-01-25
14090,161,2024-01,7368.46,0.00,810.53,2024-01-25
14091,162,2024-01,2680.27,0.00,294.83,2024-01-25
14092,163,2024-01,3228.39,0.00,355.12,2024-01-25
14093,164,2024-01,4821.45,0.00,530.36,2024-01-25
14094,165,2024-01,2835.15,0.00,311.87,2024-01-25
14095,166,2024-01,2304.93,0.00,253.54,2024-01-25
14096,167,2024-01,2553.40,0.00,280.87,2024-01-25
14097,168,2024-01,2681.49,0.00,294.96,2024-01-25
14098,169,2024-01,2435.43,0.00,267.90,2024-01-25
14099,170,2024-01,2750.70,0.00,302.58,2024-01-25
14100,172,2024-01,4688.56,0.00,515.74,2024-01-25
14101,173,2024-01,2451.30,0.00,269.64,2024-01-25
14102,174,2024-01,2681.00,0.00,294.91,2024-01-25
14103,175,2024-01,2261.99,0.00,248.82,2024-01-25
14104,176,2024-01,2659.17,0.00,292.51,2024-01-25
14105,177,2024-01,7591.13,0.00,835.02,2024-01-25
14106,179,2024-01,2453.06,0.00,269.84,2024-01-25
14107,180,2024-01,3011.89,0.00,331.31,2024-01-25
14108,181,2024-01,4727.44,0.00,520.02,2024-01-25
14109,182,2024-01,3278.06,0.00,360.59,2024-01-25
14110,184,2024-01,2866.85,0.00,315.35,2024-01-25
14111,185,2024-01,2704.85,0.00,297.53,2024-01-25
14112,187,2024-01,2688.53,0.00,295.74,2024-01-25
14113,188,2024-01,4516.02,0.00,496.76,2024-01-25
14114,189,2024-01,2224.83,0.00,244.73,2024-01-25
14115,190,2024-01,2246.40,0.00,247.10,2024-01-25
14116,191,2024-01,6954.30,0.00,764.97,2024-01-25
14117,192,2024-01,2370.39,0.00,260.74,2024-01-25
14118,193,2024-01,2249.15,0.00,247.41,2024-01-25
14119,194,2024-01,2247.17,0.00,247.19,2024-01-25
14120,195,2024-01,3097.36,0.00,340.71,2024-01-25
14121,196,2024-01,4326.15,0.00,475.88,2024-01-25
14122,197,2024-01,2307.93,0.00,253.87,2024-01-25
14123,198,2024-01,2975.94,0.00,327.35,2024-01-25
14124,199,2024-01,2217.87,0.00,243.97,2024-01-25
14125,200,2024-01,2612.77,0.00,287.40,2024-01-25
14126,201,2024-01,2545.20,0.00,279.97,2024-01-25
14127,202,2024-01,2525.27,0.00,277.78,2024-01-25
14128,203,2024-01,2417.49,0.00,265.92,2024-01-25
14129,204,2024-01,2236.03,0.00,245.96,2024-01-25
14130,205,2024-01,2727.96,0.00,300.08,2024-01-25
14131,206,2024-01,2300.71,0.00,253.08,2024-01-25
14132,207,2024-01,2347.44,0.00,258.22,2024-01-25
14133,208,2024-01,2961.44,0.00,325.76,2024-01-25
14134,209,2024-01,2564.76,0.00,282.12,2024-01-25
14135,210,2024-01,2646.52,0.00,291.12,2024-01-25
14136,211,2024-01,2657.31,0.00,292.30,2024-01-25
