order_ID,cus_ID,br_ID,st_ID,order_date,order_status
202216,16050,1,1,2024-01-01,Completed
202217,18560,1,20,2024-01-01,Completed
202218,11876,1,1,2024-01-01,Completed
202219,16856,1,206,2024-01-01,Completed
202220,6315,1,10,2024-01-01,Completed
202221,873,1,6,2024-01-01,Completed
202222,18488,1,205,2024-01-01,Completed
202223,4069,1,22,2024-01-01,Completed
202224,8807,1,17,2024-01-01,Completed
202225,12967,1,6,2024-01-01,Completed
202226,11419,1,205,2024-01-01,Completed
202227,15108,1,10,2024-01-01,Completed
202228,2920,2,41,2024-01-01,Completed
202229,18025,2,36,2024-01-01,Completed
202230,16283,2,48,2024-01-01,Completed
202231,12806,2,29,2024-01-01,Completed
202232,12535,2,35,2024-01-01,Completed
202233,2141,2,24,2024-01-01,Completed
202234,11886,3,216,2024-01-01,Completed
202235,14771,3,216,2024-01-01,Completed
202236,13606,3,218,2024-01-01,Completed
202237,20592,3,215,2024-01-01,Completed
202238,12622,3,52,2024-01-01,Cancelled
202239,19311,3,49,2024-01-01,Completed
202240,12850,3,66,2024-01-01,Cancelled
202241,2781,3,59,2024-01-01,Completed
202242,14911,3,64,2024-01-01,Completed
202243,3108,4,81,2024-01-01,Completed
202244,4383,4,68,2024-01-01,Completed
202245,16675,4,80,2024-01-01,Completed
202246,4383,4,71,2024-01-01,Completed
202247,2872,4,80,2024-01-01,Completed
202248,8139,4,80,2024-01-01,Completed
202249,14539,4,82,2024-01-01,Completed
202250,11488,4,71,2024-01-01,Completed
202251,14749,4,81,2024-01-01,Completed
202252,20852,5,84,2024-01-01,Completed
202253,7090,5,89,2024-01-01,Completed
202254,19297,5,89,2024-01-01,Completed
202255,7795,5,89,2024-01-01,Completed
202256,15836,5,96,2024-01-01,Completed
202257,5296,5,96,2024-01-01,Completed
202258,20803,5,223,2024-01-01,Completed
202259,8536,5,89,2024-01-01,Completed
202260,18124,5,223,2024-01-01,Completed
202261,9602,5,84,2024-01-01,Completed
202262,19609,5,86,2024-01-01,Completed
202263,21068,6,108,2024-01-01,Completed
202264,4585,6,97,2024-01-01,Completed
202265,2185,6,97,2024-01-01,Completed
202266,2464,6,110,2024-01-01,Completed
202267,7906,6,100,2024-01-01,Completed
202268,5719,6,100,2024-01-01,Completed
202269,1243,6,97,2024-01-01,Completed
202270,6933,6,108,2024-01-01,Completed
202271,7255,6,97,2024-01-01,Completed
202272,18005,6,100,2024-01-01,Completed
202273,10795,7,122,2024-01-01,Completed
202274,10298,7,119,2024-01-01,Completed
202275,18356,7,115,2024-01-01,Completed
202276,15748,8,148,2024-01-01,Completed
202277,14575,8,148,2024-01-01,Completed
202278,16025,8,139,2024-01-01,Completed
202279,12237,8,132,2024-01-01,Completed
202280,5301,8,227,2024-01-01,Completed
202281,13626,8,145,2024-01-01,Completed
202282,9990,8,140,2024-01-01,Completed
202283,3893,9,149,2024-01-01,Completed
202284,9625,9,149,2024-01-01,Completed
202285,9351,9,149,2024-01-01,Completed
202286,21381,9,151,2024-01-01,Completed
202287,21026,10,173,2024-01-01,Completed
202288,12657,10,166,2024-01-01,Completed
202289,7035,10,176,2024-01-01,Completed
202290,8718,10,166,2024-01-01,Completed
202291,16574,11,177,2024-01-01,Completed
202292,4388,11,184,2024-01-01,Completed
202293,9506,11,184,2024-01-01,Completed
202294,2660,11,185,2024-01-01,Completed
202295,1622,11,185,2024-01-01,Completed
202296,14627,11,179,2024-01-01,Completed
202297,8911,11,184,2024-01-01,Completed
202298,14210,12,194,2024-01-01,Completed
202299,12010,12,191,2024-01-01,Completed
202300,13664,12,192,2024-01-01,Completed
202301,20080,13,248,2024-01-01,Completed
202302,20695,13,249,2024-01-01,Completed
202303,630,1,206,2024-01-02,Completed
202304,20795,1,17,2024-01-02,Completed
202305,17767,1,17,2024-01-02,Completed
202306,1954,1,8,2024-01-02,Completed
202307,18952,1,203,2024-01-02,Completed
202308,7644,1,1,2024-01-02,Completed
202309,16654,1,204,2024-01-02,Completed
202310,20807,1,205,2024-01-02,Completed
202311,15631,1,205,2024-01-02,Completed
202312,7775,1,17,2024-01-02,Completed
202313,16639,1,1,2024-01-02,Completed
202314,4508,1,204,2024-01-02,Completed
202315,18639,1,3,2024-01-02,Completed
202316,12611,1,17,2024-01-02,Completed
202317,18781,2,24,2024-01-02,Completed
202318,13381,2,48,2024-01-02,Completed
202319,1193,2,24,2024-01-02,Completed
202320,11114,2,41,2024-01-02,Completed
202321,19309,2,41,2024-01-02,Completed
202322,938,2,24,2024-01-02,Completed
202323,15693,2,35,2024-01-02,Completed
202324,2696,2,45,2024-01-02,Completed
202325,11366,2,35,2024-01-02,Completed
202326,5794,2,46,2024-01-02,Completed
202327,2505,2,45,2024-01-02,Completed
202328,1301,2,24,2024-01-02,Completed
202329,11447,2,48,2024-01-02,Completed
202330,19619,2,24,2024-01-02,Completed
202331,11584,2,45,2024-01-02,Completed
202332,203,2,36,2024-01-02,Completed
202333,20974,3,59,2024-01-02,Completed
202334,16153,3,215,2024-01-02,Completed
202335,7603,3,52,2024-01-02,Completed
202336,6629,3,215,2024-01-02,Completed
202337,17812,3,52,2024-01-02,Completed
202338,4318,3,64,2024-01-02,Completed
202339,16796,3,66,2024-01-02,Completed
202340,18642,3,64,2024-01-02,Completed
202341,18752,4,82,2024-01-02,Completed
202342,21580,4,80,2024-01-02,Completed
202343,14749,4,80,2024-01-02,Completed
202344,13472,4,71,2024-01-02,Completed
202345,16546,4,68,2024-01-02,Completed
202346,18436,4,80,2024-01-02,Completed
