res_det_ID,res_ID,st_ID,serv_ID,start_time,end_time,serv_discount,serv_tax
104594,79056,5,3,2024-01-01 17:45:00,2024-01-01 19:00:00,7.70,6.14
104595,79057,15,7,2024-01-01 14:15:00,2024-01-01 15:45:00,22.40,15.46
104596,79058,16,1,2024-01-01 12:45:00,2024-01-01 13:45:00,3.75,4.27
104597,79058,16,18,2024-01-01 13:45:00,2024-01-01 14:05:00,2.25,2.56
104598,79059,4,17,2024-01-01 16:45:00,2024-01-01 18:15:00,0.00,22.80
104599,79060,39,11,2024-01-01 10:15:00,2024-01-01 11:30:00,14.40,9.94
104600,79060,39,16,2024-01-01 11:30:00,2024-01-01 12:00:00,3.20,2.21
104601,79061,209,7,2024-01-01 10:30:00,2024-01-01 12:00:00,14.00,15.96
104602,79062,44,2,2024-01-01 13:15:00,2024-01-01 14:00:00,3.00,3.42
104603,79063,213,10,2024-01-01 16:30:00,2024-01-01 17:30:00,18.00,7.92
104604,79063,213,14,2024-01-01 17:30:00,2024-01-01 17:45:00,4.20,1.85
104605,79064,51,10,2024-01-01 15:15:00,2024-01-01 16:15:00,10.50,8.37
104606,79065,57,2,2024-01-01 13:00:00,2024-01-01 13:45:00,3.00,3.42
104607,79066,57,4,2024-01-01 17:30:00,2024-01-01 18:30:00,2.85,5.53
104608,79066,57,15,2024-01-01 18:30:00,2024-01-01 19:00:00,1.65,3.20
104609,79067,50,4,2024-01-01 15:30:00,2024-01-01 16:30:00,6.65,5.30
104610,79067,50,15,2024-01-01 16:30:00,2024-01-01 17:00:00,3.85,3.07
104611,79068,55,13,2024-01-01 16:45:00,2024-01-01 18:00:00,0.00,9.60
104612,79068,55,14,2024-01-01 18:00:00,2024-01-01 18:15:00,0.00,2.10
104613,79069,75,10,2024-01-01 13:00:00,2024-01-01 14:00:00,12.00,8.28
104614,79069,75,15,2024-01-01 14:00:00,2024-01-01 14:30:00,4.40,3.04
104615,79070,70,3,2024-01-01 11:30:00,2024-01-01 12:45:00,5.50,6.27
104616,79071,77,11,2024-01-01 16:45:00,2024-01-01 18:00:00,0.00,10.80
104617,79071,77,15,2024-01-01 18:00:00,2024-01-01 18:30:00,0.00,3.30
104618,79072,75,9,2024-01-01 16:15:00,2024-01-01 17:30:00,7.50,14.55
104619,79073,90,2,2024-01-01 16:45:00,2024-01-01 17:30:00,7.20,3.17
104620,79073,90,15,2024-01-01 17:30:00,2024-01-01 18:00:00,6.60,2.90
104621,79074,88,10,2024-01-01 18:15:00,2024-01-01 19:15:00,18.00,7.92
104622,79075,104,2,2024-01-01 12:15:00,2024-01-01 13:00:00,4.80,3.31
104623,79075,104,14,2024-01-01 13:00:00,2024-01-01 13:15:00,2.80,1.93
104624,79076,111,11,2024-01-01 16:00:00,2024-01-01 17:15:00,0.00,10.80
104625,79077,103,5,2024-01-01 17:15:00,2024-01-01 18:30:00,6.60,12.80
104626,79077,103,15,2024-01-01 18:30:00,2024-01-01 19:00:00,1.65,3.20
104627,79078,99,1,2024-01-01 10:00:00,2024-01-01 11:00:00,6.00,4.14
104628,79078,99,18,2024-01-01 11:00:00,2024-01-01 11:20:00,3.60,2.48
104629,79079,99,11,2024-01-01 18:30:00,2024-01-01 19:45:00,5.40,10.48
104630,79080,125,11,2024-01-01 11:30:00,2024-01-01 12:45:00,21.60,9.50
104631,79081,147,5,2024-01-01 17:00:00,2024-01-01 18:15:00,0.00,13.20
104632,79082,135,4,2024-01-01 17:30:00,2024-01-01 18:30:00,2.85,5.53
104633,79082,135,14,2024-01-01 18:30:00,2024-01-01 18:45:00,1.05,2.04
104634,79083,159,4,2024-01-01 18:30:00,2024-01-01 19:30:00,0.00,5.70
104635,79084,160,1,2024-01-01 16:45:00,2024-01-01 17:45:00,0.00,4.50
104636,79084,160,14,2024-01-01 17:45:00,2024-01-01 18:00:00,0.00,2.10
104637,79085,187,1,2024-01-01 11:00:00,2024-01-01 12:00:00,9.00,3.96
104638,79086,190,12,2024-01-01 13:00:00,2024-01-01 14:00:00,10.40,7.18
104639,79087,232,17,2024-01-01 18:15:00,2024-01-01 19:45:00,0.00,22.80
104640,79088,232,2,2024-01-01 17:30:00,2024-01-01 18:15:00,0.00,3.60
104641,79089,189,17,2024-01-01 14:30:00,2024-01-01 16:00:00,19.00,21.66
104642,79089,189,15,2024-01-01 16:00:00,2024-01-01 16:30:00,2.75,3.13
104643,79090,198,1,2024-01-01 14:00:00,2024-01-01 15:00:00,9.00,3.96
104644,79090,198,16,2024-01-01 15:00:00,2024-01-01 15:30:00,4.80,2.11
104645,79091,196,13,2024-01-01 17:45:00,2024-01-01 19:00:00,0.00,9.60
104646,79092,236,7,2024-01-01 13:15:00,2024-01-01 14:45:00,33.60,14.78
104647,79093,247,3,2024-01-01 17:30:00,2024-01-01 18:45:00,0.00,6.60
104648,79094,237,1,2024-01-01 16:00:00,2024-01-01 17:00:00,2.25,4.37
104649,79095,13,12,2024-01-02 18:15:00,2024-01-02 19:15:00,3.90,7.57
104650,79096,18,9,2024-01-02 15:45:00,2024-01-02 17:00:00,0.00,15.00
104651,79097,19,10,2024-01-02 16:00:00,2024-01-02 17:00:00,4.50,8.73
104652,79098,16,2,2024-01-02 12:15:00,2024-01-02 13:00:00,4.80,3.31
104653,79099,28,9,2024-01-02 15:15:00,2024-01-02 16:30:00,7.50,14.55
104654,79099,28,14,2024-01-02 16:30:00,2024-01-02 16:45:00,1.05,2.04
104655,79100,32,6,2024-01-02 16:30:00,2024-01-02 17:45:00,11.55,9.21
104656,79101,25,12,2024-01-02 15:30:00,2024-01-02 16:30:00,15.60,6.86
104657,79102,56,7,2024-01-02 14:15:00,2024-01-02 15:45:00,22.40,15.46
104658,79103,51,17,2024-01-02 18:30:00,2024-01-02 20:00:00,0.00,22.80
104659,79104,217,2,2024-01-02 17:45:00,2024-01-02 18:30:00,0.00,3.60
104660,79105,62,12,2024-01-02 15:45:00,2024-01-02 16:45:00,15.60,6.86
104661,79106,70,3,2024-01-02 15:00:00,2024-01-02 16:15:00,7.70,6.14
104662,79107,221,2,2024-01-02 12:15:00,2024-01-02 13:00:00,3.00,3.42
104663,79108,72,13,2024-01-02 18:00:00,2024-01-02 19:15:00,0.00,9.60
104664,79108,72,18,2024-01-02 19:15:00,2024-01-02 19:35:00,0.00,2.70
104665,79109,75,5,2024-01-02 12:00:00,2024-01-02 13:15:00,11.00,12.54
104666,79109,75,18,2024-01-02 13:15:00,2024-01-02 13:35:00,2.25,2.56
104667,79110,78,2,2024-01-02 17:00:00,2024-01-02 17:45:00,0.00,3.60
104668,79110,78,18,2024-01-02 17:45:00,2024-01-02 18:05:00,0.00,2.70
104669,79111,75,9,2024-01-02 15:00:00,2024-01-02 16:15:00,0.00,15.00
104670,79112,220,7,2024-01-02 18:30:00,2024-01-02 20:00:00,0.00,16.80
104671,79113,87,2,2024-01-02 18:30:00,2024-01-02 19:15:00,1.80,3.49
104672,79114,93,9,2024-01-02 15:15:00,2024-01-02 16:30:00,17.50,13.95
104673,79115,113,10,2024-01-02 16:30:00,2024-01-02 17:30:00,4.50,8.73
104674,79115,113,14,2024-01-02 17:30:00,2024-01-02 17:45:00,1.05,2.04
104675,79116,112,5,2024-01-02 15:15:00,2024-01-02 16:30:00,0.00,13.20
104676,79116,112,16,2024-01-02 16:30:00,2024-01-02 17:00:00,0.00,2.40
104677,79117,106,11,2024-01-02 14:00:00,2024-01-02 15:15:00,30.60,8.96
104678,79117,106,14,2024-01-02 15:15:00,2024-01-02 15:30:00,5.95,1.74
104679,79118,121,1,2024-01-02 16:00:00,2024-01-02 17:00:00,0.00,4.50
104680,79119,121,11,2024-01-02 17:30:00,2024-01-02 18:45:00,0.00,10.80
104681,79120,117,2,2024-01-02 19:15:00,2024-01-02 20:00:00,4.20,3.35
104682,79121,120,17,2024-01-02 17:15:00,2024-01-02 18:45:00,11.40,22.12
104683,79121,120,15,2024-01-02 18:45:00,2024-01-02 19:15:00,1.65,3.20
104684,79122,125,8,2024-01-02 13:00:00,2024-01-02 14:30:00,25.60,17.66
104685,79122,125,16,2024-01-02 14:30:00,2024-01-02 15:00:00,3.20,2.21
104686,79123,130,6,2024-01-02 15:45:00,2024-01-02 17:00:00,19.80,8.71
104687,79123,130,14,2024-01-02 17:00:00,2024-01-02 17:15:00,4.20,1.85
104688,79124,135,2,2024-01-02 14:00:00,2024-01-02 14:45:00,4.80,3.31
104689,79125,165,1,2024-01-02 16:45:00,2024-01-02 17:45:00,2.25,4.37
104690,79126,163,10,2024-01-02 11:00:00,2024-01-02 12:00:00,12.00,8.28
104691,79127,167,5,2024-01-02 17:15:00,2024-01-02 18:30:00,15.40,12.28
104692,79127,167,15,2024-01-02 18:30:00,2024-01-02 19:00:00,3.85,3.07
104693,79128,169,17,2024-01-02 13:30:00,2024-01-02 15:00:00,30.40,20.98
104694,79129,168,2,2024-01-02 13:15:00,2024-01-02 14:00:00,3.00,3.42
104695,79130,172,3,2024-01-02 15:30:00,2024-01-02 16:45:00,13.20,5.81
104696,79131,170,11,2024-01-02 11:00:00,2024-01-02 12:15:00,9.00,10.26
104697,79132,232,6,2024-01-02 15:30:00,2024-01-02 16:45:00,4.95,9.60
104698,79133,189,13,2024-01-02 10:00:00,2024-01-02 11:15:00,12.80,8.83
104699,79133,189,14,2024-01-02 11:15:00,2024-01-02 11:30:00,2.80,1.93
104700,79134,196,11,2024-01-02 13:30:00,2024-01-02 14:45:00,9.00,10.26
104701,79135,195,1,2024-01-02 10:30:00,2024-01-02 11:30:00,9.00,3.96
104702,79136,199,6,2024-01-02 18:15:00,2024-01-02 19:30:00,0.00,9.90
104703,79136,199,15,2024-01-02 19:30:00,2024-01-02 20:00:00,0.00,3.30
