res_ID,cus_ID,br_ID,booking_date,reservation_date,res_status
98256,25185,1,2024-12-29,2025-01-01,Completed
98257,1103,1,2024-12-25,2025-01-01,Completed
98258,21431,1,2025-01-01,2025-01-01,Completed
98259,26515,2,2025-01-01,2025-01-01,Completed
98260,17780,2,2024-12-29,2025-01-01,Completed
98261,22475,2,2025-01-01,2025-01-01,Completed
98262,28327,2,2025-01-01,2025-01-01,Completed
98263,30585,2,2024-12-30,2025-01-01,Completed
98264,22477,3,2024-12-30,2025-01-01,Completed
98265,31375,3,2024-12-30,2025-01-01,Completed
98266,28376,3,2024-12-27,2025-01-01,Cancelled
98267,15306,3,2025-01-01,2025-01-01,Completed
98268,32246,4,2025-01-01,2025-01-01,Completed
98269,31607,4,2024-12-31,2025-01-01,Completed
98270,17732,5,2024-12-25,2025-01-01,Completed
98271,27159,5,2024-12-22,2025-01-01,Completed
98272,13803,6,2024-12-22,2025-01-01,Completed
98273,25473,7,2024-12-25,2025-01-01,Completed
98274,27140,7,2024-12-25,2025-01-01,Completed
98275,7025,7,2024-12-25,2025-01-01,Completed
98276,27196,8,2024-12-31,2025-01-01,Completed
98277,23306,8,2025-01-01,2025-01-01,Completed
98278,20401,9,2024-12-27,2025-01-01,Completed
98279,469,10,2024-12-29,2025-01-01,Completed
98280,19922,10,2024-12-27,2025-01-01,Completed
98281,25213,10,2024-12-31,2025-01-01,Completed
98282,15343,10,2024-12-30,2025-01-01,Completed
98283,16622,11,2024-12-31,2025-01-01,Completed
98284,28754,14,2025-01-01,2025-01-01,Completed
98285,30828,14,2024-12-25,2025-01-01,Completed
98286,27256,15,2024-12-27,2025-01-01,Completed
98287,32214,15,2025-01-01,2025-01-01,Completed
98288,32048,16,2024-12-25,2025-01-01,Completed
98289,30555,16,2025-01-01,2025-01-01,Completed
98290,29314,16,2025-01-01,2025-01-01,Completed
98291,26513,17,2024-12-29,2025-01-01,Completed
98292,32333,17,2024-12-30,2025-01-01,Completed
98293,31951,17,2024-12-30,2025-01-01,Completed
98294,3345,1,2025-01-02,2025-01-02,Completed
98295,15647,1,2024-12-30,2025-01-02,Completed
98296,21802,1,2024-12-31,2025-01-02,Completed
98297,31797,1,2025-01-01,2025-01-02,Completed
98298,22029,1,2024-12-28,2025-01-02,Completed
98299,26976,1,2024-12-26,2025-01-02,Cancelled
98300,28322,1,2024-12-28,2025-01-02,Completed
98301,13232,1,2024-12-19,2025-01-02,Cancelled
98302,16821,2,2025-01-02,2025-01-02,Completed
98303,30272,2,2024-12-31,2025-01-02,Completed
98304,29653,2,2024-12-26,2025-01-02,Completed
98305,28606,3,2025-01-02,2025-01-02,Completed
98306,21128,3,2024-12-26,2025-01-02,Completed
98307,31496,3,2024-12-30,2025-01-02,Completed
98308,21562,4,2024-12-26,2025-01-02,Completed
98309,3655,4,2024-12-23,2025-01-02,Completed
98310,8637,4,2024-12-26,2025-01-02,Completed
98311,27155,4,2025-01-01,2025-01-02,Completed
98312,14936,5,2025-01-02,2025-01-02,Completed
98313,15363,5,2024-12-26,2025-01-02,Completed
98314,27749,6,2025-01-02,2025-01-02,Completed
98315,29200,6,2024-12-31,2025-01-02,Completed
98316,23094,6,2025-01-01,2025-01-02,No-Show
98317,5782,7,2024-12-31,2025-01-02,Completed
98318,14691,7,2024-12-26,2025-01-02,Completed
98319,10390,7,2025-01-02,2025-01-02,Confirmed
98320,15239,7,2024-12-30,2025-01-02,Completed
98321,20534,7,2024-12-30,2025-01-02,Completed
98322,13366,8,2025-01-01,2025-01-02,Completed
98323,2513,8,2024-12-30,2025-01-02,Completed
98324,20327,8,2025-01-02,2025-01-02,Completed
98325,26340,8,2025-01-01,2025-01-02,Completed
98326,30888,9,2024-12-28,2025-01-02,Completed
98327,31941,9,2024-12-31,2025-01-02,Completed
98328,31948,10,2025-01-02,2025-01-02,Completed
98329,7524,11,2025-01-02,2025-01-02,Completed
98330,10027,11,2024-12-19,2025-01-02,Completed
98331,26688,11,2025-01-02,2025-01-02,Completed
98332,26364,12,2025-01-01,2025-01-02,Completed
98333,20652,13,2024-12-28,2025-01-02,Completed
98334,30963,13,2025-01-02,2025-01-02,Completed
98335,17463,13,2025-01-02,2025-01-02,No-Show
98336,9673,13,2025-01-02,2025-01-02,Completed
98337,32122,14,2024-12-26,2025-01-02,Completed
98338,29208,14,2024-12-31,2025-01-02,Completed
98339,27290,15,2024-12-30,2025-01-02,Completed
98340,29224,15,2024-12-30,2025-01-02,Completed
98341,26474,15,2024-12-31,2025-01-02,Completed
98342,31317,16,2024-12-31,2025-01-02,Completed
98343,29835,16,2025-01-02,2025-01-02,Completed
98344,31340,17,2025-01-02,2025-01-02,Completed
98345,28135,17,2025-01-02,2025-01-02,Completed
98346,28639,17,2024-12-28,2025-01-02,Completed
98347,4480,1,2024-12-31,2025-01-03,Completed
98348,9571,1,2024-12-29,2025-01-03,Completed
98349,6659,1,2024-12-27,2025-01-03,Cancelled
98350,12174,1,2024-12-27,2025-01-03,Completed
98351,55,1,2024-12-27,2025-01-03,Completed
98352,26613,1,2025-01-03,2025-01-03,Completed
98353,27872,1,2025-01-02,2025-01-03,Completed
98354,15621,1,2024-12-24,2025-01-03,Completed
98355,22572,2,2025-01-02,2025-01-03,Completed
98356,6727,2,2024-12-20,2025-01-03,Completed
98357,19648,2,2024-12-29,2025-01-03,Completed
98358,3094,2,2024-12-27,2025-01-03,Completed
98359,18741,2,2025-01-02,2025-01-03,Completed
98360,3930,2,2025-01-02,2025-01-03,Completed
98361,17837,3,2025-01-03,2025-01-03,Cancelled
98362,2285,3,2025-01-03,2025-01-03,Completed
98363,25500,3,2024-12-27,2025-01-03,Completed
98364,12684,3,2025-01-03,2025-01-03,Completed
98365,20567,4,2025-01-01,2025-01-03,Completed
98366,19858,4,2025-01-01,2025-01-03,Completed
98367,27488,4,2025-01-03,2025-01-03,Completed
98368,18839,4,2025-01-03,2025-01-03,Completed
98369,24687,6,2025-01-01,2025-01-03,Completed
98370,4917,6,2025-01-01,2025-01-03,Completed
98371,24152,6,2024-12-29,2025-01-03,Completed
98372,3088,6,2025-01-03,2025-01-03,Completed
98373,20014,7,2025-01-02,2025-01-03,Completed
98374,16799,7,2025-01-02,2025-01-03,Completed
98375,23930,7,2024-12-29,2025-01-03,Completed
98376,17796,8,2025-01-03,2025-01-03,Completed
98377,4534,8,2025-01-02,2025-01-03,Completed
98378,1745,8,2024-12-24,2025-01-03,Completed
98379,1406,8,2024-12-24,2025-01-03,Completed
98380,22695,8,2025-01-03,2025-01-03,Completed
98381,24655,9,2024-12-31,2025-01-03,Completed
98382,29437,9,2024-12-24,2025-01-03,No-Show
98383,31287,9,2024-12-29,2025-01-03,Completed
98384,19863,10,2024-12-27,2025-01-03,Completed
98385,16567,10,2025-01-03,2025-01-03,Completed
98386,18135,10,2024-12-31,2025-01-03,Confirmed
98387,1925,10,2025-01-01,2025-01-03,Cancelled
98388,18989,10,2024-12-27,2025-01-03,Completed
98389,30398,11,2024-12-20,2025-01-03,Completed
98390,9999,11,2024-12-29,2025-01-03,Completed
98391,30657,11,2025-01-02,2025-01-03,Completed
98392,16573,12,2025-01-01,2025-01-03,Completed
98393,3357,12,2025-01-02,2025-01-03,Completed
98394,17584,12,2025-01-03,2025-01-03,Completed
98395,6274,13,2025-01-03,2025-01-03,Completed
98396,27222,13,2024-12-27,2025-01-03,Completed
98397,9896,13,2025-01-03,2025-01-03,Completed
98398,23309,13,2024-12-27,2025-01-03,Completed
98399,27487,14,2024-12-20,2025-01-03,Completed
98400,25755,14,2025-01-03,2025-01-03,Completed
98401,31748,14,2025-01-02,2025-01-03,Completed
98402,26058,15,2025-01-03,2025-01-03,Cancelled
98403,27788,15,2025-01-02,2025-01-03,Completed
98404,25965,15,2025-01-03,2025-01-03,Completed
98405,31526,15,2025-01-01,2025-01-03,Completed
98406,26397,16,2024-12-29,2025-01-03,Completed
98407,28401,16,2024-12-20,2025-01-03,Completed
98408,30497,17,2025-01-01,2025-01-03,Completed
98409,14725,17,2025-01-01,2025-01-03,Completed
98410,28976,17,2024-12-31,2025-01-03,Completed
98411,30758,17,2025-01-03,2025-01-03,Completed
98412,1812,1,2024-12-21,2025-01-04,Completed
98413,7240,1,2024-12-21,2025-01-04,Completed
98414,27950,1,2024-12-28,2025-01-04,Completed
98415,17430,1,2025-01-04,2025-01-04,Cancelled
98416,395,1,2025-01-04,2025-01-04,Completed
