br_exp_ID,br_ID,br_utils_ID,billing_period,payment_amount,payment_date
3415,1,1,2022-01,20821.91,2022-01-28
3416,1,2,2022-01,2907.28,2022-01-28
3417,1,3,2022-01,376.56,2022-01-28
3418,1,4,2022-01,235.23,2022-01-28
3419,1,5,2022-01,2362.71,2022-01-28
3420,1,6,2022-01,439.80,2022-01-28
3421,2,1,2022-01,15982.23,2022-01-28
3422,2,2,2022-01,2199.44,2022-01-28
3423,2,3,2022-01,267.64,2022-01-28
3424,2,4,2022-01,235.23,2022-01-28
3425,2,5,2022-01,1430.92,2022-01-28
3426,2,6,2022-01,349.13,2022-01-28
3427,3,1,2022-01,13281.00,2022-01-28
3428,3,2,2022-01,1599.54,2022-01-28
3429,3,3,2022-01,254.02,2022-01-28
3430,3,4,2022-01,235.23,2022-01-28
3431,3,5,2022-01,1372.41,2022-01-28
3432,3,6,2022-01,296.74,2022-01-28
3433,4,1,2022-01,10804.88,2022-01-28
3434,4,2,2022-01,1436.75,2022-01-28
3435,4,3,2022-01,191.65,2022-01-28
3436,4,4,2022-01,235.23,2022-01-28
3437,4,5,2022-01,913.19,2022-01-28
3438,4,6,2022-01,244.86,2022-01-28
3439,5,1,2022-01,8328.77,2022-01-28
3440,5,2,2022-01,1001.15,2022-01-28
3441,5,3,2022-01,150.90,2022-01-28
3442,5,4,2022-01,235.23,2022-01-28
3443,5,5,2022-01,960.79,2022-01-28
3444,5,6,2022-01,186.19,2022-01-28
3445,6,1,2022-01,11029.99,2022-01-28
3446,6,2,2022-01,1365.28,2022-01-28
3447,6,3,2022-01,205.81,2022-01-28
3448,6,4,2022-01,235.23,2022-01-28
3449,6,5,2022-01,932.51,2022-01-28
3450,6,6,2022-01,245.94,2022-01-28
3451,7,1,2022-01,9454.27,2022-01-28
3452,7,2,2022-01,1309.44,2022-01-28
3453,7,3,2022-01,183.25,2022-01-28
3454,7,4,2022-01,235.23,2022-01-28
3455,7,5,2022-01,1087.69,2022-01-28
3456,7,6,2022-01,214.29,2022-01-28
3457,8,1,2022-01,10354.68,2022-01-28
3458,8,2,2022-01,1372.14,2022-01-28
3459,8,3,2022-01,173.39,2022-01-28
3460,8,4,2022-01,235.23,2022-01-28
3461,8,5,2022-01,695.20,2022-01-28
3462,8,6,2022-01,235.98,2022-01-28
3463,9,1,2022-01,8103.66,2022-01-28
3464,9,2,2022-01,1037.65,2022-01-28
3465,9,3,2022-01,148.72,2022-01-28
3466,9,4,2022-01,235.23,2022-01-28
3467,9,5,2022-01,611.90,2022-01-28
3468,9,6,2022-01,178.49,2022-01-28
3469,10,1,2022-01,10017.03,2022-01-28
3470,10,2,2022-01,1211.00,2022-01-28
3471,10,3,2022-01,173.34,2022-01-28
3472,10,4,2022-01,235.23,2022-01-28
3473,10,5,2022-01,827.51,2022-01-28
3474,10,6,2022-01,231.92,2022-01-28
3475,11,1,2022-01,9679.38,2022-01-28
3476,11,2,2022-01,1271.16,2022-01-28
3477,11,3,2022-01,161.99,2022-01-28
3478,11,4,2022-01,235.23,2022-01-28
3479,11,5,2022-01,650.45,2022-01-28
3480,11,6,2022-01,215.33,2022-01-28
3481,12,1,2022-01,7766.01,2022-01-28
3482,12,2,2022-01,972.24,2022-01-28
3483,12,3,2022-01,144.17,2022-01-28
3484,12,4,2022-01,235.23,2022-01-28
3485,12,5,2022-01,743.68,2022-01-28
3486,12,6,2022-01,172.38,2022-01-28
3487,1,1,2022-02,20821.91,2022-02-28
3488,1,2,2022-02,2815.97,2022-02-28
3489,1,3,2022-02,377.99,2022-02-28
3490,1,4,2022-02,235.23,2022-02-28
3491,1,5,2022-02,2304.42,2022-02-28
3492,1,6,2022-02,483.76,2022-02-28
3493,2,1,2022-02,15982.23,2022-02-28
3494,2,2,2022-02,2178.03,2022-02-28
3495,2,3,2022-02,279.17,2022-02-28
3496,2,4,2022-02,235.23,2022-02-28
3497,2,5,2022-02,1713.38,2022-02-28
3498,2,6,2022-02,341.51,2022-02-28
3499,3,1,2022-02,13281.00,2022-02-28
3500,3,2,2022-02,1748.20,2022-02-28
3501,3,3,2022-02,251.18,2022-02-28
3502,3,4,2022-02,235.23,2022-02-28
3503,3,5,2022-02,1502.19,2022-02-28
3504,3,6,2022-02,305.01,2022-02-28
3505,4,1,2022-02,10804.88,2022-02-28
3506,4,2,2022-02,1506.09,2022-02-28
3507,4,3,2022-02,210.41,2022-02-28
3508,4,4,2022-02,235.23,2022-02-28
3509,4,5,2022-02,750.85,2022-02-28
3510,4,6,2022-02,246.07,2022-02-28
3511,5,1,2022-02,8328.77,2022-02-28
3512,5,2,2022-02,1127.17,2022-02-28
3513,5,3,2022-02,162.97,2022-02-28
3514,5,4,2022-02,235.23,2022-02-28
3515,5,5,2022-02,689.20,2022-02-28
3516,5,6,2022-02,187.59,2022-02-28
3517,6,1,2022-02,11029.99,2022-02-28
3518,6,2,2022-02,1442.29,2022-02-28
3519,6,3,2022-02,182.53,2022-02-28
3520,6,4,2022-02,235.23,2022-02-28
3521,6,5,2022-02,926.57,2022-02-28
3522,6,6,2022-02,254.98,2022-02-28
3523,7,1,2022-02,9454.27,2022-02-28
