sal_pay_ID,st_ID,pay_period,base_amount,bonus_amount,deduction_amount,payment_date
8946,1,2022-01,6770.04,0.00,609.30,2022-01-25
8947,3,2022-01,2455.52,0.00,221.00,2022-01-25
8948,4,2022-01,2143.53,0.00,192.92,2022-01-25
8949,5,2022-01,3079.57,0.00,277.16,2022-01-25
8950,6,2022-01,2477.26,0.00,222.95,2022-01-25
8951,8,2022-01,2204.67,0.00,198.42,2022-01-25
8952,10,2022-01,2398.77,0.00,215.89,2022-01-25
8953,11,2022-01,4181.58,0.00,376.34,2022-01-25
8954,12,2022-01,3007.70,0.00,270.69,2022-01-25
8955,13,2022-01,4480.31,0.00,403.23,2022-01-25
8956,14,2022-01,4224.77,0.00,380.23,2022-01-25
8957,15,2022-01,2581.37,0.00,232.32,2022-01-25
8958,16,2022-01,3025.17,0.00,272.27,2022-01-25
8959,17,2022-01,2182.66,0.00,196.44,2022-01-25
8960,18,2022-01,2505.51,0.00,225.50,2022-01-25
8961,19,2022-01,2511.37,0.00,226.02,2022-01-25
8962,20,2022-01,2285.58,0.00,205.70,2022-01-25
8963,22,2022-01,2417.31,0.00,217.56,2022-01-25
8964,24,2022-01,6774.90,0.00,609.74,2022-01-25
8965,25,2022-01,4494.70,0.00,404.52,2022-01-25
8966,26,2022-01,2747.31,0.00,247.26,2022-01-25
8967,28,2022-01,4471.39,0.00,402.43,2022-01-25
8968,29,2022-01,2241.57,0.00,201.74,2022-01-25
8969,30,2022-01,2862.64,0.00,257.64,2022-01-25
8970,31,2022-01,2277.23,0.00,204.95,2022-01-25
8971,32,2022-01,2407.74,0.00,216.70,2022-01-25
8972,33,2022-01,2844.45,0.00,256.00,2022-01-25
8973,35,2022-01,2641.94,0.00,237.77,2022-01-25
8974,36,2022-01,2598.14,0.00,233.83,2022-01-25
8975,37,2022-01,2919.69,0.00,262.77,2022-01-25
8976,38,2022-01,4457.29,0.00,401.16,2022-01-25
8977,39,2022-01,2515.70,0.00,226.41,2022-01-25
8978,41,2022-01,2624.03,0.00,236.16,2022-01-25
8979,43,2022-01,2455.18,0.00,220.97,2022-01-25
8980,44,2022-01,2614.59,0.00,235.31,2022-01-25
8981,45,2022-01,2127.61,0.00,191.48,2022-01-25
8982,46,2022-01,2512.76,0.00,226.15,2022-01-25
8983,48,2022-01,2388.09,0.00,214.93,2022-01-25
8984,49,2022-01,7170.03,0.00,645.30,2022-01-25
8985,50,2022-01,2763.16,0.00,248.68,2022-01-25
8986,51,2022-01,2231.59,0.00,200.84,2022-01-25
8987,52,2022-01,2502.43,0.00,225.22,2022-01-25
8988,53,2022-01,2627.86,0.00,236.51,2022-01-25
8989,55,2022-01,2213.49,0.00,199.21,2022-01-25
8990,56,2022-01,3983.05,0.00,358.47,2022-01-25
8991,57,2022-01,2312.08,0.00,208.09,2022-01-25
8992,59,2022-01,2582.10,0.00,232.39,2022-01-25
8993,60,2022-01,2833.79,0.00,255.04,2022-01-25
8994,61,2022-01,4116.20,0.00,370.46,2022-01-25
8995,62,2022-01,2944.93,0.00,265.04,2022-01-25
8996,63,2022-01,2264.23,0.00,203.78,2022-01-25
8997,64,2022-01,2330.89,0.00,209.78,2022-01-25
8998,66,2022-01,2187.07,0.00,196.84,2022-01-25
8999,68,2022-01,6595.99,0.00,593.64,2022-01-25
9000,69,2022-01,4049.10,0.00,364.42,2022-01-25
9001,70,2022-01,2371.13,0.00,213.40,2022-01-25
9002,71,2022-01,2457.48,0.00,221.17,2022-01-25
9003,72,2022-01,3958.32,0.00,356.25,2022-01-25
9004,73,2022-01,2819.75,0.00,253.78,2022-01-25
9005,75,2022-01,2145.07,0.00,193.06,2022-01-25
9006,77,2022-01,2858.97,0.00,257.31,2022-01-25
9007,78,2022-01,2598.29,0.00,233.85,2022-01-25
9008,80,2022-01,2301.15,0.00,207.10,2022-01-25
9009,81,2022-01,2513.03,0.00,226.17,2022-01-25
9010,82,2022-01,2578.80,0.00,232.09,2022-01-25
9011,83,2022-01,2468.76,0.00,222.19,2022-01-25
9012,84,2022-01,6398.89,0.00,575.90,2022-01-25
9013,86,2022-01,2484.14,0.00,223.57,2022-01-25
9014,87,2022-01,2547.92,0.00,229.31,2022-01-25
9015,88,2022-01,4218.91,0.00,379.70,2022-01-25
9016,89,2022-01,2322.83,0.00,209.05,2022-01-25
9017,90,2022-01,2179.16,0.00,196.12,2022-01-25
9018,91,2022-01,4585.07,0.00,412.66,2022-01-25
9019,92,2022-01,2102.67,0.00,189.24,2022-01-25
9020,93,2022-01,2536.98,0.00,228.33,2022-01-25
9021,94,2022-01,2842.23,0.00,255.80,2022-01-25
9022,95,2022-01,2353.84,0.00,211.85,2022-01-25
9023,96,2022-01,2283.14,0.00,205.48,2022-01-25
9024,97,2022-01,6543.41,0.00,588.91,2022-01-25
9025,98,2022-01,2364.38,0.00,212.79,2022-01-25
9026,99,2022-01,2928.81,0.00,263.59,2022-01-25
9027,100,2022-01,2478.85,0.00,223.10,2022-01-25
9028,101,2022-01,4247.41,0.00,382.27,2022-01-25
9029,103,2022-01,2663.43,0.00,239.71,2022-01-25
9030,104,2022-01,4191.19,0.00,377.21,2022-01-25
9031,105,2022-01,2272.79,0.00,204.55,2022-01-25
