purchase_ID,product_ID,br_ID,sup_ID,purchase_qty,purchase_date,purchase_unit_cost
17660,2,1,6,51,2022-01-03,19.64
17661,4,1,6,72,2022-01-03,21.87
17662,6,1,6,44,2022-01-03,12.77
17663,8,1,6,50,2022-01-03,18.62
17664,10,1,2,49,2022-01-03,23.62
17665,12,1,2,42,2022-01-03,46.21
17666,14,1,4,27,2022-01-03,34.22
17667,16,1,4,50,2022-01-03,58.31
17668,18,1,2,50,2022-01-03,33.16
17669,20,1,2,53,2022-01-03,22.92
17670,22,1,2,47,2022-01-03,26.02
17671,24,1,5,40,2022-01-03,32.73
17672,26,1,5,58,2022-01-03,30.61
17673,28,1,1,64,2022-01-03,22.79
17674,30,1,6,54,2022-01-03,33.34
17675,32,1,2,55,2022-01-03,34.58
17676,34,1,4,39,2022-01-03,41.23
17677,36,1,3,49,2022-01-03,29.36
17678,38,1,3,33,2022-01-03,26.34
17679,40,1,5,62,2022-01-03,32.63
17680,42,1,6,52,2022-01-03,12.81
17681,2,2,1,46,2022-01-03,18.07
17682,4,2,1,50,2022-01-03,19.71
17683,6,2,1,60,2022-01-03,12.95
17684,8,2,6,56,2022-01-03,19.12
17685,10,2,6,73,2022-01-03,20.26
17686,12,2,2,34,2022-01-03,45.41
17687,14,2,4,51,2022-01-03,34.52
17688,16,2,2,31,2022-01-03,62.69
17689,18,2,6,51,2022-01-03,33.18
17690,20,2,2,63,2022-01-03,22.41
17691,22,2,2,51,2022-01-03,27.97
17692,24,2,5,57,2022-01-03,32.59
17693,26,2,3,72,2022-01-03,29.65
17694,28,2,1,71,2022-01-03,23.42
17695,30,2,6,42,2022-01-03,37.83
17696,32,2,4,59,2022-01-03,35.27
17697,34,2,2,25,2022-01-03,42.15
17698,36,2,3,28,2022-01-03,31.00
17699,38,2,5,31,2022-01-03,30.78
17700,40,2,3,49,2022-01-03,32.56
17701,42,2,6,53,2022-01-03,12.71
17702,2,3,1,36,2022-01-03,19.56
17703,4,3,1,45,2022-01-03,21.98
17704,6,3,6,31,2022-01-03,13.26
17705,8,3,2,31,2022-01-03,19.44
17706,10,3,6,29,2022-01-03,21.44
17707,12,3,2,38,2022-01-03,41.33
17708,14,3,2,34,2022-01-03,31.36
17709,16,3,4,25,2022-01-03,64.77
17710,18,3,2,38,2022-01-03,32.58
17711,20,3,2,42,2022-01-03,21.72
17712,22,3,2,42,2022-01-03,29.28
17713,24,3,3,29,2022-01-03,30.34
17714,26,3,5,28,2022-01-03,28.80
17715,28,3,6,50,2022-01-03,21.36
17716,32,3,2,25,2022-01-03,31.59
17717,38,3,5,30,2022-01-03,30.07
17718,40,3,3,25,2022-01-03,35.40
17719,42,3,4,42,2022-01-03,12.14
17720,2,4,6,29,2022-01-03,18.58
17721,4,4,1,43,2022-01-03,19.42
17722,6,4,1,35,2022-01-03,14.60
17723,8,4,2,33,2022-01-03,19.47
17724,10,4,6,45,2022-01-03,23.03
17725,14,4,4,26,2022-01-03,35.37
17726,16,4,2,38,2022-01-03,55.48
17727,18,4,6,52,2022-01-03,35.44
17728,20,4,6,25,2022-01-03,24.07
17729,22,4,2,34,2022-01-03,27.77
17730,24,4,3,25,2022-01-03,29.55
17731,26,4,5,39,2022-01-03,30.61
17732,28,4,1,37,2022-01-03,21.96
17733,30,4,6,35,2022-01-03,36.74
17734,36,4,3,29,2022-01-03,34.23
17735,38,4,3,27,2022-01-03,30.77
17736,40,4,5,27,2022-01-03,32.94
17737,42,4,4,24,2022-01-03,12.74
17738,2,5,6,29,2022-01-03,19.70
17739,4,5,1,28,2022-01-03,21.54
17740,6,5,1,31,2022-01-03,12.84
17741,8,5,2,25,2022-01-03,17.61
17742,10,5,2,28,2022-01-03,23.97
17743,16,5,4,29,2022-01-03,63.14
17744,18,5,6,26,2022-01-03,34.45
17745,20,5,2,33,2022-01-03,26.30
17746,22,5,6,33,2022-01-03,26.84
17747,26,5,5,30,2022-01-03,29.49
17748,28,5,1,32,2022-01-03,22.45
17749,34,5,2,26,2022-01-03,46.18
17750,36,5,3,31,2022-01-03,30.20
17751,38,5,5,22,2022-01-03,27.92
17752,2,6,1,41,2022-01-03,17.80
17753,4,6,6,50,2022-01-03,19.33
17754,6,6,6,33,2022-01-03,14.21
17755,8,6,6,33,2022-01-03,19.75
17756,10,6,2,40,2022-01-03,21.70
17757,12,6,2,31,2022-01-03,40.32
17758,16,6,4,41,2022-01-03,55.38
17759,18,6,2,38,2022-01-03,32.50
17760,20,6,2,49,2022-01-03,21.73
17761,22,6,2,32,2022-01-03,24.94
17762,26,6,3,28,2022-01-03,28.46
17763,28,6,1,31,2022-01-03,24.45
17764,32,6,2,41,2022-01-03,34.40
17765,34,6,2,30,2022-01-03,42.14
17766,36,6,3,47,2022-01-03,30.98
17767,38,6,5,37,2022-01-03,27.73
17768,40,6,5,39,2022-01-03,32.59
17769,42,6,6,57,2022-01-03,12.95
17770,2,7,1,21,2022-01-03,20.58
17771,4,7,1,44,2022-01-03,22.02
17772,6,7,1,35,2022-01-03,13.68
17773,8,7,6,39,2022-01-03,20.42
17774,10,7,6,33,2022-01-03,23.62
17775,12,7,2,39,2022-01-03,43.83
17776,14,7,4,22,2022-01-03,35.08
17777,16,7,2,37,2022-01-03,63.12
17778,18,7,2,40,2022-01-03,32.19
17779,20,7,2,31,2022-01-03,25.14
17780,22,7,6,35,2022-01-03,28.73
17781,26,7,3,24,2022-01-03,27.77
17782,28,7,1,40,2022-01-03,21.36
17783,30,7,1,52,2022-01-03,35.21
17784,32,7,4,36,2022-01-03,36.44
17785,34,7,4,31,2022-01-03,42.47
17786,36,7,3,38,2022-01-03,29.92
17787,38,7,3,46,2022-01-03,26.37
17788,40,7,3,29,2022-01-03,36.65
17789,42,7,6,31,2022-01-03,13.66
17790,2,8,1,50,2022-01-03,20.21
17791,4,8,6,50,2022-01-03,21.81
17792,6,8,6,22,2022-01-03,14.59
17793,8,8,2,37,2022-01-03,19.87
17794,10,8,6,27,2022-01-03,22.65
17795,12,8,4,29,2022-01-03,43.24
17796,18,8,2,33,2022-01-03,33.18
17797,20,8,2,31,2022-01-03,24.09
17798,22,8,2,48,2022-01-03,27.61
17799,24,8,3,29,2022-01-03,30.17
17800,26,8,3,36,2022-01-03,31.28
17801,28,8,6,27,2022-01-03,22.56
17802,30,8,6,29,2022-01-03,35.37
17803,32,8,4,36,2022-01-03,37.15
17804,34,8,2,42,2022-01-03,41.05
17805,36,8,3,36,2022-01-03,32.24
17806,38,8,3,31,2022-01-03,31.60
17807,40,8,3,33,2022-01-03,32.65
17808,42,8,6,40,2022-01-03,11.55
17809,4,9,6,24,2022-01-03,19.21
17810,6,9,1,35,2022-01-03,13.25
17811,8,9,2,36,2022-01-03,19.87
17812,10,9,2,29,2022-01-03,22.39
17813,16,9,4,22,2022-01-03,55.36
17814,18,9,2,39,2022-01-03,34.75
17815,22,9,6,40,2022-01-03,30.24
17816,26,9,3,33,2022-01-03,28.77
17817,28,9,6,42,2022-01-03,24.48
17818,34,9,2,24,2022-01-03,44.50
17819,36,9,3,27,2022-01-03,32.52
17820,38,9,5,32,2022-01-03,26.22
17821,40,9,3,29,2022-01-03,34.81
17822,42,9,6,21,2022-01-03,13.30
17823,2,10,1,28,2022-01-03,18.48
17824,4,10,1,42,2022-01-03,20.04
17825,6,10,6,37,2022-01-03,12.50
17826,8,10,6,31,2022-01-03,17.93
17827,10,10,2,36,2022-01-03,20.82
17828,12,10,2,28,2022-01-03,40.92
17829,14,10,2,24,2022-01-03,34.77
17830,16,10,2,28,2022-01-03,60.13
17831,20,10,6,26,2022-01-03,24.78
17832,22,10,6,34,2022-01-03,29.13
17833,26,10,3,24,2022-01-03,30.67
17834,28,10,1,36,2022-01-03,22.95
17835,30,10,1,38,2022-01-03,34.07
17836,32,10,4,22,2022-01-03,33.34
17837,34,10,2,32,2022-01-03,45.51
17838,36,10,3,51,2022-01-03,33.01
17839,38,10,5,35,2022-01-03,28.40
17840,40,10,3,43,2022-01-03,38.67
17841,42,10,6,26,2022-01-03,12.81
17842,4,11,1,29,2022-01-03,20.37
17843,6,11,6,30,2022-01-03,14.34
17844,8,11,2,39,2022-01-03,19.71
17845,10,11,2,30,2022-01-03,23.03
17846,12,11,4,30,2022-01-03,46.45
17847,16,11,2,37,2022-01-03,65.86
17848,20,11,2,37,2022-01-03,23.45
17849,22,11,6,22,2022-01-03,28.05
17850,24,11,3,32,2022-01-03,32.78
17851,26,11,3,20,2022-01-03,26.83
17852,28,11,1,36,2022-01-03,22.15
