res_ID,cus_ID,br_ID,booking_date,reservation_date,res_status
43103,12967,1,2021-12-29,2022-01-01,Completed
43104,6272,1,2021-12-27,2022-01-01,Completed
43105,6990,1,2021-12-29,2022-01-01,Completed
43106,3679,1,2021-12-29,2022-01-01,Completed
43107,19,1,2021-12-31,2022-01-01,Completed
43108,6642,2,2022-01-01,2022-01-01,Completed
43109,4680,2,2022-01-01,2022-01-01,Completed
43110,7928,2,2021-12-27,2022-01-01,Completed
43111,7488,3,2021-12-27,2022-01-01,Completed
43112,9296,3,2022-01-01,2022-01-01,Completed
43113,9398,3,2021-12-27,2022-01-01,Completed
43114,12602,3,2022-01-01,2022-01-01,Cancelled
43115,3012,3,2021-12-29,2022-01-01,Completed
43116,6752,3,2021-12-22,2022-01-01,Completed
43117,7604,3,2021-12-31,2022-01-01,Cancelled
43118,13828,3,2021-12-30,2022-01-01,Completed
43119,12259,4,2021-12-27,2022-01-01,Completed
43120,3270,4,2021-12-27,2022-01-01,Completed
43121,8843,5,2021-12-27,2022-01-01,Completed
43122,7905,5,2021-12-31,2022-01-01,Completed
43123,7701,5,2021-12-31,2022-01-01,Completed
43124,7795,5,2021-12-31,2022-01-01,Completed
43125,12912,6,2021-12-31,2022-01-01,Completed
43126,14125,6,2021-12-29,2022-01-01,Completed
43127,14555,6,2021-12-23,2022-01-01,Completed
43128,10890,6,2021-12-31,2022-01-01,Completed
43129,9903,6,2021-12-31,2022-01-01,Completed
43130,10387,7,2022-01-01,2022-01-01,Cancelled
43131,13170,7,2022-01-01,2022-01-01,Completed
43132,10912,7,2021-12-30,2022-01-01,Completed
43133,1441,7,2022-01-01,2022-01-01,Completed
43134,1874,7,2021-12-29,2022-01-01,Completed
43135,3922,8,2021-12-30,2022-01-01,Completed
43136,11778,8,2021-12-31,2022-01-01,Completed
43137,219,8,2021-12-22,2022-01-01,Completed
43138,1608,8,2021-12-31,2022-01-01,Completed
43139,8585,8,2022-01-01,2022-01-01,Completed
43140,7023,8,2022-01-01,2022-01-01,Completed
43141,13416,8,2022-01-01,2022-01-01,Completed
43142,12999,9,2021-12-22,2022-01-01,Completed
43143,5401,9,2021-12-31,2022-01-01,Completed
43144,8791,10,2021-12-31,2022-01-01,Completed
43145,5859,11,2021-12-31,2022-01-01,Completed
43146,8219,11,2021-12-31,2022-01-01,Completed
43147,14141,12,2021-12-18,2022-01-01,Confirmed
43148,13485,12,2022-01-01,2022-01-01,Completed
43149,12163,1,2022-01-01,2022-01-02,Completed
43150,12967,1,2022-01-02,2022-01-02,Completed
43151,10204,1,2021-12-19,2022-01-02,Completed
43152,14267,1,2022-01-01,2022-01-02,Completed
43153,3585,1,2022-01-02,2022-01-02,Completed
43154,6208,2,2021-12-31,2022-01-02,Completed
43155,4981,2,2022-01-02,2022-01-02,Completed
43156,5648,2,2022-01-01,2022-01-02,Completed
43157,9943,2,2021-12-26,2022-01-02,Completed
43158,12499,2,2021-12-23,2022-01-02,Completed
43159,4278,3,2021-12-30,2022-01-02,Completed
43160,8757,3,2022-01-01,2022-01-02,Completed
43161,11313,3,2021-12-19,2022-01-02,No-Show
43162,253,3,2022-01-01,2022-01-02,Completed
43163,13471,3,2021-12-26,2022-01-02,Completed
43164,6342,4,2022-01-02,2022-01-02,Confirmed
43165,10541,4,2021-12-31,2022-01-02,Completed
43166,9137,4,2022-01-02,2022-01-02,Cancelled
43167,9473,4,2021-12-31,2022-01-02,Completed
43168,9561,5,2022-01-01,2022-01-02,Completed
43169,12573,5,2021-12-31,2022-01-02,Completed
43170,2076,6,2022-01-02,2022-01-02,Completed
43171,10778,6,2021-12-31,2022-01-02,Cancelled
43172,7878,6,2022-01-01,2022-01-02,Completed
43173,759,8,2021-12-28,2022-01-02,Completed
43174,627,8,2022-01-01,2022-01-02,Completed
43175,11898,8,2022-01-02,2022-01-02,Cancelled
43176,14405,8,2022-01-02,2022-01-02,Completed
43177,11434,9,2022-01-01,2022-01-02,Completed
43178,8390,9,2021-12-28,2022-01-02,Completed
43179,11746,10,2022-01-02,2022-01-02,Completed
43180,11606,10,2022-01-02,2022-01-02,Completed
43181,6648,11,2021-12-31,2022-01-02,Completed
43182,14514,11,2021-12-30,2022-01-02,Completed
43183,2692,11,2021-12-28,2022-01-02,Completed
43184,1960,11,2021-12-28,2022-01-02,Completed
43185,3374,11,2022-01-02,2022-01-02,Completed
43186,150,12,2021-12-31,2022-01-02,Completed
43187,11401,1,2022-01-03,2022-01-03,Completed
43188,8196,1,2022-01-03,2022-01-03,No-Show
43189,603,1,2022-01-03,2022-01-03,Cancelled
43190,7828,1,2022-01-02,2022-01-03,Completed
43191,2016,2,2022-01-03,2022-01-03,Completed
43192,6330,2,2021-12-29,2022-01-03,Completed
43193,1075,2,2021-12-29,2022-01-03,Completed
43194,4108,3,2021-12-31,2022-01-03,Completed
43195,10786,3,2022-01-02,2022-01-03,Completed
43196,7466,4,2022-01-02,2022-01-03,Completed
43197,7387,4,2022-01-01,2022-01-03,Completed
43198,11170,4,2022-01-01,2022-01-03,Completed
43199,8276,5,2022-01-02,2022-01-03,Completed
43200,6067,6,2021-12-27,2022-01-03,Completed
43201,4848,6,2022-01-02,2022-01-03,Completed
43202,5232,7,2022-01-03,2022-01-03,Completed
43203,707,8,2022-01-03,2022-01-03,Completed
43204,2716,8,2022-01-02,2022-01-03,Completed
43205,10879,9,2021-12-31,2022-01-03,Completed
43206,9151,10,2021-12-24,2022-01-03,Completed
43207,13194,10,2022-01-02,2022-01-03,Completed
43208,13039,10,2022-01-02,2022-01-03,Completed
43209,3456,10,2021-12-31,2022-01-03,Completed
43210,1320,11,2022-01-02,2022-01-03,Completed
43211,13297,11,2022-01-02,2022-01-03,Completed
43212,2459,12,2021-12-24,2022-01-03,Completed
43213,11389,12,2022-01-01,2022-01-03,Completed
43214,11345,1,2022-01-04,2022-01-04,Completed
43215,1889,1,2022-01-01,2022-01-04,Completed
43216,6,1,2022-01-04,2022-01-04,Completed
43217,13821,2,2021-12-21,2022-01-04,Cancelled
43218,6589,2,2021-12-30,2022-01-04,Completed
43219,14484,2,2021-12-25,2022-01-04,Cancelled
43220,3012,3,2021-12-21,2022-01-04,Completed
43221,13518,3,2021-12-25,2022-01-04,Completed
43222,10570,3,2021-12-21,2022-01-04,Completed
43223,3270,4,2022-01-04,2022-01-04,Completed
43224,13858,5,2021-12-21,2022-01-04,Completed
43225,1419,5,2022-01-04,2022-01-04,Completed
43226,13968,5,2021-12-28,2022-01-04,Completed
43227,1196,6,2022-01-04,2022-01-04,Completed
43228,5483,6,2021-12-28,2022-01-04,Cancelled
43229,7424,6,2021-12-30,2022-01-04,Completed
43230,7647,6,2021-12-25,2022-01-04,Completed
43231,1365,7,2022-01-02,2022-01-04,Completed
43232,13037,7,2022-01-04,2022-01-04,Completed
43233,6880,7,2022-01-03,2022-01-04,Completed
43234,432,8,2021-12-30,2022-01-04,Completed
43235,14396,8,2022-01-04,2022-01-04,Completed
43236,9227,9,2021-12-25,2022-01-04,Completed
43237,8043,9,2022-01-01,2022-01-04,Cancelled
43238,832,10,2022-01-01,2022-01-04,Completed
43239,6557,10,2022-01-03,2022-01-04,Completed
43240,1818,11,2021-12-30,2022-01-04,Completed
43241,3491,11,2022-01-04,2022-01-04,Completed
43242,12551,12,2022-01-02,2022-01-04,Completed
43243,11351,12,2022-01-02,2022-01-04,Completed
43244,4069,1,2021-12-31,2022-01-05,Completed
43245,4034,1,2022-01-05,2022-01-05,Completed
43246,11721,1,2021-12-29,2022-01-05,Completed
43247,651,2,2021-12-26,2022-01-05,Completed
43248,9106,2,2021-12-31,2022-01-05,Completed
43249,5649,2,2022-01-05,2022-01-05,No-Show
43250,6179,2,2021-12-26,2022-01-05,Completed
43251,11144,2,2022-01-05,2022-01-05,Completed
43252,5560,3,2022-01-02,2022-01-05,Completed
43253,6753,3,2021-12-31,2022-01-05,Completed
43254,3048,4,2022-01-03,2022-01-05,Completed
43255,4120,4,2022-01-05,2022-01-05,Completed
43256,11212,4,2022-01-04,2022-01-05,Completed
43257,12030,4,2022-01-05,2022-01-05,Completed
43258,12553,5,2022-01-04,2022-01-05,Completed
43259,4010,6,2021-12-31,2022-01-05,Completed
43260,5119,6,2022-01-03,2022-01-05,Completed
43261,7941,6,2021-12-31,2022-01-05,Completed
43262,3485,7,2022-01-05,2022-01-05,Completed
43263,3004,7,2021-12-31,2022-01-05,Completed
43264,10659,7,2021-12-22,2022-01-05,Completed
43265,4097,7,2022-01-05,2022-01-05,Completed
43266,13619,8,2021-12-31,2022-01-05,Completed
43267,8983,8,2022-01-02,2022-01-05,Completed
43268,1900,8,2021-12-31,2022-01-05,Completed
43269,11413,8,2021-12-22,2022-01-05,Completed
43270,11685,8,2022-01-03,2022-01-05,Completed
43271,9288,9,2022-01-03,2022-01-05,Completed
43272,6825,9,2022-01-02,2022-01-05,Completed
43273,9612,9,2021-12-29,2022-01-05,Completed
43274,13878,9,2022-01-03,2022-01-05,Completed
43275,11645,10,2022-01-04,2022-01-05,Completed
43276,6499,10,2022-01-05,2022-01-05,Completed
43277,408,10,2022-01-04,2022-01-05,Completed
43278,2368,11,2022-01-04,2022-01-05,Completed
43279,5402,11,2021-12-31,2022-01-05,Completed
43280,1304,1,2022-01-05,2022-01-06,Completed
43281,1086,1,2021-12-27,2022-01-06,Completed
43282,10935,1,2022-01-06,2022-01-06,Completed
43283,6989,1,2021-12-23,2022-01-06,Completed
43284,1134,2,2021-12-30,2022-01-06,Completed
43285,12218,3,2021-12-23,2022-01-06,Completed
43286,11283,4,2021-12-30,2022-01-06,Completed
43287,10954,4,2022-01-04,2022-01-06,Completed
43288,14528,5,2022-01-03,2022-01-06,Completed
43289,2529,6,2022-01-06,2022-01-06,Confirmed
43290,11193,6,2021-12-27,2022-01-06,Completed
43291,9462,7,2022-01-01,2022-01-06,Completed
43292,2830,7,2022-01-06,2022-01-06,Completed
43293,12440,7,2022-01-03,2022-01-06,Completed
43294,8526,7,2021-12-27,2022-01-06,Completed
43295,7361,8,2022-01-05,2022-01-06,Completed
43296,14681,8,2022-01-05,2022-01-06,Completed
43297,10672,8,2021-12-23,2022-01-06,Completed
43298,10071,9,2022-01-01,2022-01-06,Completed
43299,12475,10,2022-01-01,2022-01-06,Completed
43300,10247,10,2022-01-03,2022-01-06,Completed
43301,8883,10,2021-12-30,2022-01-06,No-Show
43302,12906,10,2022-01-04,2022-01-06,Completed
43303,11262,10,2022-01-04,2022-01-06,Completed
43304,10769,11,2022-01-04,2022-01-06,Completed
43305,9608,11,2022-01-01,2022-01-06,Completed
43306,13636,11,2022-01-03,2022-01-06,Completed
43307,1654,11,2022-01-03,2022-01-06,Completed
43308,4438,11,2021-12-23,2022-01-06,Completed
43309,6692,12,2022-01-05,2022-01-06,Completed
43310,4258,12,2022-01-05,2022-01-06,Completed
43311,4325,12,2022-01-05,2022-01-06,Completed
43312,1952,12,2022-01-03,2022-01-06,Completed
