purchase_ID,product_ID,br_ID,sup_ID,purchase_qty,purchase_date,purchase_unit_cost
17660,2,1,6,53,2022-01-03,15.08
17661,4,1,6,103,2022-01-03,16.83
17662,6,1,6,61,2022-01-03,9.53
17663,8,1,6,85,2022-01-03,14.06
17664,10,1,2,64,2022-01-03,18.22
17665,12,1,2,59,2022-01-03,35.53
17666,14,1,4,30,2022-01-03,26.06
17667,16,1,4,73,2022-01-03,43.91
17668,18,1,2,68,2022-01-03,25.36
17669,20,1,2,72,2022-01-03,17.16
17670,22,1,2,66,2022-01-03,19.42
17671,24,1,5,54,2022-01-03,25.29
17672,26,1,5,85,2022-01-03,23.65
17673,28,1,1,92,2022-01-03,17.39
17674,30,1,6,78,2022-01-03,24.70
17675,32,1,2,80,2022-01-03,26.42
17676,34,1,4,48,2022-01-03,31.03
17677,36,1,3,69,2022-01-03,21.56
17678,38,1,3,44,2022-01-03,19.38
17679,40,1,5,80,2022-01-03,23.99
17680,42,1,6,77,2022-01-03,9.81
17681,2,2,1,71,2022-01-03,13.51
17682,4,2,1,74,2022-01-03,14.67
17683,6,2,1,91,2022-01-03,9.71
17684,8,2,6,85,2022-01-03,14.56
17685,10,2,6,101,2022-01-03,14.86
17686,12,2,2,51,2022-01-03,34.73
17687,14,2,4,73,2022-01-03,26.36
17688,16,2,2,43,2022-01-03,48.29
17689,18,2,6,66,2022-01-03,25.38
17690,20,2,2,87,2022-01-03,16.65
17691,22,2,2,63,2022-01-03,21.37
17692,24,2,5,82,2022-01-03,25.15
17693,26,2,3,108,2022-01-03,22.69
17694,28,2,1,111,2022-01-03,18.02
17695,30,2,6,60,2022-01-03,29.19
17696,32,2,4,85,2022-01-03,27.11
17697,34,2,2,34,2022-01-03,31.95
17698,36,2,3,29,2022-01-03,23.20
17699,38,2,5,44,2022-01-03,23.82
17700,40,2,3,69,2022-01-03,23.92
17701,42,2,6,74,2022-01-03,9.71
17702,2,3,1,53,2022-01-03,15.00
17703,4,3,1,63,2022-01-03,16.94
17704,6,3,6,46,2022-01-03,10.02
17705,8,3,2,39,2022-01-03,14.88
17706,10,3,6,33,2022-01-03,16.04
17707,12,3,2,48,2022-01-03,30.65
17708,14,3,2,45,2022-01-03,23.20
17709,16,3,4,26,2022-01-03,50.37
17710,18,3,2,47,2022-01-03,24.78
17711,20,3,2,48,2022-01-03,15.96
17712,22,3,2,52,2022-01-03,22.68
17713,24,3,3,24,2022-01-03,22.90
17714,26,3,5,31,2022-01-03,21.84
17715,28,3,6,68,2022-01-03,15.96
17716,32,3,2,40,2022-01-03,23.43
17717,38,3,5,45,2022-01-03,23.11
17718,40,3,3,28,2022-01-03,26.76
17719,42,3,4,58,2022-01-03,9.14
17720,2,4,6,25,2022-01-03,14.02
17721,4,4,1,51,2022-01-03,14.38
17722,6,4,1,44,2022-01-03,11.36
17723,8,4,2,40,2022-01-03,14.91
17724,10,4,6,50,2022-01-03,17.63
17725,14,4,4,38,2022-01-03,27.21
17726,16,4,2,48,2022-01-03,41.08
17727,18,4,6,62,2022-01-03,27.64
17728,20,4,6,35,2022-01-03,18.31
17729,22,4,2,32,2022-01-03,21.17
17730,24,4,3,28,2022-01-03,22.11
17731,26,4,5,48,2022-01-03,23.65
17732,28,4,1,45,2022-01-03,16.56
17733,30,4,6,43,2022-01-03,28.10
17734,36,4,3,35,2022-01-03,26.43
17735,38,4,3,26,2022-01-03,23.81
17736,40,4,5,36,2022-01-03,24.30
17737,42,4,4,34,2022-01-03,9.74
17738,2,5,6,40,2022-01-03,15.14
17739,4,5,1,35,2022-01-03,16.50
17740,6,5,1,35,2022-01-03,9.60
17741,8,5,2,31,2022-01-03,13.05
17742,10,5,2,34,2022-01-03,18.57
17743,16,5,4,23,2022-01-03,48.74
17744,18,5,6,34,2022-01-03,26.65
17745,20,5,2,47,2022-01-03,20.54
17746,22,5,6,34,2022-01-03,20.24
17747,26,5,5,32,2022-01-03,22.53
17748,28,5,1,33,2022-01-03,17.05
17749,34,5,2,34,2022-01-03,35.98
17750,36,5,3,32,2022-01-03,22.40
17751,38,5,5,26,2022-01-03,20.96
17752,2,6,1,60,2022-01-03,13.24
17753,4,6,6,68,2022-01-03,14.29
17754,6,6,6,39,2022-01-03,10.97
17755,8,6,6,46,2022-01-03,15.19
17756,10,6,2,46,2022-01-03,16.30
17757,12,6,2,36,2022-01-03,29.64
17758,16,6,4,51,2022-01-03,40.98
17759,18,6,2,36,2022-01-03,24.70
17760,20,6,2,65,2022-01-03,15.97
17761,22,6,2,35,2022-01-03,18.34
17762,26,6,3,28,2022-01-03,21.50
17763,28,6,1,37,2022-01-03,19.05
17764,32,6,2,55,2022-01-03,26.24
17765,34,6,2,27,2022-01-03,31.94
17766,36,6,3,71,2022-01-03,23.18
17767,38,6,5,42,2022-01-03,20.77
17768,40,6,5,47,2022-01-03,23.95
17769,42,6,6,75,2022-01-03,9.95
17770,2,7,1,27,2022-01-03,16.02
17771,4,7,1,60,2022-01-03,16.98
17772,6,7,1,35,2022-01-03,10.44
17773,8,7,6,48,2022-01-03,15.86
17774,10,7,6,35,2022-01-03,18.22
17775,12,7,2,50,2022-01-03,33.15
17776,14,7,4,29,2022-01-03,26.92
17777,16,7,2,52,2022-01-03,48.72
17778,18,7,2,50,2022-01-03,24.39
17779,20,7,2,45,2022-01-03,19.38
17780,22,7,6,41,2022-01-03,22.13
17781,26,7,3,29,2022-01-03,20.81
17782,28,7,1,42,2022-01-03,15.96
17783,30,7,1,68,2022-01-03,26.57
17784,32,7,4,41,2022-01-03,28.28
17785,34,7,4,35,2022-01-03,32.27
17786,36,7,3,44,2022-01-03,22.12
17787,38,7,3,59,2022-01-03,19.41
17788,40,7,3,33,2022-01-03,28.01
17789,42,7,6,42,2022-01-03,10.66
17790,2,8,1,72,2022-01-03,15.65
17791,4,8,6,79,2022-01-03,16.77
17792,6,8,6,29,2022-01-03,11.35
17793,8,8,2,44,2022-01-03,15.31
17794,10,8,6,35,2022-01-03,17.25
17795,12,8,4,34,2022-01-03,32.56
17796,18,8,2,40,2022-01-03,25.38
17797,20,8,2,35,2022-01-03,18.33
17798,22,8,2,65,2022-01-03,21.01
17799,24,8,3,46,2022-01-03,22.73
17800,26,8,3,49,2022-01-03,24.32
17801,28,8,6,33,2022-01-03,17.16
17802,30,8,6,36,2022-01-03,26.73
17803,32,8,4,47,2022-01-03,28.99
17804,34,8,2,53,2022-01-03,30.85
17805,36,8,3,36,2022-01-03,24.44
17806,38,8,3,48,2022-01-03,24.64
17807,40,8,3,33,2022-01-03,24.01
17808,42,8,6,47,2022-01-03,8.55
17809,4,9,6,26,2022-01-03,14.17
17810,6,9,1,49,2022-01-03,10.01
17811,8,9,2,37,2022-01-03,15.31
17812,10,9,2,35,2022-01-03,16.99
17813,16,9,4,14,2022-01-03,40.96
17814,18,9,2,48,2022-01-03,26.95
17815,22,9,6,50,2022-01-03,23.64
17816,26,9,3,33,2022-01-03,21.81
17817,28,9,6,64,2022-01-03,19.08
17818,34,9,2,27,2022-01-03,34.30
17819,36,9,3,23,2022-01-03,24.72
17820,38,9,5,43,2022-01-03,19.26
17821,40,9,3,28,2022-01-03,26.17
17822,42,9,6,25,2022-01-03,10.30
17823,2,10,1,33,2022-01-03,13.92
17824,4,10,1,58,2022-01-03,15.00
17825,6,10,6,49,2022-01-03,9.26
17826,8,10,6,35,2022-01-03,13.37
17827,10,10,2,51,2022-01-03,15.42
17828,12,10,2,32,2022-01-03,30.24
17829,14,10,2,31,2022-01-03,26.61
17830,16,10,2,31,2022-01-03,45.73
17831,20,10,6,33,2022-01-03,19.02
17832,22,10,6,44,2022-01-03,22.53
17833,26,10,3,35,2022-01-03,23.71
17834,28,10,1,36,2022-01-03,17.55
17835,30,10,1,47,2022-01-03,25.43
17836,32,10,4,25,2022-01-03,25.18
17837,34,10,2,38,2022-01-03,35.31
17838,36,10,3,69,2022-01-03,25.21
17839,38,10,5,46,2022-01-03,21.44
17840,40,10,3,67,2022-01-03,30.03
17841,42,10,6,26,2022-01-03,9.81
17842,4,11,1,35,2022-01-03,15.33
17843,6,11,6,34,2022-01-03,11.10
17844,8,11,2,48,2022-01-03,15.15
17845,10,11,2,40,2022-01-03,17.63
17846,12,11,4,35,2022-01-03,35.77
17847,16,11,2,38,2022-01-03,51.46
17848,20,11,2,44,2022-01-03,17.69
17849,22,11,6,26,2022-01-03,21.45
17850,24,11,3,45,2022-01-03,25.34
17851,26,11,3,25,2022-01-03,19.87
17852,28,11,1,45,2022-01-03,16.75
17853,30,11,6,50,2022-01-03,28.66
17854,32,11,4,47,2022-01-03,23.95
17855,34,11,4,34,2022-01-03,31.95
17856,36,11,3,33,2022-01-03,23.93
17857,38,11,5,30,2022-01-03,21.51
17858,40,11,5,37,2022-01-03,28.58
17859,42,11,6,48,2022-01-03,9.96
17860,4,12,1,62,2022-01-03,17.42
17861,6,12,6,37,2022-01-03,10.43
17862,8,12,2,41,2022-01-03,13.91
17863,10,12,2,40,2022-01-03,16.12
17864,12,12,4,40,2022-01-03,35.43
17865,14,12,4,27,2022-01-03,23.51
17866,16,12,4,27,2022-01-03,41.43
17867,18,12,6,51,2022-01-03,24.59
17868,20,12,6,72,2022-01-03,20.35
17869,24,12,3,28,2022-01-03,26.11
17870,26,12,5,33,2022-01-03,24.12
17871,30,12,6,32,2022-01-03,24.63
17872,32,12,4,24,2022-01-03,23.78
17873,34,12,2,52,2022-01-03,29.98
17874,38,12,5,33,2022-01-03,22.51
17875,40,12,3,35,2022-01-03,27.76
17876,42,12,4,29,2022-01-03,8.42
17877,1,1,1,88,2022-01-17,13.31
17878,3,1,1,80,2022-01-17,11.17
17879,5,1,6,59,2022-01-17,14.70
17880,7,1,6,73,2022-01-17,10.77
17881,9,1,2,50,2022-01-17,11.52
17882,11,1,2,76,2022-01-17,15.09
17883,13,1,4,40,2022-01-17,29.22
17884,17,1,2,44,2022-01-17,29.03
17885,19,1,6,23,2022-01-17,25.93
17886,21,1,2,56,2022-01-17,36.00
17887,23,1,3,65,2022-01-17,19.32
17888,25,1,5,55,2022-01-17,18.01
17889,27,1,6,66,2022-01-17,15.35
17890,29,1,6,75,2022-01-17,11.37
17891,31,1,1,80,2022-01-17,16.89
17892,33,1,2,61,2022-01-17,21.20
17893,35,1,3,49,2022-01-17,14.68
17894,37,1,3,59,2022-01-17,23.13
17895,39,1,3,59,2022-01-17,25.70
17896,41,1,6,128,2022-01-17,8.94
17897,43,1,6,76,2022-01-17,6.52
17898,1,2,1,85,2022-01-17,11.94
17899,3,2,1,70,2022-01-17,10.71
17900,5,2,1,51,2022-01-17,14.72
17901,7,2,6,40,2022-01-17,12.50
17902,9,2,2,79,2022-01-17,10.80
17903,11,2,2,63,2022-01-17,17.01
17904,15,2,4,44,2022-01-17,46.95
17905,17,2,4,52,2022-01-17,33.60
17906,19,2,6,59,2022-01-17,30.67
17907,21,2,2,47,2022-01-17,40.64
17908,23,2,3,99,2022-01-17,22.57
17909,25,2,3,51,2022-01-17,20.22
17910,27,2,1,108,2022-01-17,14.28
17911,29,2,6,90,2022-01-17,14.32
17912,31,2,6,51,2022-01-17,16.13
17913,33,2,4,66,2022-01-17,23.13
17914,35,2,3,82,2022-01-17,16.91
17915,37,2,3,65,2022-01-17,22.35
17916,41,2,6,102,2022-01-17,7.34
17917,43,2,6,132,2022-01-17,6.57
17918,1,3,6,35,2022-01-17,11.34
17919,3,3,1,50,2022-01-17,12.18
17920,5,3,6,34,2022-01-17,12.36
17921,7,3,2,27,2022-01-17,11.54
17922,9,3,6,58,2022-01-17,10.71
17923,11,3,6,67,2022-01-17,14.75
17924,15,3,2,29,2022-01-17,44.38
17925,17,3,4,37,2022-01-17,33.81
17926,19,3,2,24,2022-01-17,29.00
17927,21,3,2,21,2022-01-17,36.32
17928,23,3,3,39,2022-01-17,20.44
17929,25,3,3,26,2022-01-17,19.97
17930,27,3,1,52,2022-01-17,13.31
17931,29,3,1,67,2022-01-17,11.29
17932,31,3,1,69,2022-01-17,19.34
17933,33,3,4,41,2022-01-17,23.77
17934,35,3,3,50,2022-01-17,16.74
17935,37,3,3,55,2022-01-17,23.27
17936,39,3,5,31,2022-01-17,22.94
17937,41,3,6,87,2022-01-17,8.84
17938,43,3,4,73,2022-01-17,7.25
17939,1,4,6,48,2022-01-17,11.81
17940,3,4,1,36,2022-01-17,11.52
17941,5,4,1,53,2022-01-17,13.01
17942,7,4,2,45,2022-01-17,11.81
17943,11,4,6,43,2022-01-17,13.27
17944,15,4,4,42,2022-01-17,46.34
17945,17,4,4,31,2022-01-17,30.86
17946,19,4,2,22,2022-01-17,27.40
17947,23,4,5,29,2022-01-17,20.99
17948,29,4,6,34,2022-01-17,13.79
17949,31,4,1,38,2022-01-17,17.69
17950,33,4,2,41,2022-01-17,22.98
17951,37,4,3,28,2022-01-17,19.60
17952,39,4,5,38,2022-01-17,21.94
17953,41,4,6,44,2022-01-17,7.40
17954,43,4,4,53,2022-01-17,6.08
17955,1,5,6,49,2022-01-17,11.39
17956,5,5,1,45,2022-01-17,12.74
17957,7,5,2,32,2022-01-17,13.41
17958,9,5,2,44,2022-01-17,12.77
17959,13,5,2,37,2022-01-17,26.93
17960,19,5,2,15,2022-01-17,25.75
17961,23,5,5,54,2022-01-17,19.30
17962,29,5,1,35,2022-01-17,11.94
17963,33,5,4,57,2022-01-17,23.63
17964,41,5,6,41,2022-01-17,8.17
17965,43,5,6,25,2022-01-17,7.00
17966,1,6,1,26,2022-01-17,11.54
17967,3,6,6,61,2022-01-17,12.14
17968,5,6,6,46,2022-01-17,11.75
