purchase_ID,product_ID,br_ID,sup_ID,purchase_qty,purchase_date,purchase_unit_cost
1,1,1,6,92,2019-01-03,11.67
2,2,1,6,53,2019-01-03,14.92
3,3,1,6,84,2019-01-03,10.35
4,4,1,6,103,2019-01-03,16.32
5,5,1,3,123,2019-01-03,12.19
6,6,1,6,84,2019-01-03,15.67
7,7,1,2,99,2019-01-03,12.17
8,8,1,2,77,2019-01-03,16.18
9,9,1,5,125,2019-01-03,15.70
10,10,1,4,107,2019-01-03,16.59
11,11,1,3,67,2019-01-03,17.56
12,12,1,4,103,2019-01-03,35.35
13,13,1,4,57,2019-01-03,25.39
14,14,1,4,77,2019-01-03,24.68
15,15,1,2,88,2019-01-03,44.75
16,16,1,4,61,2019-01-03,50.64
17,17,1,3,73,2019-01-03,33.82
18,18,1,6,116,2019-01-03,49.84
19,19,1,2,112,2019-01-03,27.07
20,20,1,6,67,2019-01-03,31.52
21,21,1,2,93,2019-01-03,16.24
22,22,1,2,93,2019-01-03,35.52
23,23,1,3,85,2019-01-03,22.79
24,24,1,2,92,2019-01-03,34.73
25,25,1,5,74,2019-01-03,19.13
26,26,1,5,51,2019-01-03,21.22
27,27,1,3,105,2019-01-03,15.99
28,28,1,5,78,2019-01-03,22.97
29,29,1,5,76,2019-01-03,19.34
30,30,1,1,57,2019-01-03,13.72
31,31,1,1,74,2019-01-03,17.60
32,32,1,1,109,2019-01-03,26.41
33,33,1,1,120,2019-01-03,18.85
34,34,1,5,118,2019-01-03,13.29
35,35,1,3,85,2019-01-03,23.64
36,36,1,2,100,2019-01-03,25.66
37,37,1,4,55,2019-01-03,19.64
38,38,1,4,59,2019-01-03,32.72
39,39,1,6,80,2019-01-03,36.93
40,40,1,4,95,2019-01-03,7.30
41,41,1,4,67,2019-01-03,10.08
42,42,1,6,85,2019-01-03,9.73
43,43,1,3,54,2019-01-03,22.15
44,44,1,3,65,2019-01-03,28.34
45,45,1,6,106,2019-01-03,20.91
46,46,1,5,49,2019-01-03,12.97
47,47,1,5,67,2019-01-03,15.85
48,48,1,3,97,2019-01-03,20.78
49,1,2,1,94,2019-01-03,12.13
50,2,2,6,85,2019-01-03,15.83
51,3,2,1,85,2019-01-03,10.49
52,4,2,4,77,2019-01-03,14.67
53,5,2,3,67,2019-01-03,11.61
54,6,2,2,61,2019-01-03,14.66
55,7,2,2,47,2019-01-03,12.57
56,8,2,6,74,2019-01-03,14.71
57,9,2,3,134,2019-01-03,17.17
58,10,2,4,130,2019-01-03,18.93
59,11,2,3,117,2019-01-03,16.48
60,12,2,2,78,2019-01-03,32.30
61,13,2,4,96,2019-01-03,31.37
62,14,2,2,76,2019-01-03,25.91
63,15,2,4,47,2019-01-03,41.82
64,16,2,2,58,2019-01-03,45.78
65,17,2,3,52,2019-01-03,36.79
66,18,2,6,126,2019-01-03,51.11
67,19,2,2,97,2019-01-03,26.39
68,20,2,6,103,2019-01-03,30.95
69,21,2,6,128,2019-01-03,19.83
70,22,2,2,59,2019-01-03,40.26
71,23,2,3,60,2019-01-03,22.16
72,24,2,2,58,2019-01-03,31.91
73,25,2,3,52,2019-01-03,21.86
74,26,2,3,120,2019-01-03,21.39
75,27,2,3,71,2019-01-03,17.67
76,28,2,3,119,2019-01-03,19.21
77,29,2,3,80,2019-01-03,20.70
78,30,2,1,76,2019-01-03,13.15
79,31,2,1,46,2019-01-03,18.79
80,32,2,1,132,2019-01-03,30.40
81,33,2,6,53,2019-01-03,17.73
82,34,2,3,64,2019-01-03,12.66
83,35,2,3,59,2019-01-03,24.57
84,36,2,4,113,2019-01-03,27.90
85,37,2,4,60,2019-01-03,20.58
86,38,2,2,92,2019-01-03,33.83
87,39,2,2,117,2019-01-03,33.53
88,40,2,4,105,2019-01-03,6.20
89,41,2,4,50,2019-01-03,10.27
90,42,2,2,105,2019-01-03,9.41
91,43,2,3,60,2019-01-03,20.15
92,44,2,3,64,2019-01-03,30.54
93,45,2,1,45,2019-01-03,19.45
94,46,2,5,96,2019-01-03,15.49
95,47,2,3,79,2019-01-03,14.31
96,48,2,5,91,2019-01-03,21.19
97,1,3,6,62,2019-01-03,13.49
98,2,3,1,59,2019-01-03,14.60
99,3,3,6,92,2019-01-03,11.50
100,4,3,4,95,2019-01-03,17.98
101,5,3,5,74,2019-01-03,12.58
102,6,3,6,69,2019-01-03,15.15
103,7,3,6,95,2019-01-03,11.05
104,8,3,6,52,2019-01-03,15.06
105,9,3,3,55,2019-01-03,14.11
106,10,3,2,98,2019-01-03,16.32
107,11,3,3,95,2019-01-03,19.83
108,12,3,2,76,2019-01-03,34.83
109,13,3,2,62,2019-01-03,27.99
110,14,3,4,44,2019-01-03,27.93
111,15,3,2,53,2019-01-03,42.22
112,16,3,4,71,2019-01-03,45.95
113,17,3,3,41,2019-01-03,31.95
114,18,3,6,84,2019-01-03,64.34
115,19,3,2,60,2019-01-03,27.01
116,20,3,2,43,2019-01-03,33.36
117,21,3,2,89,2019-01-03,18.31
118,22,3,2,60,2019-01-03,31.93
119,23,3,3,57,2019-01-03,19.18
120,24,3,2,41,2019-01-03,31.44
121,25,3,5,82,2019-01-03,21.25
122,26,3,5,74,2019-01-03,25.60
123,27,3,5,71,2019-01-03,17.89
124,28,3,3,62,2019-01-03,19.38
125,29,3,3,84,2019-01-03,19.32
126,30,3,1,79,2019-01-03,12.67
127,31,3,1,97,2019-01-03,17.02
128,32,3,6,96,2019-01-03,27.31
129,33,3,6,74,2019-01-03,20.50
130,34,3,5,100,2019-01-03,14.29
131,35,3,3,55,2019-01-03,23.79
132,36,3,2,62,2019-01-03,25.72
133,37,3,4,39,2019-01-03,19.89
134,38,3,2,47,2019-01-03,33.98
135,39,3,6,41,2019-01-03,32.99
136,40,3,6,41,2019-01-03,7.27
137,41,3,4,96,2019-01-03,10.35
138,42,3,2,88,2019-01-03,9.29
139,43,3,3,35,2019-01-03,17.79
140,44,3,3,38,2019-01-03,27.00
141,45,3,6,54,2019-01-03,21.54
142,46,3,3,53,2019-01-03,14.19
143,47,3,3,36,2019-01-03,17.34
144,48,3,3,101,2019-01-03,23.38
145,1,4,6,48,2019-01-03,13.36
146,2,4,6,75,2019-01-03,13.68
147,3,4,1,80,2019-01-03,9.72
148,4,4,6,37,2019-01-03,17.16
149,5,4,3,41,2019-01-03,12.39
150,6,4,6,47,2019-01-03,13.70
151,7,4,2,59,2019-01-03,12.97
152,8,4,2,60,2019-01-03,15.51
153,9,4,3,42,2019-01-03,15.38
154,10,4,2,40,2019-01-03,19.28
155,11,4,3,83,2019-01-03,19.41
156,12,4,2,77,2019-01-03,36.63
157,13,4,2,42,2019-01-03,30.85
158,14,4,2,70,2019-01-03,24.34
159,15,4,2,54,2019-01-03,44.27
160,16,4,4,31,2019-01-03,47.02
161,17,4,3,44,2019-01-03,40.58
162,18,4,6,69,2019-01-03,55.26
163,19,4,6,43,2019-01-03,23.98
164,20,4,6,60,2019-01-03,26.54
165,21,4,6,36,2019-01-03,18.57
166,22,4,2,36,2019-01-03,32.46
167,23,4,5,77,2019-01-03,19.02
168,24,4,4,86,2019-01-03,29.93
