res_det_ID,res_ID,st_ID,serv_ID,start_time,end_time,serv_discount,serv_tax
1,1,4,3,2019-01-01 15:30:00,2019-01-01 16:45:00,13.20,5.81
2,1,4,16,2019-01-01 16:45:00,2019-01-01 17:15:00,4.80,2.11
3,2,15,3,2019-01-01 18:45:00,2019-01-01 20:00:00,7.70,6.14
4,3,16,12,2019-01-01 17:15:00,2019-01-01 18:15:00,0.00,7.80
5,3,16,16,2019-01-01 18:15:00,2019-01-01 18:45:00,0.00,2.40
6,4,11,9,2019-01-01 13:30:00,2019-01-01 14:45:00,42.50,12.45
7,4,11,15,2019-01-01 14:45:00,2019-01-01 15:15:00,9.35,2.74
8,5,48,11,2019-01-01 11:30:00,2019-01-01 12:45:00,14.40,9.94
9,5,48,16,2019-01-01 12:45:00,2019-01-01 13:15:00,3.20,2.21
10,6,30,12,2019-01-01 17:45:00,2019-01-01 18:45:00,3.90,7.57
11,7,108,1,2019-01-01 17:15:00,2019-01-01 18:15:00,0.00,4.50
12,8,159,6,2019-01-01 17:30:00,2019-01-01 18:45:00,0.00,9.90
13,9,160,1,2019-01-01 11:00:00,2019-01-01 12:00:00,3.75,4.27
14,9,160,14,2019-01-01 12:00:00,2019-01-01 12:15:00,1.75,1.99
15,10,179,9,2019-01-01 15:15:00,2019-01-01 16:30:00,0.00,15.00
16,10,179,14,2019-01-01 16:30:00,2019-01-01 16:45:00,0.00,2.10
17,11,186,1,2019-01-01 12:00:00,2019-01-01 13:00:00,3.75,4.27
18,12,194,12,2019-01-01 19:00:00,2019-01-01 20:00:00,0.00,7.80
19,13,215,3,2019-01-01 13:15:00,2019-01-01 14:30:00,8.80,6.07
20,14,213,2,2019-01-01 15:15:00,2019-01-01 16:00:00,1.80,3.49
21,14,213,16,2019-01-01 16:00:00,2019-01-01 16:30:00,1.20,2.33
22,15,231,6,2019-01-01 17:00:00,2019-01-01 18:15:00,0.00,9.90
23,16,4,3,2019-01-02 18:45:00,2019-01-02 20:00:00,7.70,6.14
24,17,3,1,2019-01-02 17:00:00,2019-01-02 18:00:00,9.00,3.96
25,18,15,5,2019-01-02 15:00:00,2019-01-02 16:15:00,0.00,13.20
26,19,36,3,2019-01-02 12:45:00,2019-01-02 14:00:00,8.80,6.07
27,19,36,14,2019-01-02 14:00:00,2019-01-02 14:15:00,2.80,1.93
28,20,46,1,2019-01-02 15:45:00,2019-01-02 16:45:00,0.00,4.50
29,21,40,1,2019-01-02 18:15:00,2019-01-02 19:15:00,9.00,3.96
30,21,40,14,2019-01-02 19:15:00,2019-01-02 19:30:00,4.20,1.85
31,22,46,3,2019-01-02 10:15:00,2019-01-02 11:30:00,5.50,6.27
32,23,75,2,2019-01-02 19:00:00,2019-01-02 19:45:00,4.20,3.35
33,24,68,9,2019-01-02 17:30:00,2019-01-02 18:45:00,7.50,14.55
34,24,68,16,2019-01-02 18:45:00,2019-01-02 19:15:00,1.20,2.33
35,25,89,11,2019-01-02 18:15:00,2019-01-02 19:30:00,5.40,10.48
36,26,83,8,2019-01-02 15:45:00,2019-01-02 17:15:00,9.60,18.62
37,27,93,5,2019-01-02 13:00:00,2019-01-02 14:15:00,17.60,12.14
38,27,93,16,2019-01-02 14:15:00,2019-01-02 14:45:00,3.20,2.21
39,28,83,8,2019-01-02 17:15:00,2019-01-02 18:45:00,9.60,18.62
40,28,83,15,2019-01-02 18:45:00,2019-01-02 19:15:00,1.65,3.20
41,29,105,11,2019-01-02 13:00:00,2019-01-02 14:15:00,9.00,10.26
42,30,141,1,2019-01-02 14:00:00,2019-01-02 15:00:00,9.00,3.96
43,31,141,11,2019-01-02 17:15:00,2019-01-02 18:30:00,5.40,10.48
44,31,141,14,2019-01-02 18:30:00,2019-01-02 18:45:00,1.05,2.04
45,32,144,10,2019-01-02 18:30:00,2019-01-02 19:30:00,0.00,9.00
46,33,146,13,2019-01-02 18:00:00,2019-01-02 19:15:00,11.20,8.93
47,34,137,4,2019-01-02 15:15:00,2019-01-02 16:15:00,0.00,5.70
48,35,164,1,2019-01-02 17:30:00,2019-01-02 18:30:00,2.25,4.37
49,35,164,16,2019-01-02 18:30:00,2019-01-02 19:00:00,1.20,2.33
50,36,183,10,2019-01-02 14:15:00,2019-01-02 15:15:00,7.50,8.55
51,37,204,2,2019-01-02 10:15:00,2019-01-02 11:00:00,3.00,3.42
52,38,201,11,2019-01-02 17:00:00,2019-01-02 18:15:00,0.00,10.80
53,39,216,9,2019-01-02 15:15:00,2019-01-02 16:30:00,30.00,13.20
54,40,211,4,2019-01-02 10:00:00,2019-01-02 11:00:00,7.60,5.24
55,41,234,10,2019-01-02 14:00:00,2019-01-02 15:00:00,25.50,7.47
56,41,234,14,2019-01-02 15:00:00,2019-01-02 15:15:00,5.95,1.74
