order_ID,cus_ID,br_ID,st_ID,order_date,order_status
1,1887,1,2,2019-01-01,Completed
2,178,1,2,2019-01-01,Completed
3,2033,1,18,2019-01-01,Completed
4,2819,1,20,2019-01-01,Completed
5,5256,1,2,2019-01-01,Completed
6,2551,1,10,2019-01-01,Completed
7,86,1,14,2019-01-01,Completed
8,3235,1,20,2019-01-01,Completed
9,2372,1,10,2019-01-01,Completed
10,2753,1,14,2019-01-01,Completed
11,131,1,2,2019-01-01,Completed
12,2626,1,18,2019-01-01,Completed
13,1968,1,1,2019-01-01,Completed
14,2970,1,14,2019-01-01,Completed
15,3418,1,18,2019-01-01,Completed
16,696,1,1,2019-01-01,Completed
17,817,2,49,2019-01-01,Completed
18,4288,2,49,2019-01-01,Completed
19,2707,2,45,2019-01-01,Completed
20,4688,2,45,2019-01-01,Completed
21,3336,2,35,2019-01-01,Completed
22,583,2,49,2019-01-01,Completed
23,3833,2,35,2019-01-01,Completed
24,3644,2,28,2019-01-01,Completed
25,456,2,28,2019-01-01,Completed
26,3812,2,45,2019-01-01,Completed
27,3860,3,74,2019-01-01,Completed
28,4974,3,69,2019-01-01,Completed
29,5567,3,60,2019-01-01,Completed
30,5792,4,90,2019-01-01,Cancelled
31,5932,4,90,2019-01-01,Completed
32,3510,4,92,2019-01-01,Completed
33,3718,4,84,2019-01-01,Completed
34,5652,5,100,2019-01-01,Completed
35,5983,5,100,2019-01-01,Completed
36,5327,5,104,2019-01-01,Completed
37,5185,5,109,2019-01-01,Completed
38,5028,5,109,2019-01-01,Completed
39,2494,6,129,2019-01-01,Completed
40,466,6,115,2019-01-01,Completed
41,1752,6,120,2019-01-01,Completed
42,1436,6,121,2019-01-01,Completed
43,2467,6,115,2019-01-01,Completed
44,4061,6,121,2019-01-01,Completed
45,4031,6,120,2019-01-01,Completed
46,4030,6,121,2019-01-01,Completed
47,3833,7,147,2019-01-01,Completed
48,4609,7,136,2019-01-01,Completed
49,5633,7,139,2019-01-01,Completed
50,4289,7,142,2019-01-01,Completed
51,2847,7,140,2019-01-01,Completed
52,4541,8,157,2019-01-01,Completed
53,5315,8,165,2019-01-01,Completed
54,394,8,165,2019-01-01,Completed
55,365,8,165,2019-01-01,Completed
56,4698,8,157,2019-01-01,Completed
57,460,8,165,2019-01-01,Completed
58,1504,8,169,2019-01-01,Completed
59,2128,9,185,2019-01-01,Completed
60,2538,9,176,2019-01-01,Completed
61,4509,9,187,2019-01-01,Completed
62,3972,9,176,2019-01-01,Completed
63,1629,9,185,2019-01-01,Completed
64,4931,10,192,2019-01-01,Completed
65,513,10,200,2019-01-01,Completed
66,1863,10,192,2019-01-01,Completed
67,513,10,200,2019-01-01,Completed
68,313,10,199,2019-01-01,Completed
69,269,10,192,2019-01-01,Completed
70,4260,10,197,2019-01-01,Completed
71,1080,10,192,2019-01-01,Completed
72,3420,11,212,2019-01-01,Completed
73,3269,11,207,2019-01-01,Completed
74,913,11,212,2019-01-01,Completed
75,4650,11,209,2019-01-01,Cancelled
76,3229,12,225,2019-01-01,Completed
77,4055,1,20,2019-01-02,Completed
78,1133,1,6,2019-01-02,Cancelled
79,2083,1,1,2019-01-02,Completed
80,6,1,17,2019-01-02,Completed
81,2551,1,18,2019-01-02,Completed
82,1333,1,1,2019-01-02,Completed
83,1848,1,18,2019-01-02,Cancelled
84,3867,1,6,2019-01-02,Completed
85,409,1,14,2019-01-02,Completed
86,1359,2,35,2019-01-02,Completed
87,2595,2,45,2019-01-02,Completed
88,5364,2,29,2019-01-02,Completed
89,3686,2,28,2019-01-02,Completed
90,2362,2,49,2019-01-02,Completed
91,1313,2,35,2019-01-02,Completed
92,1237,2,50,2019-01-02,Completed
93,901,2,49,2019-01-02,Completed
94,3990,2,45,2019-01-02,Completed
95,3728,2,47,2019-01-02,Completed
96,5144,2,29,2019-01-02,Completed
97,3459,3,60,2019-01-02,Completed
98,4238,3,66,2019-01-02,Completed
99,1991,3,65,2019-01-02,Completed
100,5936,3,74,2019-01-02,Completed
101,3297,3,66,2019-01-02,Completed
102,3388,3,66,2019-01-02,Completed
103,3801,3,74,2019-01-02,Completed
104,5393,3,69,2019-01-02,Completed
105,1688,3,65,2019-01-02,Completed
106,2493,3,74,2019-01-02,Completed
107,5466,3,65,2019-01-02,Completed
108,5897,4,84,2019-01-02,Completed
109,4776,4,88,2019-01-02,Completed
110,5184,4,91,2019-01-02,Completed
111,3363,4,84,2019-01-02,Completed
112,3264,4,92,2019-01-02,Completed
113,5956,4,90,2019-01-02,Completed
114,5520,4,88,2019-01-02,Completed
115,5260,4,84,2019-01-02,Completed
116,3768,4,90,2019-01-02,Completed
117,3245,4,82,2019-01-02,Completed
118,5409,5,109,2019-01-02,Completed
119,5185,5,109,2019-01-02,Completed
120,5535,5,109,2019-01-02,Completed
121,5138,6,121,2019-01-02,Completed
122,3044,6,120,2019-01-02,Completed
123,5149,6,115,2019-01-02,Completed
124,1363,6,121,2019-01-02,Completed
125,1828,6,129,2019-01-02,Completed
126,5196,6,129,2019-01-02,Completed
127,4757,6,120,2019-01-02,Completed
128,1102,6,115,2019-01-02,Completed
129,2385,6,121,2019-01-02,Completed
130,1534,6,115,2019-01-02,Completed
131,3231,6,129,2019-01-02,Completed
132,4289,7,140,2019-01-02,Completed
133,1024,7,136,2019-01-02,Completed
134,4527,7,147,2019-01-02,Completed
135,2556,7,149,2019-01-02,Completed
136,4960,7,139,2019-01-02,Completed
137,4011,7,142,2019-01-02,Cancelled
138,956,8,165,2019-01-02,Completed
139,2247,8,169,2019-01-02,Completed
140,3993,8,158,2019-01-02,Completed
141,5254,8,157,2019-01-02,Completed
142,1985,8,157,2019-01-02,Completed
143,3588,8,169,2019-01-02,Completed
144,5443,8,158,2019-01-02,Completed
145,4929,8,158,2019-01-02,Completed
146,4822,9,185,2019-01-02,Completed
147,5006,9,177,2019-01-02,Completed
148,1649,9,187,2019-01-02,Completed
149,660,9,177,2019-01-02,Completed
150,5443,9,185,2019-01-02,Completed
151,5760,9,176,2019-01-02,Completed
152,2117,9,187,2019-01-02,Completed
153,2522,9,177,2019-01-02,Completed
154,5561,9,185,2019-01-02,Completed
155,4297,10,202,2019-01-02,Completed
156,1099,10,202,2019-01-02,Completed
157,4931,10,202,2019-01-02,Completed
158,1310,10,192,2019-01-02,Cancelled
159,254,10,199,2019-01-02,Cancelled
160,4679,10,192,2019-01-02,Completed
161,3206,10,197,2019-01-02,Completed
162,4136,10,192,2019-01-02,Cancelled
163,4810,11,219,2019-01-02,Completed
164,1810,11,207,2019-01-02,Completed
165,4012,11,219,2019-01-02,Completed
166,1129,11,212,2019-01-02,Cancelled
167,366,11,218,2019-01-02,Completed
168,1925,11,218,2019-01-02,Completed
169,2125,11,209,2019-01-02,Completed
170,3832,11,207,2019-01-02,Processing
171,179,11,212,2019-01-02,Completed
172,2068,11,218,2019-01-02,Completed
173,4965,11,219,2019-01-02,Cancelled
174,176,11,219,2019-01-02,Completed
175,5436,11,210,2019-01-02,Completed
176,5762,12,232,2019-01-02,Completed
177,3229,12,230,2019-01-02,Completed
178,4547,12,232,2019-01-02,Cancelled
