purchase_ID,product_ID,br_ID,sup_ID,purchase_qty,purchase_date,purchase_unit_cost
1,1,1,1,106,2018-01-03,15.77
2,2,1,1,66,2018-01-03,18.03
3,3,1,1,70,2018-01-03,14.26
4,4,1,1,57,2018-01-03,21.62
5,5,1,6,113,2018-01-03,18.19
6,6,1,1,120,2018-01-03,14.26
7,7,1,6,47,2018-01-03,16.62
8,8,1,6,56,2018-01-03,20.33
9,9,1,2,43,2018-01-03,15.68
10,10,1,6,57,2018-01-03,22.99
11,11,1,6,49,2018-01-03,19.90
12,12,1,2,96,2018-01-03,48.94
13,13,1,2,58,2018-01-03,33.92
14,14,1,2,72,2018-01-03,33.98
15,15,1,4,42,2018-01-03,56.07
16,16,1,4,61,2018-01-03,59.75
17,17,1,4,52,2018-01-03,46.22
18,18,1,2,54,2018-01-03,34.56
19,19,1,2,87,2018-01-03,36.45
20,20,1,2,74,2018-01-03,21.76
21,21,1,6,92,2018-01-03,45.43
22,22,1,2,86,2018-01-03,25.14
23,23,1,5,100,2018-01-03,29.84
24,24,1,3,54,2018-01-03,30.64
25,25,1,3,57,2018-01-03,22.18
26,26,1,5,60,2018-01-03,29.42
27,27,1,1,101,2018-01-03,17.97
28,28,1,1,112,2018-01-03,23.27
29,29,1,1,65,2018-01-03,18.31
30,30,1,6,54,2018-01-03,39.26
31,31,1,6,84,2018-01-03,23.46
32,32,1,4,123,2018-01-03,36.52
33,33,1,2,80,2018-01-03,28.08
34,34,1,2,84,2018-01-03,38.73
35,35,1,3,58,2018-01-03,18.95
36,36,1,3,58,2018-01-03,30.07
37,37,1,3,63,2018-01-03,28.58
38,38,1,3,76,2018-01-03,30.63
39,39,1,5,46,2018-01-03,30.92
40,40,1,5,99,2018-01-03,38.86
41,41,1,4,100,2018-01-03,10.81
42,42,1,4,117,2018-01-03,12.37
43,43,1,4,63,2018-01-03,9.28
44,1,2,1,126,2018-01-03,16.65
45,2,2,1,113,2018-01-03,20.88
46,3,2,1,104,2018-01-03,14.52
47,4,2,1,86,2018-01-03,21.63
48,5,2,6,103,2018-01-03,17.85
49,6,2,1,81,2018-01-03,12.30
50,7,2,2,59,2018-01-03,16.49
51,8,2,6,133,2018-01-03,19.59
52,9,2,6,51,2018-01-03,15.55
53,10,2,2,120,2018-01-03,24.46
54,11,2,2,87,2018-01-03,20.00
55,12,2,4,83,2018-01-03,41.59
56,13,2,2,88,2018-01-03,37.13
57,14,2,4,109,2018-01-03,34.08
58,15,2,2,73,2018-01-03,53.37
59,16,2,4,86,2018-01-03,58.54
60,17,2,4,94,2018-01-03,46.09
61,18,2,2,89,2018-01-03,33.24
62,19,2,6,87,2018-01-03,40.33
63,20,2,6,128,2018-01-03,22.54
64,21,2,6,46,2018-01-03,44.80
65,22,2,2,106,2018-01-03,27.68
66,23,2,5,100,2018-01-03,26.93
67,24,2,5,133,2018-01-03,28.87
68,25,2,3,75,2018-01-03,23.92
69,26,2,3,80,2018-01-03,27.26
70,27,2,6,130,2018-01-03,19.07
71,28,2,1,121,2018-01-03,22.09
72,29,2,6,92,2018-01-03,15.60
73,30,2,1,128,2018-01-03,34.65
74,31,2,1,116,2018-01-03,24.92
75,32,2,4,62,2018-01-03,36.21
76,33,2,4,53,2018-01-03,26.53
77,34,2,2,122,2018-01-03,38.52
78,35,2,3,123,2018-01-03,19.27
79,36,2,3,73,2018-01-03,29.92
80,37,2,3,111,2018-01-03,28.08
81,38,2,3,81,2018-01-03,26.83
82,39,2,3,91,2018-01-03,30.46
83,40,2,5,107,2018-01-03,38.03
84,41,2,6,55,2018-01-03,11.43
85,42,2,4,72,2018-01-03,12.73
86,43,2,4,86,2018-01-03,9.83
87,1,3,1,62,2018-01-03,16.37
88,2,3,6,51,2018-01-03,17.87
89,3,3,1,50,2018-01-03,13.33
90,4,3,6,68,2018-01-03,21.91
91,5,3,1,103,2018-01-03,19.20
92,6,3,6,99,2018-01-03,13.71
93,7,3,2,52,2018-01-03,15.32
94,8,3,2,91,2018-01-03,17.49
95,9,3,2,90,2018-01-03,14.23
96,10,3,2,73,2018-01-03,22.63
97,11,3,6,49,2018-01-03,18.95
98,12,3,4,62,2018-01-03,43.47
99,13,3,4,91,2018-01-03,34.69
100,14,3,2,66,2018-01-03,35.31
101,15,3,2,45,2018-01-03,52.56
102,16,3,4,51,2018-01-03,60.47
103,17,3,4,78,2018-01-03,42.38
104,18,3,2,82,2018-01-03,32.56
105,19,3,6,82,2018-01-03,37.82
106,20,3,6,36,2018-01-03,26.22
107,21,3,6,65,2018-01-03,43.51
108,22,3,6,40,2018-01-03,27.75
109,23,3,3,86,2018-01-03,25.11
110,24,3,5,94,2018-01-03,29.42
111,25,3,3,105,2018-01-03,23.15
112,26,3,3,69,2018-01-03,27.65
113,27,3,6,104,2018-01-03,19.84
114,28,3,6,101,2018-01-03,23.14
115,29,3,6,79,2018-01-03,17.08
116,30,3,1,39,2018-01-03,34.37
117,31,3,1,105,2018-01-03,23.13
118,32,3,4,91,2018-01-03,34.23
119,33,3,4,55,2018-01-03,30.48
120,34,3,4,45,2018-01-03,43.20
121,35,3,3,54,2018-01-03,19.98
122,36,3,3,94,2018-01-03,33.06
123,37,3,3,94,2018-01-03,29.72
124,38,3,3,56,2018-01-03,27.18
125,39,3,3,76,2018-01-03,30.88
126,40,3,5,39,2018-01-03,34.01
127,41,3,6,85,2018-01-03,10.93
128,42,3,4,88,2018-01-03,11.93
129,43,3,6,99,2018-01-03,8.41
130,1,6,6,56,2018-01-03,17.06
131,2,6,6,37,2018-01-03,18.06
132,3,6,1,61,2018-01-03,13.39
133,4,6,6,86,2018-01-03,20.88
134,5,6,1,39,2018-01-03,18.59
135,6,6,6,91,2018-01-03,13.88
136,7,6,2,36,2018-01-03,14.43
137,8,6,2,93,2018-01-03,18.50
138,9,6,2,94,2018-01-03,14.39
139,10,6,6,44,2018-01-03,20.98
140,11,6,6,83,2018-01-03,21.02
141,12,6,2,40,2018-01-03,42.26
142,13,6,2,41,2018-01-03,37.22
143,14,6,4,59,2018-01-03,32.55
144,15,6,2,71,2018-01-03,56.68
145,16,6,2,78,2018-01-03,59.19
146,17,6,4,90,2018-01-03,45.44
147,18,6,6,78,2018-01-03,32.50
148,19,6,6,68,2018-01-03,38.30
149,20,6,2,62,2018-01-03,22.99
150,21,6,2,52,2018-01-03,43.63
151,22,6,2,54,2018-01-03,26.07
152,23,6,5,46,2018-01-03,27.17
153,24,6,3,82,2018-01-03,30.98
154,25,6,3,39,2018-01-03,23.04
155,26,6,5,65,2018-01-03,29.31
156,27,6,1,84,2018-01-03,19.28
157,28,6,1,95,2018-01-03,24.61
158,29,6,1,51,2018-01-03,18.24
159,30,6,6,53,2018-01-03,36.83
160,31,6,6,78,2018-01-03,22.72
161,32,6,2,90,2018-01-03,36.91
162,33,6,4,49,2018-01-03,28.27
163,34,6,2,90,2018-01-03,42.22
164,35,6,3,79,2018-01-03,19.70
165,36,6,3,56,2018-01-03,33.43
166,37,6,3,72,2018-01-03,29.44
167,38,6,5,96,2018-01-03,28.81
168,39,6,5,52,2018-01-03,30.81
169,40,6,5,79,2018-01-03,35.20
170,41,6,6,55,2018-01-03,11.51
171,42,6,6,62,2018-01-03,11.95
172,43,6,6,92,2018-01-03,8.38
173,1,7,6,53,2018-01-03,15.59
174,2,7,1,81,2018-01-03,18.06
175,3,7,6,53,2018-01-03,14.02
176,4,7,6,33,2018-01-03,19.68
177,5,7,6,47,2018-01-03,16.53
178,6,7,6,92,2018-01-03,12.62
179,7,7,6,58,2018-01-03,16.74
180,8,7,2,37,2018-01-03,18.52
181,9,7,6,38,2018-01-03,16.03
182,10,7,2,68,2018-01-03,23.28
183,11,7,6,47,2018-01-03,21.75
184,12,7,2,75,2018-01-03,43.15
185,13,7,4,83,2018-01-03,38.26
186,14,7,2,54,2018-01-03,36.40
187,15,7,2,35,2018-01-03,52.81
188,16,7,4,51,2018-01-03,57.02
189,17,7,4,35,2018-01-03,39.61
190,18,7,6,52,2018-01-03,35.35
191,19,7,6,83,2018-01-03,37.26
192,20,7,2,53,2018-01-03,25.50
193,21,7,6,66,2018-01-03,45.15
194,22,7,2,64,2018-01-03,25.10
195,23,7,5,54,2018-01-03,27.34
196,24,7,5,71,2018-01-03,33.10
197,25,7,5,86,2018-01-03,24.24
198,26,7,5,52,2018-01-03,31.27
199,27,7,1,54,2018-01-03,18.28
200,28,7,1,61,2018-01-03,22.27
201,29,7,6,74,2018-01-03,16.21
202,30,7,6,80,2018-01-03,38.83
203,31,7,6,87,2018-01-03,23.09
204,32,7,4,36,2018-01-03,32.92
205,33,7,2,74,2018-01-03,28.91
206,34,7,2,32,2018-01-03,38.86
207,35,7,3,88,2018-01-03,19.93
208,36,7,3,66,2018-01-03,33.38
209,37,7,3,85,2018-01-03,24.83
