res_ID,cus_ID,br_ID,booking_date,reservation_date,res_status
1,2157,1,2017-12-30,2018-01-01,Completed
2,1474,2,2017-12-25,2018-01-01,Completed
3,2471,2,2017-12-30,2018-01-01,Completed
4,2281,2,2017-12-27,2018-01-01,Completed
5,1543,3,2017-12-30,2018-01-01,Completed
6,1971,3,2017-12-18,2018-01-01,Completed
7,2374,3,2017-12-29,2018-01-01,Completed
8,2669,3,2017-12-31,2018-01-01,Completed
9,2180,6,2017-12-31,2018-01-01,Completed
10,2491,6,2017-12-31,2018-01-01,Completed
11,2186,6,2017-12-25,2018-01-01,Completed
12,2116,6,2018-01-01,2018-01-01,Completed
13,1343,6,2017-12-22,2018-01-01,No-Show
14,2250,7,2017-12-29,2018-01-01,Completed
15,1441,7,2017-12-27,2018-01-01,Cancelled
16,1375,7,2018-01-01,2018-01-01,Completed
17,1868,8,2017-12-30,2018-01-01,Completed
18,341,8,2017-12-29,2018-01-01,Completed
19,1159,8,2017-12-29,2018-01-01,Completed
20,1828,9,2018-01-01,2018-01-01,Completed
21,632,10,2017-12-27,2018-01-01,Completed
22,1168,10,2017-12-29,2018-01-01,Completed
23,2618,10,2017-12-29,2018-01-01,Completed
24,1977,10,2017-12-18,2018-01-01,Completed
25,2155,10,2017-12-18,2018-01-01,Completed
26,1961,11,2017-12-25,2018-01-01,Completed
27,2592,12,2017-12-31,2018-01-01,Completed
28,1473,1,2018-01-01,2018-01-02,Completed
29,2158,1,2017-12-31,2018-01-02,Completed
30,221,1,2017-12-31,2018-01-02,Completed
31,612,1,2017-12-28,2018-01-02,Completed
32,1750,2,2017-12-26,2018-01-02,Completed
33,1117,2,2017-12-26,2018-01-02,Completed
34,2378,3,2018-01-01,2018-01-02,Completed
35,1981,3,2018-01-01,2018-01-02,Completed
36,2211,6,2018-01-02,2018-01-02,Cancelled
37,498,6,2018-01-02,2018-01-02,Cancelled
38,2051,6,2018-01-01,2018-01-02,Completed
39,971,6,2017-12-31,2018-01-02,Completed
40,1136,7,2017-12-28,2018-01-02,Completed
41,1928,8,2018-01-01,2018-01-02,Completed
42,2646,8,2018-01-02,2018-01-02,Completed
43,436,8,2017-12-23,2018-01-02,Completed
44,1975,9,2018-01-02,2018-01-02,Completed
45,2132,10,2017-12-31,2018-01-02,Completed
46,1862,10,2017-12-26,2018-01-02,Completed
47,2580,10,2017-12-26,2018-01-02,Completed
48,2162,11,2018-01-01,2018-01-02,Cancelled
49,595,12,2017-12-30,2018-01-02,Completed
50,1787,12,2018-01-02,2018-01-02,Completed
51,2208,1,2018-01-01,2018-01-03,Completed
52,1321,1,2018-01-01,2018-01-03,Completed
53,2369,1,2018-01-03,2018-01-03,Completed
54,956,1,2017-12-27,2018-01-03,Completed
55,1006,1,2018-01-03,2018-01-03,Completed
56,138,1,2017-12-24,2018-01-03,Completed
57,2061,2,2018-01-03,2018-01-03,No-Show
58,1751,3,2017-12-31,2018-01-03,Completed
59,1892,3,2017-12-27,2018-01-03,Completed
60,1372,3,2017-12-31,2018-01-03,Completed
61,1231,6,2018-01-03,2018-01-03,Completed
62,1726,6,2017-12-31,2018-01-03,Completed
63,1688,6,2017-12-29,2018-01-03,Completed
64,1752,6,2018-01-03,2018-01-03,Completed
65,1267,7,2018-01-01,2018-01-03,Completed
66,2645,7,2018-01-02,2018-01-03,Completed
67,99,8,2018-01-03,2018-01-03,Completed
68,1689,8,2017-12-29,2018-01-03,Completed
69,1833,8,2017-12-20,2018-01-03,Completed
70,1833,8,2018-01-03,2018-01-03,Completed
71,2529,8,2017-12-29,2018-01-03,Completed
72,768,10,2017-12-29,2018-01-03,Completed
73,2092,10,2018-01-03,2018-01-03,Completed
74,768,10,2018-01-01,2018-01-03,Confirmed
75,1133,10,2017-12-29,2018-01-03,Completed
76,233,10,2017-12-31,2018-01-03,No-Show
77,1307,10,2018-01-03,2018-01-03,Completed
78,1447,11,2017-12-31,2018-01-03,Completed
79,1697,12,2018-01-03,2018-01-03,Completed
80,2410,12,2018-01-02,2018-01-03,Completed
81,1602,12,2018-01-02,2018-01-03,Completed
82,2013,12,2017-12-31,2018-01-03,Cancelled
83,2591,12,2018-01-02,2018-01-03,Completed
84,745,1,2017-12-28,2018-01-04,Completed
85,2667,1,2018-01-04,2018-01-04,Completed
86,107,1,2018-01-04,2018-01-04,Completed
87,255,1,2018-01-02,2018-01-04,Completed
88,2385,1,2017-12-30,2018-01-04,No-Show
89,372,1,2018-01-02,2018-01-04,Completed
90,1144,2,2017-12-28,2018-01-04,Completed
91,358,2,2018-01-03,2018-01-04,Completed
92,1351,2,2017-12-25,2018-01-04,Completed
93,2670,3,2018-01-04,2018-01-04,Completed
94,1668,3,2018-01-04,2018-01-04,Completed
95,1709,3,2018-01-01,2018-01-04,Completed
96,1971,3,2018-01-02,2018-01-04,Completed
97,2206,3,2018-01-04,2018-01-04,Completed
98,2724,3,2017-12-30,2018-01-04,Completed
99,1686,3,2018-01-01,2018-01-04,Completed
100,635,6,2017-12-30,2018-01-04,Completed
101,1343,6,2018-01-04,2018-01-04,Completed
102,2671,6,2017-12-25,2018-01-04,Cancelled
103,1882,7,2018-01-03,2018-01-04,Completed
104,1608,8,2017-12-30,2018-01-04,Completed
105,1796,10,2018-01-03,2018-01-04,Completed
106,1013,11,2018-01-04,2018-01-04,Completed
107,967,11,2018-01-04,2018-01-04,Completed
108,1471,12,2017-12-25,2018-01-04,Completed
109,1370,1,2018-01-04,2018-01-05,Completed
110,689,1,2018-01-02,2018-01-05,Completed
111,1799,2,2018-01-04,2018-01-05,Completed
112,1280,2,2018-01-04,2018-01-05,Completed
113,2033,2,2017-12-22,2018-01-05,Completed
114,2394,3,2017-12-29,2018-01-05,Completed
115,1544,3,2018-01-05,2018-01-05,Confirmed
