order_ID,cus_ID,br_ID,st_ID,order_date,order_status
1,129,1,1,2018-01-01,Completed
2,2711,1,8,2018-01-01,Completed
3,2385,1,20,2018-01-01,Completed
4,1983,1,20,2018-01-01,Completed
5,403,1,10,2018-01-01,Completed
6,2070,1,10,2018-01-01,Completed
7,1787,1,3,2018-01-01,Completed
8,35,1,10,2018-01-01,Completed
9,124,1,17,2018-01-01,Completed
10,2545,2,43,2018-01-01,Completed
11,2306,2,29,2018-01-01,Completed
12,1957,2,35,2018-01-01,Completed
13,2266,2,35,2018-01-01,Completed
14,1202,2,43,2018-01-01,Completed
15,624,2,35,2018-01-01,Completed
16,648,2,41,2018-01-01,Completed
17,1211,2,35,2018-01-01,Completed
18,575,2,34,2018-01-01,Completed
19,619,2,29,2018-01-01,Cancelled
20,2753,3,59,2018-01-01,Completed
21,2726,3,49,2018-01-01,Completed
22,1852,3,59,2018-01-01,Completed
23,1601,3,49,2018-01-01,Completed
24,404,6,110,2018-01-01,Completed
25,528,6,109,2018-01-01,Completed
26,2623,6,108,2018-01-01,Completed
27,2060,6,102,2018-01-01,Completed
28,2187,6,100,2018-01-01,Completed
29,2329,7,115,2018-01-01,Completed
30,2277,7,115,2018-01-01,Completed
31,2199,7,116,2018-01-01,Completed
32,2100,7,128,2018-01-01,Completed
33,914,7,119,2018-01-01,Completed
34,1483,8,145,2018-01-01,Completed
35,2519,8,132,2018-01-01,Completed
36,1118,8,142,2018-01-01,Completed
37,1113,8,140,2018-01-01,Completed
38,635,8,140,2018-01-01,Completed
39,1082,8,142,2018-01-01,Completed
40,2645,9,150,2018-01-01,Completed
41,2339,9,151,2018-01-01,Completed
42,2332,10,173,2018-01-01,Cancelled
43,1621,10,174,2018-01-01,Completed
44,1805,10,171,2018-01-01,Completed
45,2459,10,166,2018-01-01,Completed
46,2314,11,185,2018-01-01,Completed
47,2424,11,178,2018-01-01,Completed
48,2069,11,179,2018-01-01,Completed
49,778,11,184,2018-01-01,Completed
50,1885,11,178,2018-01-01,Completed
51,2030,11,179,2018-01-01,Completed
52,2424,11,179,2018-01-01,Completed
53,1940,11,185,2018-01-01,Completed
54,2102,11,184,2018-01-01,Completed
55,849,11,177,2018-01-01,Completed
56,2221,12,191,2018-01-01,Completed
57,1979,12,191,2018-01-01,Completed
58,1486,12,194,2018-01-01,Completed
59,419,1,6,2018-01-02,Completed
60,2304,1,17,2018-01-02,Completed
61,2618,1,17,2018-01-02,Processing
62,363,1,1,2018-01-02,Completed
63,1327,1,6,2018-01-02,Completed
64,1396,1,6,2018-01-02,Completed
65,1818,1,2,2018-01-02,Completed
66,377,1,8,2018-01-02,Completed
67,38,1,20,2018-01-02,Completed
68,1100,1,6,2018-01-02,Completed
69,519,2,34,2018-01-02,Completed
70,1519,2,29,2018-01-02,Completed
71,1388,2,36,2018-01-02,Completed
72,1518,2,36,2018-01-02,Completed
73,1519,2,35,2018-01-02,Completed
74,515,2,34,2018-01-02,Completed
75,2551,2,41,2018-01-02,Completed
76,2537,2,36,2018-01-02,Completed
77,519,2,35,2018-01-02,Completed
78,1942,2,41,2018-01-02,Completed
79,2378,3,65,2018-01-02,Completed
80,1606,3,52,2018-01-02,Completed
81,2137,3,52,2018-01-02,Completed
82,2687,3,52,2018-01-02,Completed
83,1668,3,64,2018-01-02,Completed
84,2401,3,65,2018-01-02,Completed
85,2549,6,110,2018-01-02,Completed
86,2173,6,100,2018-01-02,Completed
87,1202,6,108,2018-01-02,Completed
88,2297,6,100,2018-01-02,Completed
89,1966,6,97,2018-01-02,Completed
90,1539,6,100,2018-01-02,Completed
91,2000,6,97,2018-01-02,Completed
92,2361,6,108,2018-01-02,Completed
93,1909,7,116,2018-01-02,Completed
94,2219,7,129,2018-01-02,Completed
95,914,7,122,2018-01-02,Completed
96,1755,8,140,2018-01-02,Completed
97,1945,8,145,2018-01-02,Completed
98,251,8,143,2018-01-02,Completed
99,176,8,132,2018-01-02,Completed
100,831,8,137,2018-01-02,Completed
101,2407,9,149,2018-01-02,Completed
102,966,10,173,2018-01-02,Completed
103,2408,10,166,2018-01-02,Completed
104,768,10,174,2018-01-02,Completed
105,1791,10,174,2018-01-02,Completed
106,1949,10,173,2018-01-02,Cancelled
107,2513,10,161,2018-01-02,Completed
108,1087,10,161,2018-01-02,Completed
109,2271,11,185,2018-01-02,Cancelled
110,1960,11,177,2018-01-02,Completed
111,2345,11,185,2018-01-02,Completed
112,2560,11,178,2018-01-02,Completed
113,2345,11,186,2018-01-02,Completed
114,591,11,186,2018-01-02,Completed
115,2446,11,184,2018-01-02,Completed
116,2070,12,191,2018-01-02,Completed
117,2156,12,194,2018-01-02,Completed
118,1654,12,194,2018-01-02,Completed
119,700,1,20,2018-01-03,Completed
120,2459,1,10,2018-01-03,Completed
121,2603,1,3,2018-01-03,Completed
122,917,1,8,2018-01-03,Completed
123,90,1,3,2018-01-03,Completed
124,77,1,1,2018-01-03,Completed
125,1368,1,1,2018-01-03,Completed
126,1024,1,8,2018-01-03,Completed
127,1568,2,24,2018-01-03,Completed
128,1605,2,34,2018-01-03,Completed
129,1194,2,36,2018-01-03,Completed
130,2620,2,36,2018-01-03,Completed
131,2568,2,34,2018-01-03,Completed
132,1275,2,41,2018-01-03,Completed
133,1833,2,41,2018-01-03,Completed
134,1705,2,35,2018-01-03,Completed
135,2290,2,34,2018-01-03,Completed
136,1839,2,34,2018-01-03,Completed
137,2517,2,35,2018-01-03,Completed
138,1134,2,24,2018-01-03,Completed
139,2482,2,34,2018-01-03,Completed
140,660,2,43,2018-01-03,Completed
141,1608,2,43,2018-01-03,Completed
142,1701,3,59,2018-01-03,Completed
143,1866,3,65,2018-01-03,Completed
144,2558,3,54,2018-01-03,Completed
145,1594,3,59,2018-01-03,Completed
146,2358,3,54,2018-01-03,Completed
147,1897,3,54,2018-01-03,Completed
148,2648,3,65,2018-01-03,Completed
149,1647,3,64,2018-01-03,Completed
150,2378,3,52,2018-01-03,Completed
151,2240,6,97,2018-01-03,Completed
152,2173,6,97,2018-01-03,Completed
153,1811,6,110,2018-01-03,Cancelled
154,1400,6,109,2018-01-03,Completed
