sal_pay_ID,st_ID,pay_period,base_amount,bonus_amount,deduction_amount,payment_date
5782,1,2025-01,5637.14,0.00,620.09,2025-01-25
5783,2,2025-01,4887.87,0.00,537.67,2025-01-25
5784,3,2025-01,6710.91,0.00,738.20,2025-01-25
5785,4,2025-01,3878.34,0.00,426.62,2025-01-25
5786,5,2025-01,2478.96,0.00,272.69,2025-01-25
5787,6,2025-01,5901.93,0.00,649.21,2025-01-25
5788,7,2025-01,2819.68,0.00,310.16,2025-01-25
5789,8,2025-01,5470.35,0.00,601.74,2025-01-25
5790,9,2025-01,5822.18,0.00,640.44,2025-01-25
5791,10,2025-01,3616.87,0.00,397.86,2025-01-25
5792,11,2025-01,3048.23,0.00,335.31,2025-01-25
5793,12,2025-01,6489.15,0.00,713.81,2025-01-25
5794,13,2025-01,5203.85,0.00,572.42,2025-01-25
5795,14,2025-01,5520.76,0.00,607.28,2025-01-25
5796,15,2025-01,5108.07,0.00,561.89,2025-01-25
5797,16,2025-01,4751.84,0.00,522.70,2025-01-25
5798,18,2025-01,4992.23,0.00,549.15,2025-01-25
5799,19,2025-01,6369.35,0.00,700.63,2025-01-25
5800,20,2025-01,2543.97,0.00,279.84,2025-01-25
5801,21,2025-01,2599.10,0.00,285.90,2025-01-25
5802,22,2025-01,3790.33,0.00,416.94,2025-01-25
5803,23,2025-01,4597.84,0.00,505.76,2025-01-25
5804,24,2025-01,6728.26,0.00,740.11,2025-01-25
5805,25,2025-01,4420.33,0.00,486.24,2025-01-25
5806,26,2025-01,3488.53,0.00,383.74,2025-01-25
5807,27,2025-01,3660.32,0.00,402.64,2025-01-25
5808,28,2025-01,3313.93,0.00,364.53,2025-01-25
5809,29,2025-01,6325.81,0.00,695.84,2025-01-25
5810,30,2025-01,4118.02,0.00,452.98,2025-01-25
5811,31,2025-01,2445.28,0.00,268.98,2025-01-25
5812,32,2025-01,6980.90,0.00,767.90,2025-01-25
5813,33,2025-01,2435.88,0.00,267.95,2025-01-25
5814,34,2025-01,4807.32,0.00,528.81,2025-01-25
5815,35,2025-01,6185.08,0.00,680.36,2025-01-25
5816,36,2025-01,2668.57,0.00,293.54,2025-01-25
5817,37,2025-01,4270.62,0.00,469.77,2025-01-25
5818,38,2025-01,2009.87,0.00,221.09,2025-01-25
5819,39,2025-01,3029.22,0.00,333.21,2025-01-25
5820,40,2025-01,6642.22,0.00,730.64,2025-01-25
5821,41,2025-01,4236.37,0.00,466.00,2025-01-25
5822,42,2025-01,2781.91,0.00,306.01,2025-01-25
5823,43,2025-01,3603.88,0.00,396.43,2025-01-25
5824,44,2025-01,3417.64,0.00,375.94,2025-01-25
5825,45,2025-01,6595.42,0.00,725.50,2025-01-25
5826,46,2025-01,4222.65,0.00,464.49,2025-01-25
5827,47,2025-01,3852.75,0.00,423.80,2025-01-25
5828,49,2025-01,2319.32,0.00,255.13,2025-01-25
5829,50,2025-01,6866.12,0.00,755.27,2025-01-25
5830,51,2025-01,5153.61,0.00,566.90,2025-01-25
5831,52,2025-01,4559.89,0.00,501.59,2025-01-25
5832,53,2025-01,4454.78,0.00,490.03,2025-01-25
5833,54,2025-01,5724.83,0.00,629.73,2025-01-25
5834,55,2025-01,5721.74,0.00,629.39,2025-01-25
5835,56,2025-01,5659.47,0.00,622.54,2025-01-25
5836,57,2025-01,3581.09,0.00,393.92,2025-01-25
5837,58,2025-01,4502.35,0.00,495.26,2025-01-25
5838,59,2025-01,5818.44,0.00,640.03,2025-01-25
5839,60,2025-01,5340.30,0.00,587.43,2025-01-25
5840,61,2025-01,3702.48,0.00,407.27,2025-01-25
5841,62,2025-01,3529.47,0.00,388.24,2025-01-25
5842,63,2025-01,5681.41,0.00,624.96,2025-01-25
5843,64,2025-01,2987.26,0.00,328.60,2025-01-25
5844,65,2025-01,5347.92,0.00,588.27,2025-01-25
5845,66,2025-01,6771.47,0.00,744.86,2025-01-25
5846,67,2025-01,6837.62,0.00,752.14,2025-01-25
5847,68,2025-01,1996.70,0.00,219.64,2025-01-25
5848,69,2025-01,2278.47,0.00,250.63,2025-01-25
5849,70,2025-01,6686.11,0.00,735.47,2025-01-25
5850,71,2025-01,3137.35,0.00,345.11,2025-01-25
5851,72,2025-01,3328.15,0.00,366.10,2025-01-25
5852,73,2025-01,2645.49,0.00,291.00,2025-01-25
5853,74,2025-01,2156.29,0.00,237.19,2025-01-25
5854,75,2025-01,6470.38,0.00,711.74,2025-01-25
5855,76,2025-01,3749.18,0.00,412.41,2025-01-25
5856,77,2025-01,5480.36,0.00,602.84,2025-01-25
5857,78,2025-01,2632.11,0.00,289.53,2025-01-25
5858,80,2025-01,2126.85,0.00,233.95,2025-01-25
5859,81,2025-01,3176.99,0.00,349.47,2025-01-25
5860,82,2025-01,4227.96,0.00,465.08,2025-01-25
5861,83,2025-01,5060.14,0.00,556.62,2025-01-25
5862,84,2025-01,3161.34,0.00,347.75,2025-01-25
5863,85,2025-01,4032.91,0.00,443.62,2025-01-25
5864,86,2025-01,3552.57,0.00,390.78,2025-01-25
5865,87,2025-01,3752.49,0.00,412.77,2025-01-25
5866,88,2025-01,6516.35,0.00,716.80,2025-01-25
5867,89,2025-01,4071.73,0.00,447.89,2025-01-25
5868,90,2025-01,6888.98,0.00,757.79,2025-01-25
5869,91,2025-01,5891.39,0.00,648.05,2025-01-25
5870,92,2025-01,3188.42,0.00,350.73,2025-01-25
5871,93,2025-01,4896.48,0.00,538.61,2025-01-25
5872,94,2025-01,5847.25,0.00,643.20,2025-01-25
5873,95,2025-01,5359.71,0.00,589.57,2025-01-25
5874,96,2025-01,2779.11,0.00,305.70,2025-01-25
5875,97,2025-01,4009.72,0.00,441.07,2025-01-25
5876,98,2025-01,3256.97,0.00,358.27,2025-01-25
5877,99,2025-01,5515.46,0.00,606.70,2025-01-25
5878,100,2025-01,3770.22,0.00,414.72,2025-01-25
5879,101,2025-01,4369.42,0.00,480.64,2025-01-25
5880,102,2025-01,3298.55,0.00,362.84,2025-01-25
5881,103,2025-01,5687.70,0.00,625.65,2025-01-25
5882,104,2025-01,6050.06,0.00,665.51,2025-01-25
5883,105,2025-01,3371.98,0.00,370.92,2025-01-25
5884,106,2025-01,5646.60,0.00,621.13,2025-01-25
5885,107,2025-01,5114.23,0.00,562.57,2025-01-25
5886,108,2025-01,6761.23,0.00,743.74,2025-01-25
5887,109,2025-01,2486.76,0.00,273.54,2025-01-25
5888,110,2025-01,5450.41,0.00,599.55,2025-01-25
5889,111,2025-01,3270.08,0.00,359.71,2025-01-25
5890,112,2025-01,5452.95,0.00,599.82,2025-01-25
5891,113,2025-01,4274.63,0.00,470.21,2025-01-25
5892,114,2025-01,6760.32,0.00,743.64,2025-01-25
5893,1,2025-02,5642.26,0.00,620.65,2025-02-25
5894,2,2025-02,4880.07,0.00,536.81,2025-02-25
5895,3,2025-02,6624.55,0.00,728.70,2025-02-25
5896,4,2025-02,3844.83,0.00,422.93,2025-02-25
5897,5,2025-02,2480.81,0.00,272.89,2025-02-25
5898,6,2025-02,5877.10,0.00,646.48,2025-02-25
5899,7,2025-02,2796.24,0.00,307.59,2025-02-25
5900,8,2025-02,5450.69,0.00,599.58,2025-02-25
5901,9,2025-02,5734.14,0.00,630.76,2025-02-25
5902,10,2025-02,3650.19,0.00,401.52,2025-02-25
5903,11,2025-02,3052.00,0.00,335.72,2025-02-25
5904,12,2025-02,6485.85,0.00,713.44,2025-02-25
5905,13,2025-02,5229.47,0.00,575.24,2025-02-25
5906,14,2025-02,5491.52,0.00,604.07,2025-02-25
5907,15,2025-02,5080.43,0.00,558.85,2025-02-25
5908,16,2025-02,4824.95,0.00,530.74,2025-02-25
5909,18,2025-02,4986.29,0.00,548.49,2025-02-25
5910,19,2025-02,6328.85,0.00,696.17,2025-02-25
5911,20,2025-02,2576.50,0.00,283.42,2025-02-25
5912,21,2025-02,2663.81,0.00,293.02,2025-02-25
5913,22,2025-02,3784.99,0.00,416.35,2025-02-25
5914,23,2025-02,4747.47,0.00,522.22,2025-02-25
5915,24,2025-02,6739.96,0.00,741.40,2025-02-25
5916,25,2025-02,4457.90,0.00,490.37,2025-02-25
5917,26,2025-02,3558.80,0.00,391.47,2025-02-25
5918,27,2025-02,3670.53,0.00,403.76,2025-02-25
5919,28,2025-02,3319.61,0.00,365.16,2025-02-25
5920,29,2025-02,6257.32,0.00,688.31,2025-02-25
