order_ID,cus_ID,br_ID,st_ID,order_date,order_status
290710,2015,1,23,2025-01-01,Completed
290711,12769,3,54,2025-01-01,Completed
290712,6408,1,4,2025-01-01,Completed
290713,201,1,26,2025-01-01,Completed
290714,1187,5,92,2025-01-01,Completed
290715,24213,1,11,2025-01-01,Completed
290716,11301,2,37,2025-01-01,Completed
290717,15444,2,40,2025-01-01,Completed
290718,30073,4,76,2025-01-01,Completed
290719,3427,1,7,2025-01-01,Completed
290720,13594,6,101,2025-01-01,Completed
290721,845,2,47,2025-01-01,Completed
290722,12676,4,74,2025-01-01,Completed
290723,4869,1,12,2025-01-01,Completed
290724,3410,1,5,2025-01-01,Completed
290725,11118,1,22,2025-01-01,Cancelled
290726,29795,6,104,2025-01-01,Completed
290727,26796,6,104,2025-01-01,Completed
290728,84,5,93,2025-01-01,Completed
290729,10186,5,91,2025-01-01,Completed
290730,30077,4,67,2025-01-01,Completed
290731,20047,2,29,2025-01-01,Cancelled
290732,28219,1,1,2025-01-01,Completed
290733,31813,1,19,2025-01-01,Completed
290734,9250,3,54,2025-01-01,Completed
290735,31359,3,65,2025-01-01,Completed
290736,29310,1,21,2025-01-01,Completed
290737,382,4,74,2025-01-01,Completed
290738,24350,3,61,2025-01-01,Completed
290739,3643,2,46,2025-01-01,Completed
290740,7605,1,26,2025-01-01,Completed
290741,6580,4,80,2025-01-01,Completed
290742,30345,2,39,2025-01-01,Completed
290743,26645,2,39,2025-01-01,Cancelled
290744,29530,2,44,2025-01-01,Completed
290745,29026,1,20,2025-01-01,Completed
290746,9675,4,71,2025-01-01,Completed
290747,2327,1,16,2025-01-01,Completed
290748,28064,2,39,2025-01-01,Completed
290749,13751,3,65,2025-01-01,Completed
290750,27734,2,39,2025-01-01,Completed
290751,7143,2,28,2025-01-01,Completed
290752,14194,4,67,2025-01-01,Completed
290753,28274,4,81,2025-01-01,Completed
290754,22265,3,54,2025-01-01,Completed
290755,24746,2,42,2025-01-01,Completed
290756,16014,1,6,2025-01-01,Completed
290757,22859,3,55,2025-01-01,Completed
290758,9741,2,36,2025-01-01,Completed
290759,26377,4,77,2025-01-01,Completed
290760,8159,3,58,2025-01-01,Completed
290761,6417,1,11,2025-01-01,Completed
290762,11041,2,38,2025-01-01,Completed
