sal_pay_ID,st_ID,pay_period,base_amount,bonus_amount,deduction_amount,payment_date
13954,1,2024-01,5230.16,0.00,575.32,2024-01-25
13955,3,2024-01,1961.71,0.00,215.79,2024-01-25
13956,4,2024-01,1723.71,0.00,189.61,2024-01-25
13957,5,2024-01,2600.10,0.00,286.01,2024-01-25
13958,6,2024-01,1973.53,0.00,217.09,2024-01-25
13959,8,2024-01,1785.01,0.00,196.35,2024-01-25
13960,10,2024-01,1905.66,0.00,209.62,2024-01-25
13961,11,2024-01,3188.78,0.00,350.77,2024-01-25
13962,12,2024-01,2566.83,0.00,282.35,2024-01-25
13963,13,2024-01,3367.04,0.00,370.37,2024-01-25
13964,14,2024-01,3191.17,0.00,351.03,2024-01-25
13965,15,2024-01,2057.43,0.00,226.32,2024-01-25
13966,16,2024-01,2568.06,0.00,282.49,2024-01-25
13967,17,2024-01,1756.33,0.00,193.20,2024-01-25
13968,18,2024-01,1992.76,0.00,219.20,2024-01-25
13969,19,2024-01,1993.48,0.00,219.28,2024-01-25
13970,20,2024-01,1844.89,0.00,202.94,2024-01-25
13971,22,2024-01,1903.99,0.00,209.44,2024-01-25
13972,24,2024-01,5207.04,0.00,572.77,2024-01-25
13973,25,2024-01,3400.13,0.00,374.01,2024-01-25
13974,26,2024-01,2366.31,0.00,260.29,2024-01-25
13975,28,2024-01,3368.54,0.00,370.54,2024-01-25
13976,29,2024-01,1798.08,0.00,197.79,2024-01-25
13977,30,2024-01,2437.61,0.00,268.14,2024-01-25
13978,31,2024-01,1839.10,0.00,202.30,2024-01-25
13979,32,2024-01,1932.59,0.00,212.58,2024-01-25
13980,33,2024-01,2435.72,0.00,267.93,2024-01-25
13981,35,2024-01,2124.52,0.00,233.70,2024-01-25
13982,36,2024-01,2067.42,0.00,227.42,2024-01-25
13983,37,2024-01,2494.66,0.00,274.41,2024-01-25
13984,38,2024-01,3375.21,0.00,371.27,2024-01-25
13985,39,2024-01,1998.68,0.00,219.85,2024-01-25
13986,41,2024-01,2102.31,0.00,231.25,2024-01-25
13987,43,2024-01,1961.22,0.00,215.73,2024-01-25
13988,44,2024-01,2079.19,0.00,228.71,2024-01-25
13989,45,2024-01,1715.57,0.00,188.71,2024-01-25
13990,46,2024-01,2017.60,0.00,221.94,2024-01-25
13991,48,2024-01,1915.95,0.00,210.75,2024-01-25
13992,49,2024-01,5536.52,0.00,609.02,2024-01-25
13993,50,2024-01,2363.71,0.00,260.01,2024-01-25
13994,51,2024-01,1802.16,0.00,198.24,2024-01-25
13995,52,2024-01,2008.92,0.00,220.98,2024-01-25
13996,53,2024-01,2297.50,0.00,252.72,2024-01-25
13997,55,2024-01,1781.48,0.00,195.96,2024-01-25
13998,56,2024-01,3049.47,0.00,335.44,2024-01-25
13999,57,2024-01,1866.74,0.00,205.34,2024-01-25
14000,59,2024-01,2061.91,0.00,226.81,2024-01-25
14001,60,2024-01,2426.72,0.00,266.94,2024-01-25
14002,61,2024-01,3135.29,0.00,344.88,2024-01-25
14003,62,2024-01,2489.05,0.00,273.80,2024-01-25
14004,63,2024-01,1809.75,0.00,199.07,2024-01-25
14005,64,2024-01,1835.59,0.00,201.91,2024-01-25
14006,66,2024-01,1775.75,0.00,195.33,2024-01-25
14007,68,2024-01,5055.37,0.00,556.09,2024-01-25
14008,69,2024-01,3092.87,0.00,340.22,2024-01-25
14009,70,2024-01,1895.12,0.00,208.46,2024-01-25
14010,71,2024-01,1985.73,0.00,218.43,2024-01-25
14011,72,2024-01,3016.54,0.00,331.82,2024-01-25
14012,73,2024-01,2420.92,0.00,266.30,2024-01-25
14013,75,2024-01,1729.88,0.00,190.29,2024-01-25
14014,77,2024-01,2455.14,0.00,270.07,2024-01-25
14015,78,2024-01,2067.78,0.00,227.46,2024-01-25
14016,80,2024-01,1801.97,0.00,198.22,2024-01-25
14017,81,2024-01,2015.80,0.00,221.74,2024-01-25
14018,82,2024-01,2066.93,0.00,227.36,2024-01-25
14019,83,2024-01,1962.37,0.00,215.86,2024-01-25
14020,84,2024-01,4900.63,0.00,539.07,2024-01-25
14021,86,2024-01,2015.87,0.00,221.75,2024-01-25
14022,87,2024-01,2225.61,0.00,244.82,2024-01-25
14023,88,2024-01,3191.41,0.00,351.06,2024-01-25
14024,89,2024-01,1818.85,0.00,200.07,2024-01-25
14025,90,2024-01,1756.16,0.00,193.18,2024-01-25
14026,91,2024-01,3444.92,0.00,378.94,2024-01-25
14027,92,2024-01,1696.11,0.00,186.57,2024-01-25
14028,93,2024-01,2221.38,0.00,244.35,2024-01-25
14029,94,2024-01,2442.56,0.00,268.68,2024-01-25
