purchase_ID,product_ID,br_ID,sup_ID,purchase_qty,purchase_date,purchase_unit_cost
28776,2,1,6,61,2024-01-03,15.53
28777,4,1,6,115,2024-01-03,17.65
28778,6,1,6,88,2024-01-03,9.34
28779,8,1,2,65,2024-01-03,13.57
28780,10,1,2,77,2024-01-03,17.43
28781,12,1,2,47,2024-01-03,34.05
28782,14,1,4,72,2024-01-03,27.44
28783,16,1,2,80,2024-01-03,55.37
28784,18,1,2,54,2024-01-03,24.11
28785,20,1,6,45,2024-01-03,16.23
28786,22,1,6,58,2024-01-03,19.44
28787,24,1,5,68,2024-01-03,25.96
28788,26,1,3,61,2024-01-03,20.72
28789,28,1,6,94,2024-01-03,16.51
28790,30,1,1,59,2024-01-03,33.25
28791,32,1,2,51,2024-01-03,25.46
28792,34,1,4,70,2024-01-03,34.61
28793,36,1,3,45,2024-01-03,25.77
28794,38,1,3,59,2024-01-03,23.38
28795,40,1,3,81,2024-01-03,24.26
28796,42,1,4,63,2024-01-03,9.94
28797,44,1,5,75,2024-01-03,28.01
28798,46,1,2,101,2024-01-03,28.97
28799,48,1,6,67,2024-01-03,37.51
28800,2,2,6,83,2024-01-03,13.28
28801,4,2,6,109,2024-01-03,17.22
28802,6,2,1,71,2024-01-03,10.82
28803,8,2,6,90,2024-01-03,13.07
28804,10,2,6,92,2024-01-03,16.87
28805,12,2,2,48,2024-01-03,41.55
28806,14,2,4,56,2024-01-03,22.70
28807,16,2,2,49,2024-01-03,45.91
28808,18,2,6,37,2024-01-03,24.23
28809,20,2,6,63,2024-01-03,17.26
28810,22,2,2,74,2024-01-03,18.52
28811,24,2,5,61,2024-01-03,26.03
28812,26,2,5,56,2024-01-03,22.75
28813,28,2,1,87,2024-01-03,15.35
28814,30,2,1,74,2024-01-03,34.94
28815,32,2,4,75,2024-01-03,25.65
28816,34,2,2,38,2024-01-03,35.75
28817,36,2,3,70,2024-01-03,27.74
28818,38,2,3,39,2024-01-03,22.16
28819,40,2,5,70,2024-01-03,30.72
28820,42,2,6,63,2024-01-03,8.93
28821,44,2,3,80,2024-01-03,23.43
28822,46,2,2,70,2024-01-03,29.87
28823,48,2,6,102,2024-01-03,36.75
28824,2,3,1,51,2024-01-03,13.68
28825,4,3,6,56,2024-01-03,17.27
28826,6,3,1,49,2024-01-03,9.56
28827,8,3,2,40,2024-01-03,12.95
28828,10,3,6,48,2024-01-03,16.51
28829,12,3,2,35,2024-01-03,38.53
28830,14,3,2,49,2024-01-03,28.16
28831,16,3,4,44,2024-01-03,51.99
28832,18,3,2,50,2024-01-03,24.87
28833,20,3,2,51,2024-01-03,16.17
28834,22,3,2,47,2024-01-03,23.23
28835,24,3,3,54,2024-01-03,21.69
28836,26,3,3,67,2024-01-03,24.14
28837,28,3,6,75,2024-01-03,15.96
28838,30,3,6,52,2024-01-03,32.45
28839,32,3,2,47,2024-01-03,26.58
28840,34,3,4,63,2024-01-03,33.39
28841,36,3,3,55,2024-01-03,27.64
28842,38,3,5,28,2024-01-03,20.70
28843,40,3,3,65,2024-01-03,27.33
28844,42,3,6,60,2024-01-03,10.09
28845,44,3,3,60,2024-01-03,25.16
28846,46,3,6,67,2024-01-03,30.59
28847,48,3,1,46,2024-01-03,36.66
28848,2,4,1,26,2024-01-03,13.34
28849,4,4,6,39,2024-01-03,16.23
28850,6,4,1,49,2024-01-03,10.62
28851,8,4,6,35,2024-01-03,13.88
28852,12,4,2,30,2024-01-03,32.84
28853,14,4,2,34,2024-01-03,23.28
28854,16,4,2,35,2024-01-03,56.07
28855,18,4,6,42,2024-01-03,25.23
28856,22,4,2,66,2024-01-03,18.27
