purchase_ID,product_ID,br_ID,sup_ID,purchase_qty,purchase_date,purchase_unit_cost
33431,1,14,6,57,2024-01-01,12.96
33432,2,14,6,25,2024-01-01,13.97
33433,3,14,1,25,2024-01-01,9.61
33434,4,14,6,59,2024-01-01,15.98
33435,5,14,3,32,2024-01-01,13.63
33436,6,14,6,59,2024-01-01,16.77
33437,7,14,2,37,2024-01-01,13.03
33438,8,14,2,43,2024-01-01,14.43
33439,9,14,5,58,2024-01-01,13.24
33440,10,14,4,37,2024-01-01,18.29
33441,11,14,3,40,2024-01-01,15.98
33442,12,14,2,54,2024-01-01,35.08
33443,13,14,4,51,2024-01-01,28.65
33444,14,14,4,32,2024-01-01,27.38
33445,15,14,4,37,2024-01-01,47.54
33446,16,14,4,25,2024-01-01,52.92
33447,17,14,3,41,2024-01-01,38.42
33448,18,14,2,45,2024-01-01,62.76
33449,19,14,2,26,2024-01-01,26.51
33450,20,14,2,39,2024-01-01,27.73
33451,21,14,2,37,2024-01-01,17.67
33452,22,14,2,32,2024-01-01,40.30
33453,23,14,5,32,2024-01-01,21.13
33454,24,14,4,32,2024-01-01,37.03
33455,25,14,3,59,2024-01-01,20.70
33456,26,14,5,60,2024-01-01,24.41
33457,27,14,3,46,2024-01-01,20.40
33458,28,14,5,43,2024-01-01,21.74
33459,29,14,3,37,2024-01-01,17.90
33460,30,14,1,50,2024-01-01,12.78
33461,31,14,6,50,2024-01-01,17.89
33462,32,14,6,54,2024-01-01,28.65
33463,33,14,6,60,2024-01-01,17.15
33464,34,14,5,41,2024-01-01,14.72
33465,35,14,3,49,2024-01-01,22.79
33466,36,14,2,35,2024-01-01,26.67
33467,37,14,2,43,2024-01-01,19.60
33468,38,14,2,28,2024-01-01,32.62
33469,39,14,6,37,2024-01-01,32.13
33470,40,14,6,40,2024-01-01,7.59
33471,41,14,6,37,2024-01-01,8.59
33472,42,14,2,59,2024-01-01,11.71
33473,43,14,3,50,2024-01-01,20.19
33474,44,14,3,31,2024-01-01,26.68
33475,45,14,1,33,2024-01-01,22.03
33476,46,14,5,33,2024-01-01,15.33
33477,47,14,3,42,2024-01-01,17.30
33478,48,14,5,43,2024-01-01,24.15
33479,1,15,1,59,2024-01-01,13.01
33480,2,15,1,48,2024-01-01,14.16
33481,3,15,1,46,2024-01-01,11.86
33482,4,15,6,40,2024-01-01,20.44
33483,5,15,5,53,2024-01-01,14.95
33484,6,15,6,27,2024-01-01,15.21
33485,7,15,6,52,2024-01-01,13.70
33486,8,15,2,48,2024-01-01,13.68
33487,9,15,5,38,2024-01-01,13.83
33488,10,15,4,45,2024-01-01,16.54
33489,11,15,3,57,2024-01-01,19.38
33490,12,15,2,37,2024-01-01,38.73
33491,13,15,4,29,2024-01-01,28.81
33492,14,15,2,36,2024-01-01,24.57
33493,15,15,4,36,2024-01-01,48.20
33494,16,15,2,60,2024-01-01,47.58
33495,17,15,3,31,2024-01-01,37.59
33496,18,15,2,58,2024-01-01,55.60
33497,19,15,6,60,2024-01-01,22.82
33498,20,15,2,32,2024-01-01,31.19
33499,21,15,6,29,2024-01-01,19.05
33500,22,15,4,27,2024-01-01,39.19
33501,23,15,5,27,2024-01-01,19.13
33502,24,15,2,56,2024-01-01,35.93
33503,25,15,5,55,2024-01-01,21.31
33504,26,15,3,52,2024-01-01,26.58
33505,27,15,5,54,2024-01-01,17.10
33506,28,15,5,60,2024-01-01,19.78
33507,29,15,3,26,2024-01-01,21.76
33508,30,15,6,56,2024-01-01,15.52
33509,31,15,6,34,2024-01-01,15.33
33510,32,15,6,28,2024-01-01,27.86
33511,33,15,6,27,2024-01-01,15.93
33512,34,15,3,51,2024-01-01,13.05
33513,35,15,3,32,2024-01-01,22.42
33514,36,15,2,54,2024-01-01,28.77
33515,37,15,2,57,2024-01-01,19.50
33516,38,15,2,54,2024-01-01,29.31
33517,39,15,2,54,2024-01-01,35.80
33518,40,15,4,54,2024-01-01,6.61
33519,41,15,4,50,2024-01-01,8.41
33520,42,15,6,59,2024-01-01,9.43
33521,43,15,3,57,2024-01-01,19.92
33522,44,15,3,43,2024-01-01,29.65
33523,45,15,6,55,2024-01-01,24.60
33524,46,15,5,32,2024-01-01,14.74
33525,47,15,3,28,2024-01-01,15.86
33526,48,15,5,25,2024-01-01,25.34
33527,1,16,1,27,2024-01-01,13.39
33528,2,16,1,50,2024-01-01,13.31
33529,3,16,6,46,2024-01-01,12.08
33530,4,16,4,59,2024-01-01,18.82
33531,5,16,5,59,2024-01-01,12.82
33532,6,16,2,40,2024-01-01,14.65
33533,7,16,2,32,2024-01-01,13.61
33534,8,16,2,36,2024-01-01,16.26
33535,9,16,3,44,2024-01-01,14.43
33536,10,16,2,48,2024-01-01,17.51
33537,11,16,3,29,2024-01-01,19.23
33538,12,16,2,51,2024-01-01,35.41
33539,13,16,4,40,2024-01-01,31.63
33540,14,16,2,60,2024-01-01,27.78
33541,15,16,2,37,2024-01-01,53.25
33542,16,16,2,59,2024-01-01,56.10
33543,17,16,3,51,2024-01-01,36.97
33544,18,16,2,25,2024-01-01,57.15
33545,19,16,6,47,2024-01-01,25.08
33546,20,16,2,39,2024-01-01,27.36
33547,21,16,2,47,2024-01-01,18.48
33548,22,16,4,56,2024-01-01,44.03
33549,23,16,5,46,2024-01-01,21.28
33550,24,16,4,25,2024-01-01,31.00
33551,25,16,3,25,2024-01-01,23.49
33552,26,16,3,35,2024-01-01,26.64
33553,27,16,5,38,2024-01-01,18.71
33554,28,16,5,50,2024-01-01,24.80
33555,29,16,3,43,2024-01-01,20.12
33556,30,16,6,49,2024-01-01,14.82
33557,31,16,1,33,2024-01-01,18.51
33558,32,16,6,29,2024-01-01,29.21
33559,33,16,6,54,2024-01-01,18.55
33560,34,16,5,47,2024-01-01,13.11
33561,35,16,3,30,2024-01-01,23.85
33562,36,16,4,38,2024-01-01,31.00
33563,37,16,4,29,2024-01-01,20.75
33564,38,16,4,29,2024-01-01,35.45
33565,39,16,6,37,2024-01-01,35.62
33566,40,16,6,59,2024-01-01,7.37
33567,41,16,4,33,2024-01-01,9.91
33568,42,16,2,26,2024-01-01,11.36
33569,43,16,3,25,2024-01-01,20.78
33570,44,16,3,40,2024-01-01,25.88
33571,45,16,6,55,2024-01-01,21.07
33572,46,16,3,37,2024-01-01,15.21
33573,47,16,5,47,2024-01-01,17.77
33574,48,16,5,46,2024-01-01,22.26
33575,1,17,6,44,2024-01-01,11.34
33576,2,17,1,49,2024-01-01,13.05
33577,3,17,1,31,2024-01-01,10.28
33578,4,17,4,40,2024-01-01,19.76
33579,5,17,5,49,2024-01-01,13.62
33580,6,17,6,52,2024-01-01,13.41
33581,7,17,2,47,2024-01-01,12.95
33582,8,17,6,29,2024-01-01,14.86
33583,9,17,5,38,2024-01-01,13.51
33584,10,17,2,30,2024-01-01,16.26
33585,11,17,3,44,2024-01-01,18.15
33586,12,17,2,46,2024-01-01,39.91
33587,13,17,4,47,2024-01-01,30.90
33588,14,17,4,46,2024-01-01,25.04
33589,15,17,4,29,2024-01-01,42.82
33590,16,17,4,46,2024-01-01,50.15
33591,17,17,3,58,2024-01-01,38.76
33592,18,17,2,45,2024-01-01,60.41
33593,19,17,2,54,2024-01-01,25.30
33594,20,17,6,56,2024-01-01,30.60
33595,21,17,6,52,2024-01-01,16.34
33596,22,17,4,57,2024-01-01,41.39
