res_det_ID,res_ID,st_ID,serv_ID,start_time,end_time,serv_discount,serv_tax
97597,73860,16,8,2024-01-01 16:45:00,2024-01-01 18:15:00,0.00,28.80
97598,73860,16,18,2024-01-01 18:15:00,2024-01-01 18:35:00,0.00,4.05
97599,73861,46,2,2024-01-01 12:30:00,2024-01-01 13:15:00,7.20,4.97
97600,73862,52,13,2024-01-01 15:30:00,2024-01-01 16:45:00,7.20,13.97
97601,73863,80,4,2024-01-01 19:00:00,2024-01-01 20:00:00,9.98,7.95
97602,73864,61,10,2024-01-01 14:15:00,2024-01-01 15:15:00,18.00,12.42
97603,73865,75,10,2024-01-01 15:00:00,2024-01-01 16:00:00,0.00,13.50
97604,73866,71,4,2024-01-01 18:00:00,2024-01-01 19:00:00,4.27,8.29
97605,73866,71,15,2024-01-01 19:00:00,2024-01-01 19:30:00,2.48,4.80
97606,73867,62,11,2024-01-01 15:30:00,2024-01-01 16:45:00,0.00,16.20
97607,73868,96,10,2024-01-01 15:30:00,2024-01-01 16:30:00,6.75,13.09
97608,73869,97,7,2024-01-01 17:00:00,2024-01-01 18:30:00,29.40,23.44
97609,73869,97,15,2024-01-01 18:30:00,2024-01-01 19:00:00,5.78,4.60
97610,73870,83,6,2024-01-01 17:45:00,2024-01-01 19:00:00,0.00,14.85
97611,73870,83,15,2024-01-01 19:00:00,2024-01-01 19:30:00,0.00,4.95
97612,73871,135,2,2024-01-01 17:00:00,2024-01-01 17:45:00,0.00,5.40
97613,73872,122,6,2024-01-01 18:15:00,2024-01-01 19:30:00,7.42,14.40
97614,73873,119,10,2024-01-01 15:00:00,2024-01-01 16:00:00,15.75,12.55
97615,73874,171,11,2024-01-01 15:00:00,2024-01-01 16:15:00,0.00,16.20
97616,73874,171,14,2024-01-01 16:15:00,2024-01-01 16:30:00,0.00,3.15
97617,73875,184,2,2024-01-01 17:15:00,2024-01-01 18:00:00,6.30,5.02
97618,73876,178,1,2024-01-01 17:15:00,2024-01-01 18:15:00,0.00,6.75
97619,73877,194,12,2024-01-01 19:00:00,2024-01-01 20:00:00,23.40,10.30
97620,73878,204,8,2024-01-01 18:30:00,2024-01-01 20:00:00,0.00,28.80
97621,73879,217,1,2024-01-01 11:30:00,2024-01-01 12:30:00,5.62,6.41
97622,73879,217,16,2024-01-01 12:30:00,2024-01-01 13:00:00,3.00,3.42
97623,73880,226,9,2024-01-01 18:45:00,2024-01-01 20:00:00,11.25,21.82
97624,73881,241,11,2024-01-01 18:45:00,2024-01-01 20:00:00,8.10,15.71
97625,73882,308,9,2024-01-01 15:45:00,2024-01-01 17:00:00,0.00,22.50
97626,73883,21,5,2024-01-02 16:00:00,2024-01-02 17:15:00,23.10,18.41
97627,73883,21,15,2024-01-02 17:15:00,2024-01-02 17:45:00,5.78,4.60
97628,73884,9,13,2024-01-02 12:00:00,2024-01-02 13:15:00,12.00,13.68
97629,73884,9,15,2024-01-02 13:15:00,2024-01-02 13:45:00,4.12,4.70
97630,73885,8,1,2024-01-02 15:00:00,2024-01-02 16:00:00,13.50,5.94
97631,73885,8,14,2024-01-02 16:00:00,2024-01-02 16:15:00,6.30,2.77
97632,73886,3,3,2024-01-02 17:15:00,2024-01-02 18:30:00,4.95,9.60
97633,73886,3,15,2024-01-02 18:30:00,2024-01-02 19:00:00,2.48,4.80
97634,73887,13,8,2024-01-02 15:15:00,2024-01-02 16:45:00,0.00,28.80
97635,73888,9,6,2024-01-02 15:00:00,2024-01-02 16:15:00,0.00,14.85
97636,73889,4,9,2024-01-02 13:30:00,2024-01-02 14:45:00,18.75,21.38
97637,73890,7,3,2024-01-02 17:15:00,2024-01-02 18:30:00,4.95,9.60
97638,73891,21,9,2024-01-02 18:45:00,2024-01-02 20:00:00,11.25,21.82
97639,73892,58,12,2024-01-02 16:00:00,2024-01-02 17:00:00,23.40,10.30
97640,73892,58,14,2024-01-02 17:00:00,2024-01-02 17:15:00,6.30,2.77
97641,73893,59,1,2024-01-02 11:30:00,2024-01-02 12:30:00,19.12,5.60
97642,73893,59,15,2024-01-02 12:30:00,2024-01-02 13:00:00,14.02,4.11
97643,73894,31,8,2024-01-02 17:15:00,2024-01-02 18:45:00,33.60,26.78
97644,73895,42,10,2024-01-02 12:45:00,2024-01-02 13:45:00,27.00,11.88
97645,73896,72,17,2024-01-02 16:00:00,2024-01-02 17:30:00,39.90,31.81
97646,73897,85,2,2024-01-02 12:15:00,2024-01-02 13:00:00,7.20,4.97
97647,73898,97,11,2024-01-02 17:30:00,2024-01-02 18:45:00,18.90,15.07
