order_ID,cus_ID,br_ID,st_ID,order_date,order_status
222297,1758,1,20,2024-01-01,Completed
222298,5356,1,23,2024-01-01,Completed
222299,8336,1,6,2024-01-01,Completed
222300,16033,1,26,2024-01-01,Completed
222301,18659,1,26,2024-01-01,Completed
222302,25725,1,10,2024-01-01,Completed
222303,23137,1,10,2024-01-01,Completed
222304,21211,1,1,2024-01-01,Completed
222305,4219,1,22,2024-01-01,Completed
222306,11328,2,45,2024-01-01,Completed
222307,22374,2,44,2024-01-01,Completed
222308,13428,2,49,2024-01-01,Completed
222309,24461,2,55,2024-01-01,Completed
222310,4175,2,43,2024-01-01,Cancelled
222311,2255,2,55,2024-01-01,Completed
222312,3650,2,43,2024-01-01,Completed
222313,23882,2,35,2024-01-01,Completed
222314,25711,2,49,2024-01-01,Completed
222315,349,2,28,2024-01-01,Completed
222316,4487,2,55,2024-01-01,Completed
222317,18139,2,47,2024-01-01,Completed
222318,20235,2,51,2024-01-01,Completed
222319,22188,2,51,2024-01-01,Completed
222320,5497,2,55,2024-01-01,Completed
222321,25841,2,51,2024-01-01,Completed
222322,9929,2,50,2024-01-01,Completed
222323,16690,2,50,2024-01-01,Completed
222324,2250,2,49,2024-01-01,Completed
222325,24830,2,50,2024-01-01,Completed
222326,18821,2,55,2024-01-01,Cancelled
222327,23089,2,43,2024-01-01,Completed
222328,20487,2,45,2024-01-01,Completed
222329,18467,3,66,2024-01-01,Completed
222330,5193,3,60,2024-01-01,Completed
222331,12804,3,76,2024-01-01,Completed
222332,3414,3,81,2024-01-01,Completed
222333,6492,3,79,2024-01-01,Completed
222334,17033,4,91,2024-01-01,Completed
222335,24678,4,99,2024-01-01,Completed
222336,12225,4,92,2024-01-01,Completed
222337,23035,4,99,2024-01-01,Completed
222338,14108,4,82,2024-01-01,Completed
222339,14818,4,82,2024-01-01,Completed
222340,25786,4,99,2024-01-01,Completed
222341,24598,4,82,2024-01-01,Completed
222342,25799,4,91,2024-01-01,Completed
222343,12697,4,84,2024-01-01,Completed
222344,20529,4,92,2024-01-01,Completed
222345,13890,5,111,2024-01-01,Completed
222346,9255,5,111,2024-01-01,Completed
