res_det_ID,res_ID,st_ID,serv_ID,start_time,end_time,serv_discount,serv_tax
1,1,19,12,2018-01-01 11:00:00,2018-01-01 12:00:00,10.40,7.18
2,2,42,11,2018-01-01 16:15:00,2018-01-01 17:30:00,0.00,10.80
3,3,31,11,2018-01-01 17:15:00,2018-01-01 18:30:00,0.00,10.80
4,3,31,14,2018-01-01 18:30:00,2018-01-01 18:45:00,0.00,2.10
5,4,39,11,2018-01-01 14:00:00,2018-01-01 15:15:00,9.00,10.26
6,4,39,16,2018-01-01 15:15:00,2018-01-01 15:45:00,2.00,2.28
7,5,58,6,2018-01-01 13:30:00,2018-01-01 14:45:00,13.20,9.11
8,5,58,14,2018-01-01 14:45:00,2018-01-01 15:00:00,2.80,1.93
9,6,63,10,2018-01-01 14:00:00,2018-01-01 15:00:00,7.50,8.55
10,7,60,1,2018-01-01 17:00:00,2018-01-01 18:00:00,0.00,4.50
11,8,61,10,2018-01-01 14:30:00,2018-01-01 15:30:00,12.00,8.28
12,8,61,16,2018-01-01 15:30:00,2018-01-01 16:00:00,3.20,2.21
13,9,104,4,2018-01-01 13:15:00,2018-01-01 14:15:00,4.75,5.42
14,10,105,9,2018-01-01 12:45:00,2018-01-01 14:00:00,20.00,13.80
15,10,105,15,2018-01-01 14:00:00,2018-01-01 14:30:00,4.40,3.04
16,11,101,8,2018-01-01 18:30:00,2018-01-01 20:00:00,9.60,18.62
17,12,101,9,2018-01-01 11:45:00,2018-01-01 13:00:00,12.50,14.25
18,13,101,10,2018-01-01 17:00:00,2018-01-01 18:00:00,0.00,9.00
19,14,127,2,2018-01-01 19:15:00,2018-01-01 20:00:00,7.20,3.17
20,15,127,9,2018-01-01 11:30:00,2018-01-01 12:45:00,20.00,13.80
21,16,125,7,2018-01-01 13:30:00,2018-01-01 15:00:00,14.00,15.96
22,17,141,9,2018-01-01 16:00:00,2018-01-01 17:15:00,17.50,13.95
23,18,141,12,2018-01-01 19:00:00,2018-01-01 20:00:00,3.90,7.57
24,19,144,11,2018-01-01 17:45:00,2018-01-01 19:00:00,12.60,10.04
25,20,159,7,2018-01-01 14:30:00,2018-01-01 16:00:00,22.40,15.46
26,21,172,1,2018-01-01 11:00:00,2018-01-01 12:00:00,3.75,4.27
27,21,172,15,2018-01-01 12:00:00,2018-01-01 12:30:00,2.75,3.13
28,22,170,2,2018-01-01 10:00:00,2018-01-01 10:45:00,10.20,2.99
29,22,170,15,2018-01-01 10:45:00,2018-01-01 11:15:00,9.35,2.74
30,23,167,8,2018-01-01 13:00:00,2018-01-01 14:30:00,25.60,17.66
31,24,170,13,2018-01-01 14:00:00,2018-01-01 15:15:00,8.00,9.12
32,24,170,15,2018-01-01 15:15:00,2018-01-01 15:45:00,2.75,3.13
33,25,169,4,2018-01-01 19:00:00,2018-01-01 20:00:00,6.65,5.30
34,26,188,11,2018-01-01 18:45:00,2018-01-01 20:00:00,0.00,10.80
35,27,197,5,2018-01-01 10:30:00,2018-01-01 11:45:00,17.60,12.14
36,28,5,5,2018-01-02 15:45:00,2018-01-02 17:00:00,0.00,13.20
37,29,19,8,2018-01-02 18:30:00,2018-01-02 20:00:00,0.00,19.20
38,30,18,8,2018-01-02 11:00:00,2018-01-02 12:30:00,25.60,17.66
39,31,16,2,2018-01-02 17:30:00,2018-01-02 18:15:00,0.00,3.60
40,32,33,10,2018-01-02 16:30:00,2018-01-02 17:30:00,4.50,8.73
41,33,38,1,2018-01-02 14:15:00,2018-01-02 15:15:00,6.00,4.14
42,34,53,4,2018-01-02 15:15:00,2018-01-02 16:15:00,0.00,5.70
43,35,58,10,2018-01-02 17:45:00,2018-01-02 18:45:00,0.00,9.00
44,35,58,16,2018-01-02 18:45:00,2018-01-02 19:15:00,0.00,2.40
45,36,101,5,2018-01-02 18:00:00,2018-01-02 19:15:00,26.40,11.62
46,36,101,16,2018-01-02 19:15:00,2018-01-02 19:45:00,4.80,2.11
47,37,104,10,2018-01-02 18:30:00,2018-01-02 19:30:00,10.50,8.37
48,38,103,13,2018-01-02 16:15:00,2018-01-02 17:30:00,4.80,9.31
49,38,103,16,2018-01-02 17:30:00,2018-01-02 18:00:00,1.20,2.33
50,39,101,13,2018-01-02 10:00:00,2018-01-02 11:15:00,8.00,9.12
51,40,120,8,2018-01-02 17:45:00,2018-01-02 19:15:00,22.40,17.86
52,40,120,16,2018-01-02 19:15:00,2018-01-02 19:45:00,2.80,2.23
53,41,133,6,2018-01-02 15:30:00,2018-01-02 16:45:00,4.95,9.60
54,41,133,14,2018-01-02 16:45:00,2018-01-02 17:00:00,1.05,2.04
55,42,144,12,2018-01-02 17:15:00,2018-01-02 18:15:00,3.90,7.57
56,43,135,6,2018-01-02 18:45:00,2018-01-02 20:00:00,4.95,9.60
57,44,158,7,2018-01-02 14:15:00,2018-01-02 15:45:00,22.40,15.46
58,44,158,16,2018-01-02 15:45:00,2018-01-02 16:15:00,3.20,2.21
59,45,172,6,2018-01-02 18:45:00,2018-01-02 20:00:00,19.80,8.71
60,46,170,12,2018-01-02 19:00:00,2018-01-02 20:00:00,3.90,7.57
61,47,170,4,2018-01-02 16:30:00,2018-01-02 17:30:00,0.00,5.70
62,48,187,12,2018-01-02 16:00:00,2018-01-02 17:00:00,0.00,7.80
63,49,196,8,2018-01-02 12:30:00,2018-01-02 14:00:00,16.00,18.24
64,49,196,14,2018-01-02 14:00:00,2018-01-02 14:15:00,1.75,1.99
65,50,196,5,2018-01-02 15:00:00,2018-01-02 16:15:00,0.00,13.20
66,51,12,5,2018-01-03 15:45:00,2018-01-03 17:00:00,0.00,13.20
67,52,4,9,2018-01-03 11:30:00,2018-01-03 12:45:00,12.50,14.25
68,53,21,1,2018-01-03 15:30:00,2018-01-03 16:30:00,0.00,4.50
69,54,13,8,2018-01-03 11:15:00,2018-01-03 12:45:00,38.40,16.90
70,55,7,11,2018-01-03 18:15:00,2018-01-03 19:30:00,12.60,10.04
71,55,7,15,2018-01-03 19:30:00,2018-01-03 20:00:00,3.85,3.07
72,56,5,7,2018-01-03 12:00:00,2018-01-03 13:30:00,22.40,15.46
73,57,39,5,2018-01-03 12:00:00,2018-01-03 13:15:00,11.00,12.54
74,58,55,3,2018-01-03 12:15:00,2018-01-03 13:30:00,5.50,6.27
75,59,58,8,2018-01-03 14:45:00,2018-01-03 16:15:00,38.40,16.90
76,60,63,9,2018-01-03 13:15:00,2018-01-03 14:30:00,30.00,13.20
77,61,105,6,2018-01-03 14:15:00,2018-01-03 15:30:00,13.20,9.11
78,62,101,5,2018-01-03 11:15:00,2018-01-03 12:30:00,11.00,12.54
79,63,104,3,2018-01-03 17:30:00,2018-01-03 18:45:00,0.00,6.60
80,63,104,15,2018-01-03 18:45:00,2018-01-03 19:15:00,0.00,3.30
81,64,103,4,2018-01-03 18:45:00,2018-01-03 19:45:00,0.00,5.70
82,65,124,2,2018-01-03 16:00:00,2018-01-03 16:45:00,0.00,3.60
83,66,118,10,2018-01-03 12:00:00,2018-01-03 13:00:00,18.00,7.92
84,67,135,8,2018-01-03 14:45:00,2018-01-03 16:15:00,25.60,17.66
85,67,135,15,2018-01-03 16:15:00,2018-01-03 16:45:00,4.40,3.04
86,68,136,9,2018-01-03 16:30:00,2018-01-03 17:45:00,0.00,15.00
87,69,136,2,2018-01-03 15:45:00,2018-01-03 16:30:00,1.80,3.49
88,70,141,3,2018-01-03 10:00:00,2018-01-03 11:15:00,8.80,6.07
89,70,141,14,2018-01-03 11:15:00,2018-01-03 11:30:00,2.80,1.93
90,71,141,9,2018-01-03 16:30:00,2018-01-03 17:45:00,0.00,15.00
91,71,141,16,2018-01-03 17:45:00,2018-01-03 18:15:00,0.00,2.40
92,72,168,13,2018-01-03 15:15:00,2018-01-03 16:30:00,19.20,8.45
93,72,168,16,2018-01-03 16:30:00,2018-01-03 17:00:00,4.80,2.11
94,73,172,3,2018-01-03 18:45:00,2018-01-03 20:00:00,0.00,6.60
95,74,167,13,2018-01-03 17:30:00,2018-01-03 18:45:00,19.20,8.45
96,74,167,15,2018-01-03 18:45:00,2018-01-03 19:15:00,6.60,2.90
97,75,169,7,2018-01-03 11:15:00,2018-01-03 12:45:00,22.40,15.46
98,76,167,1,2018-01-03 12:30:00,2018-01-03 13:30:00,3.75,4.27
99,76,167,16,2018-01-03 13:30:00,2018-01-03 14:00:00,2.00,2.28
100,77,163,1,2018-01-03 17:00:00,2018-01-03 18:00:00,0.00,4.50
101,78,190,9,2018-01-03 11:00:00,2018-01-03 12:15:00,20.00,13.80
102,78,190,14,2018-01-03 12:15:00,2018-01-03 12:30:00,2.80,1.93
103,79,198,10,2018-01-03 16:15:00,2018-01-03 17:15:00,18.00,7.92
104,79,198,15,2018-01-03 17:15:00,2018-01-03 17:45:00,6.60,2.90
105,80,193,10,2018-01-03 17:00:00,2018-01-03 18:00:00,0.00,9.00
106,81,196,5,2018-01-03 17:00:00,2018-01-03 18:15:00,26.40,11.62
107,82,195,6,2018-01-03 17:15:00,2018-01-03 18:30:00,4.95,9.60
108,82,195,14,2018-01-03 18:30:00,2018-01-03 18:45:00,1.05,2.04
109,83,198,8,2018-01-03 18:30:00,2018-01-03 20:00:00,0.00,19.20
110,84,19,7,2018-01-04 18:30:00,2018-01-04 20:00:00,8.40,16.30
111,85,7,2,2018-01-04 11:15:00,2018-01-04 12:00:00,4.80,3.31
112,86,11,4,2018-01-04 14:30:00,2018-01-04 15:30:00,7.60,5.24
