purchase_ID,product_ID,br_ID,sup_ID,purchase_qty,purchase_date,purchase_unit_cost
1,1,1,1,106,2018-01-03,11.93
2,2,1,1,66,2018-01-03,13.47
3,3,1,1,70,2018-01-03,10.78
4,4,1,1,57,2018-01-03,16.58
5,5,1,6,113,2018-01-03,13.99
6,6,1,1,120,2018-01-03,11.02
7,7,1,6,47,2018-01-03,12.78
8,8,1,6,56,2018-01-03,15.77
9,9,1,2,43,2018-01-03,12.08
10,10,1,6,57,2018-01-03,17.59
11,11,1,6,49,2018-01-03,15.10
12,12,1,2,96,2018-01-03,38.26
13,13,1,2,58,2018-01-03,24.92
14,14,1,2,72,2018-01-03,25.82
15,15,1,4,42,2018-01-03,42.87
16,16,1,4,61,2018-01-03,45.35
17,17,1,4,52,2018-01-03,36.02
18,18,1,2,54,2018-01-03,26.76
19,19,1,2,87,2018-01-03,27.09
20,20,1,2,74,2018-01-03,16.00
21,21,1,6,92,2018-01-03,34.03
22,22,1,2,86,2018-01-03,18.54
23,23,1,5,100,2018-01-03,23.24
24,24,1,3,54,2018-01-03,23.20
25,25,1,3,57,2018-01-03,16.42
26,26,1,5,60,2018-01-03,22.46
27,27,1,1,101,2018-01-03,13.41
28,28,1,1,112,2018-01-03,17.87
29,29,1,1,65,2018-01-03,14.23
30,30,1,6,54,2018-01-03,30.62
31,31,1,6,84,2018-01-03,17.70
32,32,1,4,123,2018-01-03,28.36
33,33,1,2,80,2018-01-03,21.12
34,34,1,2,84,2018-01-03,28.53
35,35,1,3,58,2018-01-03,13.91
36,36,1,3,58,2018-01-03,22.27
37,37,1,3,63,2018-01-03,21.98
38,38,1,3,76,2018-01-03,23.67
39,39,1,5,46,2018-01-03,23.48
40,40,1,5,99,2018-01-03,30.22
41,41,1,4,100,2018-01-03,8.17
42,42,1,4,117,2018-01-03,9.37
43,43,1,4,63,2018-01-03,7.12
44,1,2,1,126,2018-01-03,12.81
45,2,2,1,113,2018-01-03,16.32
46,3,2,1,104,2018-01-03,11.04
47,4,2,1,86,2018-01-03,16.59
48,5,2,6,103,2018-01-03,13.65
49,6,2,1,81,2018-01-03,9.06
50,7,2,2,59,2018-01-03,12.65
51,8,2,6,133,2018-01-03,15.03
52,9,2,6,51,2018-01-03,11.95
53,10,2,2,120,2018-01-03,19.06
54,11,2,2,87,2018-01-03,15.20
55,12,2,4,83,2018-01-03,30.91
56,13,2,2,88,2018-01-03,28.13
57,14,2,4,109,2018-01-03,25.92
58,15,2,2,73,2018-01-03,40.17
59,16,2,4,86,2018-01-03,44.14
60,17,2,4,94,2018-01-03,35.89
61,18,2,2,89,2018-01-03,25.44
62,19,2,6,87,2018-01-03,30.97
63,20,2,6,128,2018-01-03,16.78
64,21,2,6,46,2018-01-03,33.40
65,22,2,2,106,2018-01-03,21.08
66,23,2,5,100,2018-01-03,20.33
67,24,2,5,133,2018-01-03,21.43
