sal_pay_ID,st_ID,pay_period,base_amount,bonus_amount,deduction_amount,payment_date
1,1,2018-01,4485.89,0.00,493.45,2018-01-25
2,2,2018-01,1505.87,0.00,165.65,2018-01-25
3,3,2018-01,1695.95,0.00,186.55,2018-01-25
4,4,2018-01,1494.98,0.00,164.45,2018-01-25
5,5,2018-01,2259.95,0.00,248.59,2018-01-25
6,6,2018-01,1697.45,0.00,186.72,2018-01-25
7,7,2018-01,1622.48,0.00,178.47,2018-01-25
8,8,2018-01,1541.90,0.00,169.61,2018-01-25
9,9,2018-01,1999.48,0.00,219.94,2018-01-25
10,10,2018-01,1632.75,0.00,179.60,2018-01-25
11,11,2018-01,2750.16,0.00,302.52,2018-01-25
12,12,2018-01,2212.15,0.00,243.34,2018-01-25
13,13,2018-01,2912.37,0.00,320.36,2018-01-25
14,14,2018-01,2770.06,0.00,304.71,2018-01-25
15,15,2018-01,1769.67,0.00,194.66,2018-01-25
16,16,2018-01,2211.62,0.00,243.28,2018-01-25
17,17,2018-01,1509.48,0.00,166.04,2018-01-25
18,18,2018-01,1720.10,0.00,189.21,2018-01-25
19,19,2018-01,1714.98,0.00,188.65,2018-01-25
20,20,2018-01,1600.24,0.00,176.03,2018-01-25
21,21,2018-01,1668.16,0.00,183.50,2018-01-25
22,22,2018-01,1638.27,0.00,180.21,2018-01-25
23,24,2018-01,4503.49,0.00,495.38,2018-01-25
24,25,2018-01,2929.06,0.00,322.20,2018-01-25
25,26,2018-01,2043.90,0.00,224.83,2018-01-25
26,27,2018-01,2243.63,0.00,246.80,2018-01-25
27,28,2018-01,2920.26,0.00,321.23,2018-01-25
28,29,2018-01,1550.59,0.00,170.56,2018-01-25
29,30,2018-01,2116.09,0.00,232.77,2018-01-25
30,31,2018-01,1580.08,0.00,173.81,2018-01-25
31,32,2018-01,1670.63,0.00,183.77,2018-01-25
32,33,2018-01,2086.96,0.00,229.57,2018-01-25
33,34,2018-01,1547.44,0.00,170.22,2018-01-25
34,35,2018-01,1828.40,0.00,201.12,2018-01-25
35,36,2018-01,1783.81,0.00,196.22,2018-01-25
36,37,2018-01,2165.10,0.00,238.16,2018-01-25
37,38,2018-01,2905.20,0.00,319.57,2018-01-25
38,39,2018-01,1732.52,0.00,190.58,2018-01-25
39,40,2018-01,1526.17,0.00,167.88,2018-01-25
40,41,2018-01,1817.42,0.00,199.92,2018-01-25
41,42,2018-01,1556.12,0.00,171.17,2018-01-25
42,43,2018-01,1689.59,0.00,185.85,2018-01-25
43,44,2018-01,1795.45,0.00,197.50,2018-01-25
44,49,2018-01,4784.65,0.00,526.31,2018-01-25
45,50,2018-01,2034.88,0.00,223.84,2018-01-25
46,51,2018-01,1545.12,0.00,169.96,2018-01-25
47,52,2018-01,1734.77,0.00,190.82,2018-01-25
48,53,2018-01,1978.60,0.00,217.65,2018-01-25
49,54,2018-01,1581.71,0.00,173.99,2018-01-25
50,55,2018-01,1548.33,0.00,170.32,2018-01-25
51,56,2018-01,2623.24,0.00,288.56,2018-01-25
52,57,2018-01,1611.72,0.00,177.29,2018-01-25
53,58,2018-01,1470.89,0.00,161.80,2018-01-25
54,59,2018-01,1780.98,0.00,195.91,2018-01-25
55,60,2018-01,2094.97,0.00,230.45,2018-01-25
56,61,2018-01,2701.28,0.00,297.14,2018-01-25
57,62,2018-01,2157.08,0.00,237.28,2018-01-25
58,63,2018-01,1570.32,0.00,172.74,2018-01-25
59,64,2018-01,1585.29,0.00,174.38,2018-01-25
60,65,2018-01,1475.42,0.00,162.30,2018-01-25
61,68,2018-01,4369.57,0.00,480.65,2018-01-25
62,69,2018-01,2666.69,0.00,293.34,2018-01-25
63,70,2018-01,1635.74,0.00,179.93,2018-01-25
64,71,2018-01,1711.72,0.00,188.29,2018-01-25
65,97,2018-01,4333.49,0.00,476.68,2018-01-25
66,98,2018-01,1641.56,0.00,180.57,2018-01-25
67,99,2018-01,2164.92,0.00,238.14,2018-01-25
68,100,2018-01,1691.29,0.00,186.04,2018-01-25
69,101,2018-01,2779.70,0.00,305.77,2018-01-25
70,102,2018-01,1675.23,0.00,184.28,2018-01-25
71,103,2018-01,1983.25,0.00,218.16,2018-01-25
72,104,2018-01,2765.61,0.00,304.22,2018-01-25
73,105,2018-01,1581.83,0.00,174.00,2018-01-25
74,106,2018-01,2115.59,0.00,232.71,2018-01-25
75,107,2018-01,1740.54,0.00,191.46,2018-01-25
76,108,2018-01,1563.84,0.00,172.02,2018-01-25
77,109,2018-01,1578.18,0.00,173.60,2018-01-25
78,110,2018-01,1599.09,0.00,175.90,2018-01-25
79,115,2018-01,4702.41,0.00,517.27,2018-01-25
80,116,2018-01,1583.85,0.00,174.22,2018-01-25
81,117,2018-01,1557.53,0.00,171.33,2018-01-25
82,118,2018-01,1572.55,0.00,172.98,2018-01-25
83,119,2018-01,1485.67,0.00,163.42,2018-01-25
84,120,2018-01,2824.26,0.00,310.67,2018-01-25
85,121,2018-01,2893.34,0.00,318.27,2018-01-25
86,122,2018-01,1518.52,0.00,167.04,2018-01-25
87,123,2018-01,1900.26,0.00,209.03,2018-01-25
88,124,2018-01,1599.00,0.00,175.89,2018-01-25
89,125,2018-01,2284.51,0.00,251.30,2018-01-25
90,126,2018-01,2245.66,0.00,247.02,2018-01-25
91,127,2018-01,2279.44,0.00,250.74,2018-01-25
92,128,2018-01,1636.32,0.00,180.00,2018-01-25
93,129,2018-01,1659.00,0.00,182.49,2018-01-25
94,130,2018-01,1518.97,0.00,167.09,2018-01-25
95,132,2018-01,4477.43,0.00,492.52,2018-01-25
96,133,2018-01,1570.92,0.00,172.80,2018-01-25
97,134,2018-01,1793.66,0.00,197.30,2018-01-25
98,135,2018-01,2207.87,0.00,242.87,2018-01-25
99,136,2018-01,1994.41,0.00,219.39,2018-01-25
100,137,2018-01,1521.52,0.00,167.37,2018-01-25
101,138,2018-01,2029.97,0.00,223.30,2018-01-25
102,139,2018-01,1487.86,0.00,163.66,2018-01-25
103,140,2018-01,1563.06,0.00,171.94,2018-01-25
104,141,2018-01,2830.99,0.00,311.41,2018-01-25
105,142,2018-01,1500.52,0.00,165.06,2018-01-25
106,143,2018-01,1730.38,0.00,190.34,2018-01-25
107,144,2018-01,3028.45,0.00,333.13,2018-01-25
108,145,2018-01,1822.02,0.00,200.42,2018-01-25
109,149,2018-01,4605.29,0.00,506.58,2018-01-25
110,150,2018-01,1629.80,0.00,179.28,2018-01-25
111,151,2018-01,1697.09,0.00,186.68,2018-01-25
112,152,2018-01,1593.42,0.00,175.28,2018-01-25
113,153,2018-01,2000.89,0.00,220.10,2018-01-25
114,154,2018-01,2091.11,0.00,230.02,2018-01-25
115,155,2018-01,1751.60,0.00,192.68,2018-01-25
116,156,2018-01,1702.88,0.00,187.32,2018-01-25
117,157,2018-01,1795.60,0.00,197.52,2018-01-25
118,158,2018-01,2618.24,0.00,288.01,2018-01-25
119,159,2018-01,1475.45,0.00,162.30,2018-01-25
120,161,2018-01,4574.72,0.00,503.22,2018-01-25
121,162,2018-01,1736.06,0.00,190.97,2018-01-25
122,163,2018-01,2210.73,0.00,243.18,2018-01-25
123,164,2018-01,2953.15,0.00,324.85,2018-01-25
124,165,2018-01,1992.94,0.00,219.22,2018-01-25
125,166,2018-01,1513.82,0.00,166.52,2018-01-25
126,167,2018-01,1650.23,0.00,181.53,2018-01-25
127,168,2018-01,1912.97,0.00,210.43,2018-01-25
128,169,2018-01,1592.29,0.00,175.15,2018-01-25
129,170,2018-01,1781.77,0.00,195.99,2018-01-25
130,171,2018-01,1723.32,0.00,189.57,2018-01-25
131,172,2018-01,2872.95,0.00,316.02,2018-01-25
132,173,2018-01,1562.55,0.00,171.88,2018-01-25
133,174,2018-01,1722.35,0.00,189.46,2018-01-25
134,175,2018-01,1486.55,0.00,163.52,2018-01-25
135,177,2018-01,4771.10,0.00,524.82,2018-01-25
136,178,2018-01,1603.81,0.00,176.42,2018-01-25
137,179,2018-01,1612.78,0.00,177.41,2018-01-25
138,180,2018-01,2091.69,0.00,230.09,2018-01-25
139,181,2018-01,2904.60,0.00,319.51,2018-01-25
140,182,2018-01,2246.58,0.00,247.12,2018-01-25
141,183,2018-01,1595.23,0.00,175.48,2018-01-25
142,184,2018-01,1876.56,0.00,206.42,2018-01-25
143,185,2018-01,1746.26,0.00,192.09,2018-01-25
144,186,2018-01,1473.52,0.00,162.09,2018-01-25
145,187,2018-01,1906.23,0.00,209.69,2018-01-25
146,188,2018-01,2774.93,0.00,305.24,2018-01-25
147,189,2018-01,1457.99,0.00,160.38,2018-01-25
148,190,2018-01,1483.55,0.00,163.19,2018-01-25
149,191,2018-01,4376.48,0.00,481.41,2018-01-25
150,192,2018-01,1561.30,0.00,171.74,2018-01-25
151,193,2018-01,1466.35,0.00,161.30,2018-01-25
152,194,2018-01,1470.10,0.00,161.71,2018-01-25
153,195,2018-01,2141.04,0.00,235.51,2018-01-25
154,196,2018-01,2687.08,0.00,295.58,2018-01-25
155,197,2018-01,1515.48,0.00,166.70,2018-01-25
156,198,2018-01,2082.27,0.00,229.05,2018-01-25
157,1,2018-02,4506.11,0.00,495.67,2018-02-25
158,2,2018-02,1511.28,0.00,166.24,2018-02-25
159,3,2018-02,1696.15,0.00,186.58,2018-02-25
160,4,2018-02,1485.27,0.00,163.38,2018-02-25
161,5,2018-02,2254.50,0.00,248.00,2018-02-25
162,6,2018-02,1693.89,0.00,186.33,2018-02-25
163,7,2018-02,1611.32,0.00,177.25,2018-02-25
164,8,2018-02,1544.13,0.00,169.85,2018-02-25
165,9,2018-02,2014.13,0.00,221.55,2018-02-25
166,10,2018-02,1639.39,0.00,180.33,2018-02-25
167,11,2018-02,2763.04,0.00,303.93,2018-02-25
168,12,2018-02,2216.41,0.00,243.81,2018-02-25
169,13,2018-02,2910.34,0.00,320.14,2018-02-25
170,14,2018-02,2747.73,0.00,302.25,2018-02-25
171,15,2018-02,1780.04,0.00,195.80,2018-02-25
172,16,2018-02,2205.43,0.00,242.60,2018-02-25
173,17,2018-02,1514.25,0.00,166.57,2018-02-25
174,18,2018-02,1724.62,0.00,189.71,2018-02-25
175,19,2018-02,1730.21,0.00,190.32,2018-02-25
176,20,2018-02,1597.62,0.00,175.74,2018-02-25
177,21,2018-02,1665.31,0.00,183.18,2018-02-25
178,22,2018-02,1647.73,0.00,181.25,2018-02-25
179,24,2018-02,4475.21,0.00,492.27,2018-02-25
180,25,2018-02,2925.51,0.00,321.81,2018-02-25
181,26,2018-02,2038.93,0.00,224.28,2018-02-25
182,27,2018-02,2245.73,0.00,247.03,2018-02-25
183,28,2018-02,2911.48,0.00,320.26,2018-02-25
184,29,2018-02,1559.33,0.00,171.53,2018-02-25
185,30,2018-02,2117.61,0.00,232.94,2018-02-25
186,31,2018-02,1578.47,0.00,173.63,2018-02-25
187,32,2018-02,1661.81,0.00,182.80,2018-02-25
188,33,2018-02,2105.03,0.00,231.55,2018-02-25
189,34,2018-02,1543.86,0.00,169.82,2018-02-25
190,35,2018-02,1823.10,0.00,200.54,2018-02-25
191,36,2018-02,1773.69,0.00,195.11,2018-02-25
192,37,2018-02,2153.34,0.00,236.87,2018-02-25
193,38,2018-02,2913.06,0.00,320.44,2018-02-25
194,39,2018-02,1719.97,0.00,189.20,2018-02-25
195,40,2018-02,1533.27,0.00,168.66,2018-02-25
196,41,2018-02,1817.60,0.00,199.94,2018-02-25
197,42,2018-02,1554.17,0.00,170.96,2018-02-25
198,43,2018-02,1689.42,0.00,185.84,2018-02-25
199,44,2018-02,1790.71,0.00,196.98,2018-02-25
200,45,2018-02,1476.75,0.00,162.44,2018-02-25
201,49,2018-02,4771.03,0.00,524.81,2018-02-25
202,50,2018-02,2049.80,0.00,225.48,2018-02-25
203,51,2018-02,1544.91,0.00,169.94,2018-02-25
204,52,2018-02,1727.63,0.00,190.04,2018-02-25
205,53,2018-02,1977.15,0.00,217.49,2018-02-25
206,54,2018-02,1582.32,0.00,174.06,2018-02-25
207,55,2018-02,1539.89,0.00,169.39,2018-02-25
208,56,2018-02,2635.85,0.00,289.94,2018-02-25
209,57,2018-02,1611.75,0.00,177.29,2018-02-25
210,58,2018-02,1473.36,0.00,162.07,2018-02-25
211,59,2018-02,1781.39,0.00,195.95,2018-02-25
212,60,2018-02,2093.77,0.00,230.31,2018-02-25
213,61,2018-02,2711.24,0.00,298.24,2018-02-25
214,62,2018-02,2165.31,0.00,238.18,2018-02-25
215,63,2018-02,1571.16,0.00,172.83,2018-02-25
216,64,2018-02,1585.74,0.00,174.43,2018-02-25
217,65,2018-02,1471.04,0.00,161.81,2018-02-25
218,68,2018-02,4369.19,0.00,480.61,2018-02-25
219,69,2018-02,2662.20,0.00,292.84,2018-02-25
220,70,2018-02,1633.00,0.00,179.63,2018-02-25
221,71,2018-02,1699.91,0.00,186.99,2018-02-25
222,72,2018-02,2608.20,0.00,286.90,2018-02-25
223,73,2018-02,2076.53,0.00,228.42,2018-02-25
224,97,2018-02,4316.27,0.00,474.79,2018-02-25
225,98,2018-02,1641.56,0.00,180.57,2018-02-25
226,99,2018-02,2156.80,0.00,237.25,2018-02-25
227,100,2018-02,1693.51,0.00,186.29,2018-02-25
228,101,2018-02,2762.75,0.00,303.90,2018-02-25
229,102,2018-02,1666.81,0.00,183.35,2018-02-25
230,103,2018-02,1997.00,0.00,219.67,2018-02-25
231,104,2018-02,2756.57,0.00,303.22,2018-02-25
232,105,2018-02,1570.24,0.00,172.73,2018-02-25
