purchase_ID,product_ID,br_ID,sup_ID,purchase_qty,purchase_date,purchase_unit_cost
10616,1,1,6,139,2023-01-02,15.07
10617,11,1,4,85,2023-01-02,20.99
10618,7,3,3,61,2023-01-02,15.65
10619,19,3,5,183,2023-01-02,38.94
10620,5,4,4,138,2023-01-02,16.63
10621,8,4,4,54,2023-01-02,17.94
10622,18,4,3,89,2023-01-02,32.05
10623,42,4,4,200,2023-01-02,12.56
10624,43,4,5,68,2023-01-02,9.26
10625,7,4,1,159,2023-01-02,15.24
10626,40,1,2,68,2023-01-03,35.92
10627,23,1,6,174,2023-01-03,28.28
10628,24,1,3,89,2023-01-03,29.59
10629,23,1,1,207,2023-01-03,33.31
10630,6,4,3,59,2023-01-03,12.85
10631,36,4,3,44,2023-01-03,34.45
10632,18,1,2,104,2023-01-04,32.00
10633,1,1,5,50,2023-01-04,17.11
10634,37,1,3,137,2023-01-04,27.80
10635,31,1,2,182,2023-01-04,24.05
10636,37,2,2,184,2023-01-04,28.03
10637,31,2,4,139,2023-01-04,25.15
10638,20,2,3,63,2023-01-04,25.57
10639,37,2,4,137,2023-01-04,26.12
10640,34,2,4,208,2023-01-04,38.95
10641,38,3,5,117,2023-01-04,26.18
10642,37,3,5,53,2023-01-04,27.64
10643,15,3,1,189,2023-01-04,65.98
10644,43,3,2,127,2023-01-04,8.29
10645,3,4,4,58,2023-01-04,13.89
10646,20,4,1,180,2023-01-04,22.79
10647,12,1,3,63,2023-01-05,48.15
10648,6,1,4,201,2023-01-05,14.80
10649,8,2,6,203,2023-01-05,20.19
10650,43,2,1,132,2023-01-05,9.40
10651,10,2,6,81,2023-01-05,21.56
10652,20,2,4,152,2023-01-05,24.29
10653,14,2,4,155,2023-01-05,33.90
10654,31,2,4,161,2023-01-05,24.97
10655,39,4,3,201,2023-01-05,32.18
10656,1,4,5,146,2023-01-05,14.83
10657,32,5,1,112,2023-01-05,32.69
10658,37,5,4,147,2023-01-05,28.10
10659,32,5,2,102,2023-01-05,32.64
10660,6,5,2,80,2023-01-05,13.35
10661,25,1,3,126,2023-01-06,25.86
10662,11,1,2,187,2023-01-06,18.45
10663,5,1,3,143,2023-01-06,15.78
10664,7,2,6,103,2023-01-06,15.31
10665,22,2,5,142,2023-01-06,26.08
