res_det_ID,res_ID,st_ID,serv_ID,start_time,end_time,serv_discount,serv_tax
156889,119665,70,2,2025-01-01 13:00:00,2025-01-01 13:45:00,4.80,3.31
156890,119666,4,3,2025-01-01 18:30:00,2025-01-01 19:45:00,3.30,6.40
156891,119667,67,11,2025-01-01 16:45:00,2025-01-01 18:00:00,0.00,10.80
156892,119668,27,1,2025-01-01 17:00:00,2025-01-01 18:00:00,5.25,4.18
156893,119669,42,4,2025-01-01 15:45:00,2025-01-01 16:45:00,0.00,5.70
156894,119669,39,18,2025-01-01 16:45:00,2025-01-01 17:05:00,0.00,2.70
156895,119670,49,17,2025-01-01 18:00:00,2025-01-01 19:30:00,0.00,25.20
156896,119670,55,14,2025-01-01 19:30:00,2025-01-01 19:45:00,0.00,2.10
156897,119671,12,11,2025-01-01 18:30:00,2025-01-01 19:45:00,0.00,10.80
156898,119671,10,14,2025-01-01 19:45:00,2025-01-01 20:00:00,0.00,2.10
156899,119672,96,4,2025-01-01 18:00:00,2025-01-01 19:00:00,6.65,5.30
156900,119673,110,11,2025-01-01 15:00:00,2025-01-01 16:15:00,5.40,10.48
156901,119674,9,11,2025-01-01 11:30:00,2025-01-01 12:45:00,9.00,10.26
156902,119675,64,1,2025-01-01 17:00:00,2025-01-01 18:00:00,2.25,4.37
156903,119676,41,5,2025-01-01 12:00:00,2025-01-01 13:15:00,12.25,13.96
156904,119677,78,4,2025-01-01 16:00:00,2025-01-01 17:00:00,2.85,5.53
156905,119678,68,17,2025-01-01 14:45:00,2025-01-01 16:15:00,21.00,23.94
156906,119679,5,6,2025-01-01 14:15:00,2025-01-01 15:30:00,9.25,10.54
156907,119680,18,12,2025-01-01 16:00:00,2025-01-01 17:00:00,17.40,7.66
156908,119681,34,13,2025-01-01 16:15:00,2025-01-01 17:30:00,0.00,9.60
156909,119681,28,18,2025-01-01 17:30:00,2025-01-01 17:50:00,0.00,2.70
156910,119682,24,9,2025-01-01 10:00:00,2025-01-01 11:15:00,12.50,14.25
156911,119683,13,8,2025-01-01 16:30:00,2025-01-01 18:00:00,0.00,19.20
156912,119683,2,18,2025-01-01 18:00:00,2025-01-01 18:20:00,0.00,2.70
156913,119684,41,11,2025-01-01 12:15:00,2025-01-01 13:30:00,9.00,10.26
156914,119685,82,5,2025-01-01 16:30:00,2025-01-01 17:45:00,7.35,14.26
156915,119685,75,14,2025-01-01 17:45:00,2025-01-01 18:00:00,1.05,2.04
156916,119686,3,6,2025-01-01 13:00:00,2025-01-01 14:15:00,9.25,10.54
156917,119686,14,14,2025-01-01 14:15:00,2025-01-01 14:30:00,1.75,1.99
156918,119687,14,7,2025-01-01 14:45:00,2025-01-01 16:15:00,24.80,17.11
156919,119687,9,15,2025-01-01 16:15:00,2025-01-01 16:45:00,4.40,3.04
156920,119689,58,4,2025-01-01 12:00:00,2025-01-01 13:00:00,7.60,5.24
156921,119689,59,14,2025-01-01 13:00:00,2025-01-01 13:15:00,2.80,1.93
156922,119690,2,3,2025-01-01 11:45:00,2025-01-01 13:00:00,5.50,6.27
156923,119690,16,16,2025-01-01 13:00:00,2025-01-01 13:30:00,2.00,2.28
156924,119691,105,13,2025-01-01 16:00:00,2025-01-01 17:15:00,19.20,8.45
156925,119692,97,8,2025-01-01 16:30:00,2025-01-01 18:00:00,0.00,19.20
156926,119692,107,14,2025-01-01 18:00:00,2025-01-01 18:15:00,0.00,2.10
156927,119694,60,10,2025-01-01 12:30:00,2025-01-01 13:30:00,13.44,9.27
156928,119694,63,14,2025-01-01 13:30:00,2025-01-01 13:45:00,2.80,1.93
156929,119695,75,8,2025-01-01 17:45:00,2025-01-01 19:15:00,9.60,18.62
156930,119695,70,18,2025-01-01 19:15:00,2025-01-01 19:35:00,1.35,2.62
156931,119696,39,11,2025-01-01 16:30:00,2025-01-01 17:45:00,0.00,10.80
156932,119697,21,8,2025-01-01 17:30:00,2025-01-01 19:00:00,0.00,19.20
156933,119697,9,15,2025-01-01 19:00:00,2025-01-01 19:30:00,0.00,3.30
156934,119698,43,7,2025-01-01 17:45:00,2025-01-01 19:15:00,0.00,18.60
156935,119698,39,16,2025-01-01 19:15:00,2025-01-01 19:45:00,0.00,2.40
156936,119699,86,1,2025-01-01 15:30:00,2025-01-01 16:30:00,5.25,4.18
156937,119699,88,15,2025-01-01 16:30:00,2025-01-01 17:00:00,3.85,3.07
156938,119700,46,4,2025-01-01 16:30:00,2025-01-01 17:30:00,6.65,5.30
156939,119700,42,16,2025-01-01 17:30:00,2025-01-01 18:00:00,2.80,2.23
156940,119701,111,2,2025-01-01 10:15:00,2025-01-01 11:00:00,7.20,3.17
156941,119702,91,11,2025-01-01 13:15:00,2025-01-01 14:30:00,21.60,9.50
156942,119704,93,7,2025-01-01 12:00:00,2025-01-01 13:30:00,15.50,17.67
156943,119706,11,4,2025-01-01 16:00:00,2025-01-01 17:00:00,0.00,5.70
156944,119707,11,1,2025-01-01 17:45:00,2025-01-01 18:45:00,0.00,4.50
156945,119708,53,1,2025-01-01 18:45:00,2025-01-01 19:45:00,2.25,4.37
156946,119709,31,3,2025-01-01 18:00:00,2025-01-01 19:15:00,0.00,6.60
156947,119709,41,15,2025-01-01 19:15:00,2025-01-01 19:45:00,0.00,3.30
156948,119710,57,2,2025-01-01 12:00:00,2025-01-01 12:45:00,4.80,3.31
156949,119711,39,11,2025-01-01 15:15:00,2025-01-01 16:30:00,0.00,10.80
156950,119711,29,14,2025-01-01 16:30:00,2025-01-01 16:45:00,0.00,2.10
156951,119712,12,1,2025-01-01 18:15:00,2025-01-01 19:15:00,0.00,4.50
156952,119713,24,7,2025-01-01 13:15:00,2025-01-01 14:45:00,15.50,17.67
156953,119714,89,3,2025-01-01 17:30:00,2025-01-01 18:45:00,0.00,6.60
156954,119714,86,14,2025-01-01 18:45:00,2025-01-01 19:00:00,0.00,2.10
156955,119715,11,9,2025-01-01 13:15:00,2025-01-01 14:30:00,12.50,14.25
156956,119715,16,18,2025-01-01 14:30:00,2025-01-01 14:50:00,2.25,2.56
156957,119716,108,6,2025-01-01 15:00:00,2025-01-01 16:15:00,5.55,10.77
156958,119716,107,15,2025-01-01 16:15:00,2025-01-01 16:45:00,1.65,3.20
156959,119717,63,13,2025-01-01 13:15:00,2025-01-01 14:30:00,19.20,8.45
156960,119718,98,17,2025-01-01 13:15:00,2025-01-01 14:45:00,71.40,20.92
156961,119719,23,9,2025-01-01 13:15:00,2025-01-01 14:30:00,12.50,14.25
156962,119720,53,13,2025-01-01 15:30:00,2025-01-01 16:45:00,4.80,9.31
156963,119721,27,11,2025-01-01 15:15:00,2025-01-01 16:30:00,12.60,10.04
156964,119723,47,13,2025-01-01 12:30:00,2025-01-01 13:45:00,8.00,9.12
156965,119724,76,10,2025-01-01 18:45:00,2025-01-01 19:45:00,5.04,9.78
156966,119725,107,1,2025-01-01 10:45:00,2025-01-01 11:45:00,9.00,3.96
156967,119726,78,4,2025-01-01 18:45:00,2025-01-01 19:45:00,2.85,5.53
156968,119727,40,17,2025-01-01 16:45:00,2025-01-01 18:15:00,0.00,25.20
156969,119728,1,12,2025-01-01 18:00:00,2025-01-01 19:00:00,4.35,8.44
156970,119729,111,4,2025-01-01 15:30:00,2025-01-01 16:30:00,6.65,5.30
156971,119729,109,18,2025-01-01 16:30:00,2025-01-01 16:50:00,3.15,2.51
156972,119730,5,8,2025-01-01 14:45:00,2025-01-01 16:15:00,16.00,18.24
156973,119731,3,2,2025-01-01 18:45:00,2025-01-01 19:30:00,0.00,3.60
156974,119731,10,18,2025-01-01 19:30:00,2025-01-01 19:50:00,0.00,2.70
156975,119732,43,11,2025-01-01 16:30:00,2025-01-01 17:45:00,0.00,10.80
156976,119733,54,17,2025-01-01 16:15:00,2025-01-01 17:45:00,0.00,25.20
156977,119734,91,12,2025-01-01 16:15:00,2025-01-01 17:15:00,10.15,8.09
156978,119735,13,8,2025-01-01 14:45:00,2025-01-01 16:15:00,25.60,17.66
156979,119736,53,12,2025-01-02 11:00:00,2025-01-02 12:00:00,11.60,8.00
156980,119736,58,16,2025-01-02 12:00:00,2025-01-02 12:30:00,3.20,2.21
156981,119737,95,11,2025-01-02 14:15:00,2025-01-02 15:30:00,21.60,9.50
156982,119737,92,18,2025-01-02 15:30:00,2025-01-02 15:50:00,5.40,2.38
156983,119738,91,2,2025-01-02 12:00:00,2025-01-02 12:45:00,7.20,3.17
156984,119738,93,15,2025-01-02 12:45:00,2025-01-02 13:15:00,6.60,2.90
156985,119739,73,7,2025-01-02 15:15:00,2025-01-02 16:45:00,9.30,18.04
156986,119740,40,10,2025-01-02 13:00:00,2025-01-02 14:00:00,8.40,9.58
156987,119740,33,14,2025-01-02 14:00:00,2025-01-02 14:15:00,1.75,1.99
156988,119741,106,3,2025-01-02 18:00:00,2025-01-02 19:15:00,13.20,5.81
156989,119742,19,13,2025-01-02 16:30:00,2025-01-02 17:45:00,0.00,9.60
156990,119743,7,7,2025-01-02 18:00:00,2025-01-02 19:30:00,0.00,18.60
156991,119744,9,8,2025-01-02 17:15:00,2025-01-02 18:45:00,0.00,19.20
156992,119745,64,2,2025-01-02 17:45:00,2025-01-02 18:30:00,1.80,3.49
156993,119745,66,15,2025-01-02 18:30:00,2025-01-02 19:00:00,1.65,3.20
156994,119746,45,17,2025-01-02 15:30:00,2025-01-02 17:00:00,0.00,25.20
156995,119747,6,5,2025-01-02 15:15:00,2025-01-02 16:30:00,0.00,14.70
156996,119748,4,1,2025-01-02 17:45:00,2025-01-02 18:45:00,0.00,4.50
156997,119749,76,12,2025-01-02 11:45:00,2025-01-02 12:45:00,11.60,8.00
156998,119749,75,14,2025-01-02 12:45:00,2025-01-02 13:00:00,2.80,1.93
156999,119750,18,5,2025-01-02 18:30:00,2025-01-02 19:45:00,7.35,14.26
157000,119752,93,8,2025-01-02 13:30:00,2025-01-02 15:00:00,38.40,16.90
157001,119753,95,13,2025-01-02 15:30:00,2025-01-02 16:45:00,11.20,8.93
157002,119754,39,2,2025-01-02 17:15:00,2025-01-02 18:00:00,0.00,3.60
157003,119755,40,2,2025-01-02 16:30:00,2025-01-02 17:15:00,0.00,3.60
157004,119755,46,15,2025-01-02 17:15:00,2025-01-02 17:45:00,0.00,3.30
157005,119756,49,12,2025-01-02 18:30:00,2025-01-02 19:30:00,0.00,8.70
157006,119756,58,16,2025-01-02 19:30:00,2025-01-02 20:00:00,0.00,2.40
157007,119757,27,13,2025-01-02 17:45:00,2025-01-02 19:00:00,0.00,9.60
157008,119758,2,17,2025-01-02 11:30:00,2025-01-02 13:00:00,21.00,23.94
157009,119758,21,15,2025-01-02 13:00:00,2025-01-02 13:30:00,2.75,3.13
157010,119762,46,2,2025-01-02 11:00:00,2025-01-02 11:45:00,3.00,3.42
157011,119762,32,18,2025-01-02 11:45:00,2025-01-02 12:05:00,2.25,2.56
157012,119763,40,5,2025-01-02 17:30:00,2025-01-02 18:45:00,0.00,14.70
157013,119765,90,1,2025-01-02 12:00:00,2025-01-02 13:00:00,9.00,3.96
157014,119766,21,8,2025-01-02 16:45:00,2025-01-02 18:15:00,0.00,19.20
157015,119767,14,12,2025-01-02 18:30:00,2025-01-02 19:30:00,0.00,8.70
157016,119768,4,17,2025-01-02 15:00:00,2025-01-02 16:30:00,29.40,23.44
157017,119769,32,4,2025-01-02 12:45:00,2025-01-02 13:45:00,4.75,5.42
157018,119769,33,16,2025-01-02 13:45:00,2025-01-02 14:15:00,2.00,2.28
157019,119770,22,5,2025-01-02 14:30:00,2025-01-02 15:45:00,12.25,13.96
157020,119770,5,15,2025-01-02 15:45:00,2025-01-02 16:15:00,2.75,3.13
157021,119771,43,12,2025-01-02 18:45:00,2025-01-02 19:45:00,0.00,8.70
157022,119772,42,3,2025-01-02 11:00:00,2025-01-02 12:15:00,5.50,6.27
157023,119773,52,7,2025-01-02 11:15:00,2025-01-02 12:45:00,15.50,17.67
157024,119773,53,16,2025-01-02 12:45:00,2025-01-02 13:15:00,2.00,2.28
157025,119774,13,1,2025-01-02 13:30:00,2025-01-02 14:30:00,6.00,4.14
157026,119775,97,9,2025-01-02 10:15:00,2025-01-02 11:30:00,42.50,12.45
157027,119775,108,14,2025-01-02 11:30:00,2025-01-02 11:45:00,5.95,1.74
157028,119776,56,1,2025-01-02 15:30:00,2025-01-02 16:30:00,0.00,4.50
157029,119776,52,16,2025-01-02 16:30:00,2025-01-02 17:00:00,0.00,2.40
157030,119777,7,17,2025-01-02 14:15:00,2025-01-02 15:45:00,21.00,23.94
157031,119778,44,3,2025-01-02 18:30:00,2025-01-02 19:45:00,0.00,6.60
157032,119779,1,4,2025-01-02 15:00:00,2025-01-02 16:00:00,0.00,5.70
157033,119780,53,3,2025-01-02 10:45:00,2025-01-02 12:00:00,8.80,6.07
157034,119781,31,17,2025-01-02 10:15:00,2025-01-02 11:45:00,21.00,23.94
157035,119781,30,15,2025-01-02 11:45:00,2025-01-02 12:15:00,2.75,3.13
157036,119782,34,3,2025-01-02 16:15:00,2025-01-02 17:30:00,0.00,6.60
157037,119782,28,15,2025-01-02 17:30:00,2025-01-02 18:00:00,0.00,3.30
157038,119783,89,13,2025-01-02 16:45:00,2025-01-02 18:00:00,11.20,8.93
157039,119783,88,18,2025-01-02 18:00:00,2025-01-02 18:20:00,3.15,2.51
157040,119784,15,8,2025-01-02 17:30:00,2025-01-02 19:00:00,0.00,19.20
157041,119785,19,7,2025-01-02 16:30:00,2025-01-02 18:00:00,0.00,18.60
157042,119786,52,9,2025-01-02 11:00:00,2025-01-02 12:15:00,20.00,13.80
157043,119786,55,16,2025-01-02 12:15:00,2025-01-02 12:45:00,3.20,2.21
157044,119787,55,17,2025-01-02 11:15:00,2025-01-02 12:45:00,33.60,23.18
157045,119788,112,4,2025-01-02 17:30:00,2025-01-02 18:30:00,11.40,5.02
157046,119789,11,6,2025-01-02 10:45:00,2025-01-02 12:00:00,9.25,10.54
157047,119790,32,2,2025-01-02 15:30:00,2025-01-02 16:15:00,0.00,3.60
157048,119791,26,12,2025-01-02 17:30:00,2025-01-02 18:30:00,0.00,8.70
157049,119792,32,4,2025-01-02 13:00:00,2025-01-02 14:00:00,4.75,5.42
157050,119793,55,5,2025-01-02 14:15:00,2025-01-02 15:30:00,19.60,13.52
157051,119794,25,1,2025-01-02 17:15:00,2025-01-02 18:15:00,0.00,4.50
157052,119795,55,10,2025-01-02 14:00:00,2025-01-02 15:00:00,13.44,9.27
157053,119796,43,1,2025-01-02 11:30:00,2025-01-02 12:30:00,3.75,4.27
157054,119797,74,9,2025-01-02 15:00:00,2025-01-02 16:15:00,7.50,14.55
157055,119798,82,11,2025-01-02 13:00:00,2025-01-02 14:15:00,14.40,9.94
157056,119798,78,14,2025-01-02 14:15:00,2025-01-02 14:30:00,2.80,1.93
157057,119799,85,13,2025-01-02 16:00:00,2025-01-02 17:15:00,11.20,8.93
157058,119800,19,4,2025-01-02 10:15:00,2025-01-02 11:15:00,4.75,5.42
157059,119802,105,13,2025-01-02 16:30:00,2025-01-02 17:45:00,11.20,8.93
157060,119802,97,14,2025-01-02 17:45:00,2025-01-02 18:00:00,2.45,1.95
157061,119803,24,7,2025-01-02 12:45:00,2025-01-02 14:15:00,15.50,17.67
157062,119803,3,18,2025-01-02 14:15:00,2025-01-02 14:35:00,2.25,2.56
